ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΦΩΤΕΙΝΗ του Αθανασίου,ΒΑΔΙΚΟΛΙΟΥ ΦΩΤΕΙΝΗ του Θεοδώρου,ΒΕΡΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΔΡΟΥΜΠΛΗ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΚΑΡΑΜΑΝΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αχιλλέα,ΛΕΟΝΤΑΡΙΔΗΣ ΘΕΟΦΙΛΟΣ του Χρήστου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Γεωργίου,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΒΡΑΜΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Αντωνίου,ΒΕΛΛΙΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Φιντία,ΖΑΡΑΚΗ ΕΥΘΑΛΙΑ (ΝΑΤΑΛΙ) του Παντελή,ΚΑΡΠΟΥΧΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΛΥΜΠΟΥΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Αριστείδη,ΣΑΒΒΙΔΟΥ ΙΟΡΔΑΝΑ του Αναστασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΚΙΟΥΡΑ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΚΑΛΠΑΤΣΙΝΙΔΟΥ ΕΥΔΟΞΙΑ (ΕΥΗ) του Απόστολου,ΚΑΡΙΠΟΓΛΟΥ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΠΑΖΟΓΛΟΥ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΣΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννου,ΤΖΕΛΕΠΗΣ ΜΙΧΑΗΛ του Γεωργίου,Κ.Κ.Ε.,ΒΕΛΙΩΤΗΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΔΙΜΗΖΑΣ ΠΕΤΡΟΣ του Ηλία,ΣΑΡΑΝΤΙΔΟΥ ΕΡΜΟΦΥΛΗ (ΦΙΛΙΩ) του Χαράλαμπου,ΣΙΔΕΡΗ ΜΕΤΑΞΙΑ (ΞΕΝΙΑ) του Γεωργίου,ΤΟΥΣΚΑ ΕΛΕΝΗ του Μιχαήλ,ΦΑΡΜΑΚΗΣ ΠΑΥΛΟΣ του Δημητρίου,ΧΟΥΒΑΡΔΑΣ ΙΩΑΝΝΗΣ του Κυριάκου,Ελληνική Λύση - Κ. Βελόπουλος,ΙΑΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παρασκευά,ΜΠΑΔΕΚΑΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΜΠΟΥΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Συμεών,ΣΟΥΛΑΣ ΠΕΤΡΟΣ του Ιωάννη,ΣΤΡΕΙΔΟΥ ΠΑΣΧΑΛΙΑ του Αργυρίου,ΧΟΥΡΟΥΖΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΕΝΙΟΥ ΦΩΤΕΙΝΗ του Αθανασίου,ΘΕΟΔΩΡΙΔΟΥ ΑΛΕΞΙΑ του Παντελή,ΚΟΤΡΩΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΜΠΟΥΝΤΟΥΡΙΔΗΣ ΘΩΜΑΣ του Δημοσθένη,ΠΑΠΑΪΩΑΝΝΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΠΙΣΚΙΟΥΛΗΣ ΜΙΧΑΗΛ του Αλέξανδρου,ΦΛΩΡΟΥ ΣΟΦΙΑ του Αριστείδη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΘΑΝΑΣΙΑΔΗΣ ΕΥΑΓΓΕΛΟΣ του Αναστάσιου,ΠΑΤΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΠΕΤΡΑΚΙΔΟΥ ΦΩΤΕΙΝΗ του Ευστρατίου,Κ.Κ.Ε. (μ-λ),ΖΑΧΑΡΙΚΟΥ ΔΗΜΗΤΡΑ του Ζαχαρία,ΜΠΑΪΡΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΥΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,Ο.Κ.Δ.Ε.,ΣΓΟΥΡΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΜΗΝΑΚΑΚΗ ΝΕΦΕΛΗ του Βασιλείου,ΣΤΑΝΙΤΣΑΣ ΑΝΕΣΤΗΣ του Γεωργίου,Κίνημα 21,ΣΜΥΡΝΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΛΗΜΝΑΙΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΒΙΔΟΠΟΥΛΟΥ ΦΑΝΗ του Κωνσταντίνου,ΚΟΥΦΟΚΩΤΣΙΟΣ ΜΑΛΑΜΑΣ του Δημητρίου,ΚΩΣΤΟΠΟΥΛΟΣ ΑΡΧΟΝΤΗΣ του Αλεξάνδρου,ΝΙΚΟΛΟΥΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Γεωργίου,ΝΙΚΗ,ΒΑΡΩΣΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΔΑΝΔΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Θεοδώρου,ΜΑΛΑΜΟΓΛΟΥ ΕΥΔΟΚΙΑ του Ιωάννη,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΣΙΤΖΙΡΑ-ΜΠΟΛΛΑ ΚΛΕΟΝΙΚΗ του Εμμανουήλ,κοινωνία αξιών,ΦΕΝΕΚΟΥ ΜΑΛΒΙΝΑ-ΑΓΓΕΛΙΚΗ του Στυλιανού,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΙΑΜΑΝΤΑΚΟΥ ΘΕΟΔΩΡΑ - ΜΑΡΙΑ του Γεώργιου,ΔΟΦΑΛΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Σίμων,ΖΥΜΒΡΑΓΑΚΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΣΙΡΟΥ ΔΗΜΗΤΡΑ του Χρήστου,Ο.Α.Κ.Κ.Ε.,ΚΑΦΟΥΡΟΥ ΜΑΡΙΑ του Εμμανουήλ,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΑΛΜΑΣΙΔΗΣ ΛΕΩΝΙΔΑΣ του Σπυρίδων,ΓΕΩΡΓΙΑΔΗΣ ΗΛΙΑΣ του Γεωργίου,ΕΦΡΑΙΜΙΔΟΥ ΕΥΘΥΜΙΑ του Χρήστου,ΚΑΡΑΠΑΛΙΣΗ ΕΥΑΓΓΕΛΙΑ του Θεοδώρου,ΤΖΙΝΤΖΙΟΣ ΣΤΕΡΓΙΟΣ του Ευαγγέλου,Ένωση Κεντρώων,ΒΡΟΤΣΟΥ ΜΑΡΙΕΤΤΑ του Δημητρίου,ΕΚΟΥΤΣΙΔΗΣ ΜΑΡΙΟΣ του Αβραάμ,ΛΕΒΕΝΤΗ ΕΛΕΝΗ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΥΤΖΙΑΒΑΣΙΛΗ ΚΑΤΕΡΙΝΑ του Ζαχαρία,ΠΑΛΙΑΤΣΙΟΣ ΔΗΜΗΤΡΙΟΣ του Στέργιος,ΦΩΤΙΑΔΗΣ ΣΑΒΒΑΣ του Ιωάννη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΒΡΑΜΙΔΟΥ ΒΑΣΙΛΕΙΑ του Κυριάκου,ΑΜΑΞΟΠΟΥΛΟΣ ΗΛΙΑΣ του Στεφάνου,ΓΙΩΣΑΣ ΑΠΟΣΤΟΛΟΣ του Αθανασίου,ΕΛΑΙΑΣ ΑΝΔΡΕΑΣ του Γρηγορίου,ΤΟΡΛΑΚΙΔΟΥ ΣΟΦΙΑ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΑΜΒΑΚΑΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΡΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ ΜΑΡΙΑ του Ευάγγελου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΚΩΝΗΣ ΠΕΤΡΟΣ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΣΟΦΙΑΝΟΥ ΦΑΝΟΥΛΑ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΣΛΑΝΙΔΟΥ ΧΡΥΣΟΥΛΑ του Ιωάννη,ΔΗΜΗΤΡΙΑΔΟΥ ΔΕΣΠΟΙΝΑ του Κίμωνα,ΚΑΡΡΑΣ ΔΗΜΗΤΡΙΟΣ του Δαμιανού,ΝΙΚΟΛΑΪΔΗΣ ΣΤΑΥΡΟΣ του Γρηγορίου,Οικολόγοι Πράσινοι,ΚΟΥΤΣΗ ΑΙΚΑΤΕΡΙΝΗ του Βασίλ,ΕΑΝ...,ΓΕΩΡΓΙΑΔΗ ΣΑΒΒΑΣ του Θωμά,ΘΕΟΔΟΣΙΟΥ ΑΝΑΣΤΑΣΙΑ του Γεωργίου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΜΙΧΑΗΛ του Βασιλείου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΑΒΒΙΔΗΣ ΣΑΒΒΑΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΕΥΑΓΓΕΛΙΔΟΥ ΚΑΛΛΙΟΠΗ του Ιωάννη
8 - Σερρών,234 E.T. Δήμου Νέας Ζίχνης,199,113,0,0,0,113,30,7,1,2,1,18,9,7,17,0,9,3,2,2,0,0,33,2,1,9,10,1,0,24,10,3,1,2,2,2,3,2,5,1,2,4,1,0,0,0,4,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,7,3
8 - Σερρών,235 E.T. Δήμου Νέας Ζίχνης,392,250,7,4,11,239,95,36,5,2,5,45,16,37,21,0,10,2,2,7,0,0,67,8,2,6,5,1,10,62,6,0,0,0,0,2,0,2,20,1,8,12,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0,0,10,0,0,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,3
8 - Σερρών,236 E.T. Δήμου Νέας Ζίχνης,415,236,6,0,6,230,130,39,7,21,1,55,39,58,24,0,8,7,1,9,0,0,12,0,2,1,1,0,1,10,15,4,5,0,2,0,2,1,21,3,3,12,2,0,3,1,3,0,0,0,0,0,0,0,5,2,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,4
8 - Σερρών,237 E.T. Δήμου Σερρών,501,280,1,0,1,279,132,83,1,10,2,41,8,53,39,0,16,5,0,31,0,1,49,2,1,25,6,5,4,34,9,4,2,1,0,0,7,2,19,3,0,12,2,15,2,0,2,0,0,0,1,1,0,0,2,0,2,2,1,0,0,1,0,0,0,0,0,0,2,1,0,0,3,2,0,0,1,0,6,3,1,1,2,2,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,2,1,0,1,3,0,0,3,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,1,2,2
8 - Σερρών,238 E.T. Δήμου Σερρών,554,361,1,3,4,357,116,27,7,2,1,42,19,89,63,0,39,2,1,23,2,18,66,5,20,4,19,3,12,39,17,8,2,2,5,3,0,1,54,3,4,14,3,1,2,48,24,9,2,10,2,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,2,0,0,1,7,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
8 - Σερρών,239 E.T. Δήμου Σερρών,552,335,11,3,14,321,114,34,6,6,2,60,17,72,62,0,55,3,1,8,0,11,52,2,12,13,15,5,11,27,7,4,0,3,1,0,1,1,55,3,2,6,2,1,2,49,5,1,1,2,0,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,1,0,6,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,7
8 - Σερρών,240 E.T. Δήμου Σερρών,455,280,1,2,3,277,141,58,6,6,4,84,15,60,42,0,15,1,3,23,0,7,29,7,3,2,1,8,7,13,4,3,0,1,1,0,0,0,21,5,3,13,3,0,1,2,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,9,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,2,1,2,0,0,4,2,0,0,0,0,0,0,11,8
8 - Σερρών,241 E.T. Δήμου Σερρών,445,271,3,1,4,267,146,70,6,4,5,66,27,47,28,0,8,3,1,9,0,0,14,1,2,5,2,2,1,3,4,2,0,0,0,1,1,0,22,4,3,10,1,0,1,0,10,7,0,0,1,2,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,4,2,1,0,1,0,1,0,0,0,0,0,0,0,7,1,4,3,0,0,0,0,0,5,2,3,3,0,0,2,0,4,2
8 - Σερρών,242 E.T. Δήμου Σερρών,434,258,1,3,4,254,123,36,3,5,2,59,22,74,29,0,8,2,4,10,1,5,34,3,2,10,6,0,21,11,5,0,0,1,2,3,2,0,30,2,1,15,2,2,1,18,4,2,2,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,11,2,4,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8
8 - Σερρών,243 E.T. Δήμου Σερρών,432,254,10,1,11,243,96,31,1,1,2,46,14,51,41,0,17,4,2,7,1,11,43,2,2,4,5,2,37,11,14,4,3,3,2,6,4,1,28,5,0,14,3,2,3,15,3,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,3
8 - Σερρών,244 E.T. Δήμου Σερρών,496,306,4,1,5,301,153,61,7,4,0,73,28,84,41,0,14,3,3,25,0,7,21,1,3,4,4,7,3,12,13,9,3,1,1,1,0,0,21,11,2,11,1,1,1,3,5,1,0,1,3,0,0,1,2,1,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,0,0,0,0,1,20,13,7,3,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,11,9
8 - Σερρών,245 E.T. Δήμου Σερρών,485,311,2,3,5,306,127,41,7,7,3,59,27,65,36,0,9,3,1,16,0,5,32,2,2,12,5,7,3,10,11,9,5,0,0,0,0,2,33,5,4,25,2,3,4,3,10,2,1,2,3,0,0,0,1,1,0,1,2,2,0,1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,1,18,12,4,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,4,4,1,0,2,1,1,0,1,0,4,0,1,2,3,2,1,0,1,3,2,0,0,0,0,2,1,11,10
8 - Σερρών,246 E.T. Δήμου Σερρών,504,311,8,0,8,303,166,54,17,3,3,80,39,77,32,0,6,6,2,15,0,8,20,3,2,4,3,6,3,10,5,0,1,0,0,0,2,2,33,8,2,25,3,2,1,4,5,1,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,10,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,2,0,3,1,0,2,4,4,1,0,0,3,1,3,2,0,0,1,0,6,5
8 - Σερρών,247 E.T. Δήμου Σερρών,484,289,12,1,13,276,133,51,11,6,3,61,16,64,27,0,12,1,0,15,0,2,28,5,4,8,1,7,1,14,15,4,7,1,2,1,2,3,26,6,4,16,4,1,1,1,6,1,0,2,1,0,1,1,5,2,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,0,10,3,4,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,2,0,0,1,1,1,0,0,2,1,1,1,0,1,0,0,0,0,0,4,3,3,3,3,0,0,0,5,3
8 - Σερρών,248 E.T. Δήμου Σερρών,477,300,0,0,0,300,137,54,13,3,4,69,21,54,46,0,16,4,0,27,0,9,27,2,1,14,9,5,1,7,8,3,1,3,3,0,1,2,42,11,4,24,9,1,6,8,4,1,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,2,7,4,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,0,2,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,3,2,2,0,0,2,2,1,1,0,0,1,1,9,9
8 - Σερρών,249 E.T. Δήμου Σερρών,448,282,7,0,7,275,142,39,4,1,1,53,17,94,59,0,8,0,1,53,1,4,26,2,3,9,7,1,4,14,11,6,0,1,0,5,3,4,12,1,0,6,0,0,0,5,4,1,0,1,0,0,2,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,6,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3
8 - Σερρών,250 E.T. Δήμου Σερρών,468,310,4,1,5,305,161,35,2,8,0,52,25,133,35,0,10,2,0,13,0,3,39,0,0,8,9,11,0,17,15,5,4,0,2,9,2,2,16,7,2,7,1,2,1,4,3,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,13,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,1,3,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,4,3,0,0,0,0,0,0,5,5
8 - Σερρών,251 E.T. Δήμου Σερρών,470,314,7,3,10,304,178,28,5,9,10,57,17,141,54,0,13,7,3,34,2,5,21,1,2,12,7,3,1,5,10,2,0,0,6,7,1,1,9,0,1,8,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,1,6,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0,0,0,0,1,1,4,4
8 - Σερρών,252 E.T. Δήμου Σερρών,459,305,2,2,4,301,170,27,0,4,1,55,16,147,35,0,5,0,1,16,0,4,39,1,1,7,8,4,2,31,7,3,2,0,0,5,0,2,12,0,0,10,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,5,1,2,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,10,8,10,1,1,0,0,0,0,0,1,0,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,6
8 - Σερρών,253 E.T. Δήμου Σερρών,463,324,1,1,2,322,187,76,10,12,3,84,40,88,39,0,6,5,1,22,1,3,22,1,2,8,1,5,7,5,23,21,0,2,0,2,2,0,21,6,8,5,3,1,1,1,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,17,8,8,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1
8 - Σερρών,254 E.T. Δήμου Σερρών,458,333,4,3,7,326,178,65,18,5,2,80,34,93,39,0,16,2,0,13,0,8,30,3,4,14,1,2,12,10,26,22,1,0,1,2,2,1,14,6,5,3,4,0,1,3,1,1,0,0,0,0,0,0,5,4,3,2,0,0,0,0,0,0,2,0,2,1,1,1,2,2,2,2,0,1,1,0,11,4,6,4,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5,4
8 - Σερρών,255 E.T. Δήμου Σερρών,460,324,6,0,6,318,158,51,9,4,3,71,41,69,26,0,8,1,5,7,2,3,47,1,1,12,4,10,20,32,21,21,1,0,1,0,0,1,19,1,3,6,4,2,2,5,5,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,2,0,0,1,0,1,16,4,5,3,2,4,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,6,5
8 - Σερρών,256 E.T. Δήμου Σερρών,488,171,13,0,13,158,67,18,4,5,1,27,15,38,22,0,10,1,1,3,1,1,18,1,1,3,4,5,3,6,10,6,4,3,0,1,1,0,14,1,1,9,0,1,0,4,5,3,3,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,6,5
8 - Σερρών,257 E.T. Δήμου Σερρών,470,258,7,1,8,250,87,23,8,15,3,38,13,38,36,0,17,5,5,13,1,7,46,3,13,16,7,11,3,13,12,8,4,2,1,0,2,4,20,8,1,11,4,2,0,4,7,2,4,1,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,1,0,0,2,1,10,7,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,2,0,3,1,0,0,0,0,4,0,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,11,7
8 - Σερρών,258 E.T. Δήμου Σερρών,475,228,2,1,3,225,98,15,10,12,4,48,18,68,35,0,11,3,1,9,3,7,27,3,6,11,3,6,2,6,8,3,4,1,0,0,1,3,23,2,3,15,2,0,2,3,3,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,0,0,0,0,0,4,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,5,1,4,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,1,1,0,1,0,0,7,4
8 - Σερρών,259 E.T. Δήμου Σερρών,492,266,6,1,7,259,99,33,5,14,2,45,16,49,50,0,13,6,3,20,3,14,27,3,5,7,3,2,3,15,7,3,1,1,1,1,0,1,23,3,4,11,7,1,1,6,6,0,4,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,3,2,2,2,1,1,0,0,1,0,9,6,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,2,1,1,0,0,1,1,0,1,5,3,0,2,0,1,0,0,2,1,6,1,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,10,9
