ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΒΡΑΜΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Λάμπρου,ΑΥΓΕΡΙΝΟΠΟΥΛΟΥ ΔΙΟΝΥΣΙΑ-ΘΕΟΔΩΡΑ του Ζήσιμου,ΒΑΡΟΥΞΗΣ ΕΛΕΥΘΕΡΙΟΣ του Λεωνίδα,ΒΛΑΓΚΟΥΛΗ ΑΝΝΑ-ΜΑΡΙΑ του Θεοδώρου,ΚΑΛΑΚΟΣ ΝΙΚΟΛΑΟΣ (ΝΙΚΟΣ) του Αναστασίου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Θεοδώρου,ΣΤΑΘΟΠΟΥΛΟΥ ΙΩΑΝΝΑ-ΜΑΡΙΑ (ΜΑΡΙΑΝΝΑ) του Κωνσταντίνου,ΣΥΡΙΖΑ,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΒΑΣΙΛΟΠΟΥΛΟΥ ΒΙΚΤΩΡΙΑ (ΒΙΚΥ) του Λεωνίδα,ΚΑΛΑΜΑΤΙΑΝΟΣ ΔΙΟΝΥΣΙΟΣ - ΧΑΡΑΛΑΜΠΟΣ του Χρήστου,ΜΑΝΙΑΤΗ ΘΕΟΔΩΡΑ (ΔΩΡΑ) του Αριστείδη,ΜΠΑΛΑΟΥΡΑΣ ΓΕΡΑΣΙΜΟΣ (ΜΑΚΗΣ) του Δημητρίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΦΩΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Διονυσίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΜΠΟΥ - ΧΑΝΤΜΠΑ ΜΙΣΕΛ (ΜΑΙΚ) του Ανδρέα,ΖΑΦΕΙΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΚΑΡΑΛΑΓΑ ΒΑΣΙΛΙΚΗ του Αντωνίου,ΚΑΤΡΙΝΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΣΑΣΣΑΛΟΥ ΕΥΓΕΝΙΑ του Ανδρέα,ΤΣΕΡΙΩΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΧΡΟΝΗΣ ΑΡΙΣΤΟΜΕΝΗΣ (ΜΕΝΙΟΣ) του Παναγιώτη,Κ.Κ.Ε.,ΑΘΑΝΑΣΟΥΛΑΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΒΟΜΠΙΡΗΣ ΑΘΑΝΑΣΙΟΣ του Ιωάννη,ΓΙΑΝΝΑΡΟΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΞΕΝΟΣΤΑΘΗ ΑΘΑΝΑΣΙΑ (ΣΙΑ) του Ηλία,ΠΑΝΑΓΙΩΤΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Νικολάου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΤΣΑΣΗ ΖΩΙΤΣΑ (ΖΩΗ) του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΡΟΥΣΓΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΓΕΡΑΓΙΩΤΟΥ ΧΡΥΣΑΝΘΗ του Ευάγγελου,ΓΙΑΝΝΑΚΟΥΛΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Διονυσίου,ΓΚΟΓΚΟΣΗ ΒΑΣΙΛΕΙΑ του Γεωργίου,ΚΟΥΜΠΑΚΗ ΓΕΩΡΓΙΑ του Δημητρίου,ΛΑΜΠΕΤΗ ΜΑΡΙΑ του Αντωνίου,ΜΠΕΚΡΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΝΔΡΙΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΜΑΡΚΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΣΚΟΥΛΑΡΙΚΗ ΙΩΑΝΝΑ του Δημητρίου,ΤΖΑΜΠΕΡ ΤΑΪΣΗΡ του Φαϊέζ,ΤΣΕΚΟΥ ΑΝΑΣΤΑΣΙΑ του Βασιλείου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΔΡΑΚΟΠΟΥΛΟΥ ΜΑΡΙΑ του Βασιλείου,ΚΑΡΑΘΑΝΑΣΗΣ ΠΑΥΛΟΣ του Χαράλαμπου,ΠΛΑΝΗΤΕΡΟΣ ΕΛΕΥΘΕΡΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΙΚΟΓΙΑΝΝΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΖΟΥΛΟΥΜΗ ΚΩΝΣΤΑΝΤΙΝΑ του Χαράλαμπου,ΚΟΥΦΟΠΑΝΤΕΛΗΣ ΜΑΡΙΝΟΣ του Παντελή,Ο.Κ.Δ.Ε.,ΚΟΥΡΙΛΑ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΛΕΡΓΗΣ ΑΛΕΞΙΟΣ του Κωνσταντίνου,ΛΙΑΝΟΣ ΘΕΜΙΣΤΟΚΛΗΣ-ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΜΑΥΡΟΕΙΔΗ ΔΗΜΗΤΡΑ του Παναγιώτη,ΜΠΑΧΟΥΡΟΥ ΒΑΣΙΛΙΚΗ του Θεοδώρου,ΣΑΜΑΡΑΣ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,Κίνημα 21,ΓΙΑΝΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Άγγελου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΑΡΒΑΡΙΝΟΥ ΒΑΗ ΧΡΙΣΤΙΝΑ του Ιωάννη,ΕΛΛΗΝΑΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΠΑΔΟΜΙΧΕΛΑΚΗΣ ΗΛΙΑΣ του Γεωργίου,ΣΑΝΤΟΥ ΜΑΛΑΜΑΤΕΝΙΑ του Μιχαήλ,ΤΣΑΤΣΑΡΗΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΝΙΚΗ,ΚΕΡΑΤΣΗ ΚΥΡΙΑΚΟΥΛΑ του Αθανασίου,ΚΟΝΤΑΞΗΣ ΘΕΟΦΑΝΗΣ του Βασιλείου,ΜΠΑΚΟΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Βασιλείου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΙΩΑΝΝΗΣ του Παναγιώτη,ΣΑΜΠΑΖΙΩΤΗ ΙΩΑΝΝΑ του Κωνσταντίνου,κοινωνία αξιών,ΠΑΠΑΓΡΗΓΟΡΙΟΥ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΤΣΙΡΟΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΤΣΟΜΠΑΝΟΓΛΟΥ ΜΑΡΙΑ του Ιωάννη,Ο.Α.Κ.Κ.Ε.,ΛΑΜΠΑΔΑ ΓΕΩΡΓΙΑ του Χρήστου,Μ-Λ Κ.Κ.Ε.,ΣΟΦΗ ΠΑΡΑΣΚΕΥΟΥΛΑ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΡΒΑΝΙΤΗ ΕΛΕΝΗ του Παναγιώτη,ΠΑΥΛΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Ανδρέα,ΠΕΤΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Αποστόλου,Ένωση Κεντρώων,ΖΑΚΟ ΑΝΔΡΕΑ του Ιωσήφ,ΛΑΓΟΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΠΑΝΑΓΟΠΟΥΛΟΥ - ΠΕΤΡΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΤΣΙΓΚΟΥΝΗΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΦΡΑΓΚΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Ελευθερίου,ΧΑΜΖΑΙ ΟΛΤΙΟΝ (ΑΛΕΞΑΝΔΡΟΣ) του Αρτούρ,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΜΠΡΙΒΙΔΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΝΤΙΝΟΣ) του Ιωάννη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΙΑΝΝΙΚΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Νικολάου,ΔΕΛΓΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωάννη,ΜΑΝΤΖΑΡΗ ΕΛΕΝΗ του Κωνσταντίνου,ΠΑΤΣΙΟΣ ΚΑΝΕΛΛΟΣ - ΙΩΑΝΝΗΣ του Ιωάννη,ΧΑΛΙΛΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΑΥΚΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΖΑΧΑΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΕΓΓΛΕΖΟΣ ΙΩΑΝΝΗΣ του Ιακώβου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΚΑΨΗΣ ΔΙΟΝΥΣΙΟΣ του Σταύρου,ΚΟΥΡΟΥΠΑ ΒΑΣΙΛΙΚΗ του Περικλή,ΣΤΑΘΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Διονυσίου,Οικολόγοι Πράσινοι,ΣΑΚΚΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου,ΧΕΛΜΗ ΑΓΓΕΛΙΚΗ του Σπυρίδωνα-Διονυσίου,ΕΑΝ...,ΤΣΟΥΜΠΑΚΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστείδη,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΟΥΛΑΛΟΓΛΟΥ ΠΟΛΥΞΕΝΗ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΜΠΡΟΠΟΥΛΟΥ ΕΥΦΡΟΣΥΝΗ του Ιωάννη
32 - Ηλείας,367 E.T. Δήμου Πύργου,375,235,14,0,14,221,82,20,37,18,3,8,34,6,60,17,6,41,3,3,0,7,31,9,4,1,26,0,4,5,12,0,3,8,1,0,5,0,6,1,0,5,0,0,2,0,7,1,0,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,8,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,3,1,0,0,4,2
32 - Ηλείας,368 E.T. Δήμου Πύργου,458,266,2,0,2,264,100,35,50,31,6,8,22,9,64,9,9,51,1,9,11,6,37,6,2,2,29,0,9,10,15,4,4,8,0,2,2,0,9,1,0,4,1,0,0,6,0,0,0,0,0,0,7,1,2,6,0,0,0,0,0,0,1,0,0,0,0,0,9,8,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,1,2,1,0,2,0,0,0,1,0,0,0,1,1,1,0,0,1,1,10,6
32 - Ηλείας,369 E.T. Δήμου Πύργου,443,264,5,0,5,259,99,27,39,24,6,8,33,3,45,8,9,27,2,5,4,2,49,10,9,5,37,2,9,2,7,2,1,3,3,1,0,1,21,5,6,6,1,2,0,14,1,0,0,0,0,0,2,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,5,3,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,14,10
32 - Ηλείας,370 E.T. Δήμου Πύργου,430,273,1,0,1,272,123,38,64,38,15,3,37,3,50,9,6,33,2,10,3,0,41,0,4,4,36,1,4,10,19,7,0,4,10,1,1,3,4,1,0,1,1,1,0,1,2,1,1,0,0,0,4,2,3,0,2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,0,0,0,0,0,5,4,1,1,0,4,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,6,1
32 - Ηλείας,371 E.T. Δήμου Πύργου,329,192,4,0,4,188,81,17,34,18,3,15,35,1,38,8,5,25,0,12,1,5,35,0,1,4,28,3,2,6,4,0,0,1,1,2,0,1,9,3,0,0,4,1,0,1,1,0,0,1,0,1,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,6,3
32 - Ηλείας,372 E.T. Δήμου Πύργου,360,197,0,2,2,195,72,15,33,19,8,11,16,6,37,13,6,22,2,10,4,4,33,3,1,3,25,2,4,16,15,1,1,8,10,1,4,3,11,3,3,2,0,2,1,1,4,1,1,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2,1,1,2,0,0,0,9,5
32 - Ηλείας,373 E.T. Δήμου Πύργου,554,354,8,0,8,346,127,28,63,9,19,26,57,2,87,16,14,71,4,9,1,4,81,20,8,1,53,2,3,34,9,2,2,3,3,2,1,1,4,1,1,0,0,2,0,1,4,1,2,3,0,1,6,1,1,5,1,0,1,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,1,0,0,0,2,1,2,1,1,0,0,0,5,4,4,0,0,1,0,4,2
32 - Ηλείας,374 E.T. Δήμου Πύργου,357,212,3,0,3,209,88,41,20,11,11,10,32,8,46,13,4,36,3,4,5,0,31,6,7,5,21,3,5,7,13,0,0,0,0,4,8,4,3,0,1,1,0,0,0,1,4,0,1,0,1,1,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,8
32 - Ηλείας,375 E.T. Δήμου Πύργου,362,189,3,1,4,185,56,20,16,8,5,7,17,1,48,7,3,31,5,6,2,5,31,5,4,4,18,0,3,8,16,4,1,0,0,0,5,2,7,3,0,2,0,0,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,3,3,7,5
32 - Ηλείας,376 E.T. Δήμου Πύργου,363,206,3,0,3,203,54,23,17,13,8,1,14,4,41,6,2,29,1,6,1,3,35,4,0,1,19,0,2,8,17,7,3,5,0,2,5,0,18,9,3,1,0,2,1,3,2,1,1,0,1,1,3,0,3,1,1,1,1,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,5,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,11,8
32 - Ηλείας,377 E.T. Δήμου Πύργου,349,204,15,2,17,187,67,21,26,15,12,6,21,1,44,7,4,30,1,3,2,6,29,1,0,0,21,1,3,8,8,3,1,3,0,1,1,0,10,3,4,3,1,1,0,2,3,0,0,3,3,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,7,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,3,0,0,4,3
32 - Ηλείας,378 E.T. Δήμου Πύργου,186,89,0,0,0,89,41,12,12,8,4,11,17,6,16,2,3,8,1,2,1,1,13,0,2,0,7,0,0,6,6,2,0,3,0,1,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
32 - Ηλείας,379 E.T. Δήμου Πύργου,305,170,1,0,1,169,61,14,30,20,2,15,19,2,60,16,8,41,2,7,8,4,27,9,5,2,17,0,1,7,3,1,0,1,0,0,0,0,5,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,2,2,1,0,0,0,0,2,2
32 - Ηλείας,380 E.T. Δήμου Πύργου,347,189,1,0,1,188,57,16,18,18,6,6,27,0,64,21,5,43,0,6,3,12,37,14,5,3,24,1,2,6,4,2,0,0,0,1,0,1,5,1,1,4,0,1,0,1,4,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,2,1
32 - Ηλείας,381 E.T. Δήμου Πύργου,266,112,6,0,6,106,34,12,20,10,2,0,15,0,18,8,4,11,2,0,1,0,21,1,1,1,21,0,10,0,12,5,0,4,4,0,6,1,5,2,1,2,0,0,2,1,2,0,1,1,1,0,5,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
32 - Ηλείας,382 E.T. Δήμου Πύργου,513,245,10,1,11,234,96,26,27,25,4,28,36,3,63,27,3,43,4,7,10,8,26,10,1,0,23,0,0,7,9,2,0,3,1,2,0,1,16,5,3,1,1,2,5,1,7,2,1,1,1,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,7,4
32 - Ηλείας,383 E.T. Δήμου Πύργου,527,254,5,2,7,247,90,15,37,14,6,28,32,11,78,30,7,54,1,7,11,4,36,8,3,6,32,5,3,11,10,3,2,1,1,2,1,3,10,2,0,0,2,0,1,0,3,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,4,2,1,1,0,0,1,0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1
32 - Ηλείας,384 E.T. Δήμου Πύργου,412,254,6,0,6,248,94,42,47,6,5,17,34,2,73,15,10,40,6,20,3,2,32,9,3,1,25,3,2,6,23,4,4,20,4,0,2,0,9,3,3,2,1,2,0,3,0,0,0,0,0,0,3,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6
32 - Ηλείας,385 E.T. Δήμου Πύργου,390,250,5,0,5,245,104,22,32,11,5,6,69,3,48,11,3,32,4,9,2,2,58,3,5,2,46,2,6,13,6,4,1,0,0,0,1,0,11,3,1,1,2,1,0,6,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,5,4
32 - Ηλείας,386 E.T. Δήμου Πύργου,375,219,7,2,9,210,89,17,35,12,9,4,56,5,42,8,8,29,4,5,0,3,26,2,6,1,17,0,2,8,2,2,0,1,0,0,0,0,20,2,1,4,1,0,2,15,3,2,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,1,0,1,1,6,3
32 - Ηλείας,387 E.T. Δήμου Πύργου,246,129,2,1,3,126,61,25,19,7,1,19,15,3,20,1,1,12,1,3,2,1,18,2,1,0,17,0,1,7,3,1,1,0,0,0,0,0,10,1,3,2,2,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,3,1,0,0,2,1
32 - Ηλείας,388 E.T. Δήμου Πύργου,510,230,3,3,6,224,88,34,29,25,11,17,18,8,52,6,4,32,5,10,9,1,28,7,2,2,16,2,5,9,15,7,2,4,2,0,3,0,17,5,2,10,3,0,0,8,4,2,1,1,0,0,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,2,1,0,2,1,0,0,3,2
32 - Ηλείας,389 E.T. Δήμου Πύργου,495,216,2,2,4,212,65,20,28,20,14,8,13,3,63,16,14,33,7,9,9,6,30,7,5,2,22,6,2,3,12,6,2,4,3,1,2,1,6,2,1,2,0,0,2,0,5,1,0,1,1,2,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,1,1,0,0,0,0,0,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,3,1,1,1,13,8
32 - Ηλείας,390 E.T. Δήμου Πύργου,300,148,1,2,3,145,22,10,4,1,2,16,5,0,24,1,4,17,6,3,7,0,36,3,3,2,31,1,12,4,56,8,21,3,0,2,56,1,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
32 - Ηλείας,391 E.T. Δήμου Πύργου,262,173,3,0,3,170,53,15,22,11,2,2,21,6,38,12,5,25,1,8,1,2,45,5,4,2,30,0,13,13,6,0,3,1,0,0,2,0,10,1,0,6,0,1,3,0,0,0,0,0,0,0,5,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,5
32 - Ηλείας,392 E.T. Δήμου Πύργου,497,275,4,1,5,270,88,10,24,16,3,43,40,3,88,26,12,62,10,22,12,6,40,7,4,2,25,2,12,19,22,3,2,4,0,0,20,0,9,3,2,2,1,1,3,3,6,2,1,1,2,1,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4
32 - Ηλείας,393 E.T. Δήμου Πύργου,491,268,3,1,4,264,94,20,33,19,4,45,36,7,85,19,10,59,12,19,18,5,38,12,3,0,28,1,6,17,23,4,4,3,0,0,21,3,4,1,1,2,0,0,0,1,2,0,0,2,0,1,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,6,4
32 - Ηλείας,394 E.T. Δήμου Πύργου,416,248,6,2,8,240,101,18,47,9,2,17,47,2,51,12,11,40,1,7,8,0,27,4,0,3,20,0,3,8,15,2,7,2,1,1,5,0,16,4,0,6,1,2,4,2,6,1,0,0,1,1,3,1,2,1,0,0,0,0,0,0,3,1,2,0,0,1,3,2,0,0,0,0,0,0,7,5,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,5,4
