ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΒΡΑΜΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Λάμπρου,ΑΥΓΕΡΙΝΟΠΟΥΛΟΥ ΔΙΟΝΥΣΙΑ-ΘΕΟΔΩΡΑ του Ζήσιμου,ΒΑΡΟΥΞΗΣ ΕΛΕΥΘΕΡΙΟΣ του Λεωνίδα,ΒΛΑΓΚΟΥΛΗ ΑΝΝΑ-ΜΑΡΙΑ του Θεοδώρου,ΚΑΛΑΚΟΣ ΝΙΚΟΛΑΟΣ (ΝΙΚΟΣ) του Αναστασίου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Θεοδώρου,ΣΤΑΘΟΠΟΥΛΟΥ ΙΩΑΝΝΑ-ΜΑΡΙΑ (ΜΑΡΙΑΝΝΑ) του Κωνσταντίνου,ΣΥΡΙΖΑ,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΒΑΣΙΛΟΠΟΥΛΟΥ ΒΙΚΤΩΡΙΑ (ΒΙΚΥ) του Λεωνίδα,ΚΑΛΑΜΑΤΙΑΝΟΣ ΔΙΟΝΥΣΙΟΣ - ΧΑΡΑΛΑΜΠΟΣ του Χρήστου,ΜΑΝΙΑΤΗ ΘΕΟΔΩΡΑ (ΔΩΡΑ) του Αριστείδη,ΜΠΑΛΑΟΥΡΑΣ ΓΕΡΑΣΙΜΟΣ (ΜΑΚΗΣ) του Δημητρίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΦΩΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Διονυσίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΜΠΟΥ - ΧΑΝΤΜΠΑ ΜΙΣΕΛ (ΜΑΙΚ) του Ανδρέα,ΖΑΦΕΙΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΚΑΡΑΛΑΓΑ ΒΑΣΙΛΙΚΗ του Αντωνίου,ΚΑΤΡΙΝΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΣΑΣΣΑΛΟΥ ΕΥΓΕΝΙΑ του Ανδρέα,ΤΣΕΡΙΩΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΧΡΟΝΗΣ ΑΡΙΣΤΟΜΕΝΗΣ (ΜΕΝΙΟΣ) του Παναγιώτη,Κ.Κ.Ε.,ΑΘΑΝΑΣΟΥΛΑΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΒΟΜΠΙΡΗΣ ΑΘΑΝΑΣΙΟΣ του Ιωάννη,ΓΙΑΝΝΑΡΟΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΞΕΝΟΣΤΑΘΗ ΑΘΑΝΑΣΙΑ (ΣΙΑ) του Ηλία,ΠΑΝΑΓΙΩΤΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Νικολάου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΤΣΑΣΗ ΖΩΙΤΣΑ (ΖΩΗ) του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΡΟΥΣΓΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΓΕΡΑΓΙΩΤΟΥ ΧΡΥΣΑΝΘΗ του Ευάγγελου,ΓΙΑΝΝΑΚΟΥΛΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Διονυσίου,ΓΚΟΓΚΟΣΗ ΒΑΣΙΛΕΙΑ του Γεωργίου,ΚΟΥΜΠΑΚΗ ΓΕΩΡΓΙΑ του Δημητρίου,ΛΑΜΠΕΤΗ ΜΑΡΙΑ του Αντωνίου,ΜΠΕΚΡΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΝΔΡΙΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΜΑΡΚΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΣΚΟΥΛΑΡΙΚΗ ΙΩΑΝΝΑ του Δημητρίου,ΤΖΑΜΠΕΡ ΤΑΪΣΗΡ του Φαϊέζ,ΤΣΕΚΟΥ ΑΝΑΣΤΑΣΙΑ του Βασιλείου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΔΡΑΚΟΠΟΥΛΟΥ ΜΑΡΙΑ του Βασιλείου,ΚΑΡΑΘΑΝΑΣΗΣ ΠΑΥΛΟΣ του Χαράλαμπου,ΠΛΑΝΗΤΕΡΟΣ ΕΛΕΥΘΕΡΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΙΚΟΓΙΑΝΝΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΖΟΥΛΟΥΜΗ ΚΩΝΣΤΑΝΤΙΝΑ του Χαράλαμπου,ΚΟΥΦΟΠΑΝΤΕΛΗΣ ΜΑΡΙΝΟΣ του Παντελή,Ο.Κ.Δ.Ε.,ΚΟΥΡΙΛΑ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΛΕΡΓΗΣ ΑΛΕΞΙΟΣ του Κωνσταντίνου,ΛΙΑΝΟΣ ΘΕΜΙΣΤΟΚΛΗΣ-ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΜΑΥΡΟΕΙΔΗ ΔΗΜΗΤΡΑ του Παναγιώτη,ΜΠΑΧΟΥΡΟΥ ΒΑΣΙΛΙΚΗ του Θεοδώρου,ΣΑΜΑΡΑΣ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,Κίνημα 21,ΓΙΑΝΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Άγγελου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΑΡΒΑΡΙΝΟΥ ΒΑΗ ΧΡΙΣΤΙΝΑ του Ιωάννη,ΕΛΛΗΝΑΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΠΑΔΟΜΙΧΕΛΑΚΗΣ ΗΛΙΑΣ του Γεωργίου,ΣΑΝΤΟΥ ΜΑΛΑΜΑΤΕΝΙΑ του Μιχαήλ,ΤΣΑΤΣΑΡΗΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΝΙΚΗ,ΚΕΡΑΤΣΗ ΚΥΡΙΑΚΟΥΛΑ του Αθανασίου,ΚΟΝΤΑΞΗΣ ΘΕΟΦΑΝΗΣ του Βασιλείου,ΜΠΑΚΟΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Βασιλείου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΙΩΑΝΝΗΣ του Παναγιώτη,ΣΑΜΠΑΖΙΩΤΗ ΙΩΑΝΝΑ του Κωνσταντίνου,κοινωνία αξιών,ΠΑΠΑΓΡΗΓΟΡΙΟΥ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΤΣΙΡΟΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΤΣΟΜΠΑΝΟΓΛΟΥ ΜΑΡΙΑ του Ιωάννη,Ο.Α.Κ.Κ.Ε.,ΛΑΜΠΑΔΑ ΓΕΩΡΓΙΑ του Χρήστου,Μ-Λ Κ.Κ.Ε.,ΣΟΦΗ ΠΑΡΑΣΚΕΥΟΥΛΑ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΡΒΑΝΙΤΗ ΕΛΕΝΗ του Παναγιώτη,ΠΑΥΛΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Ανδρέα,ΠΕΤΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Αποστόλου,Ένωση Κεντρώων,ΖΑΚΟ ΑΝΔΡΕΑ του Ιωσήφ,ΛΑΓΟΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΠΑΝΑΓΟΠΟΥΛΟΥ - ΠΕΤΡΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΤΣΙΓΚΟΥΝΗΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΦΡΑΓΚΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Ελευθερίου,ΧΑΜΖΑΙ ΟΛΤΙΟΝ (ΑΛΕΞΑΝΔΡΟΣ) του Αρτούρ,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΜΠΡΙΒΙΔΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΝΤΙΝΟΣ) του Ιωάννη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΙΑΝΝΙΚΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Νικολάου,ΔΕΛΓΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωάννη,ΜΑΝΤΖΑΡΗ ΕΛΕΝΗ του Κωνσταντίνου,ΠΑΤΣΙΟΣ ΚΑΝΕΛΛΟΣ - ΙΩΑΝΝΗΣ του Ιωάννη,ΧΑΛΙΛΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΑΥΚΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΖΑΧΑΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΕΓΓΛΕΖΟΣ ΙΩΑΝΝΗΣ του Ιακώβου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΚΑΨΗΣ ΔΙΟΝΥΣΙΟΣ του Σταύρου,ΚΟΥΡΟΥΠΑ ΒΑΣΙΛΙΚΗ του Περικλή,ΣΤΑΘΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Διονυσίου,Οικολόγοι Πράσινοι,ΣΑΚΚΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου,ΧΕΛΜΗ ΑΓΓΕΛΙΚΗ του Σπυρίδωνα-Διονυσίου,ΕΑΝ...,ΤΣΟΥΜΠΑΚΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστείδη,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΟΥΛΑΛΟΓΛΟΥ ΠΟΛΥΞΕΝΗ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΜΠΡΟΠΟΥΛΟΥ ΕΥΦΡΟΣΥΝΗ του Ιωάννη
32 - Ηλείας,395 E.T. Δήμου Πύργου,410,254,6,0,6,248,113,26,39,10,8,20,65,6,45,2,5,32,0,9,7,2,50,13,2,6,38,1,4,21,7,0,4,0,0,0,6,0,8,3,0,2,1,0,0,1,3,0,0,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,0,1,2,0,0,0,4,1
32 - Ηλείας,396 E.T. Δήμου Πύργου,232,125,2,0,2,123,49,14,29,6,2,14,16,3,24,2,3,14,1,4,8,0,39,11,1,1,28,0,10,15,2,0,0,0,0,0,1,1,5,1,0,1,1,1,0,1,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
32 - Ηλείας,397 E.T. Δήμου Πύργου,362,153,2,4,6,147,64,25,23,7,3,22,21,1,26,13,2,18,0,6,7,1,29,0,0,2,28,0,0,11,7,1,0,0,0,1,4,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,8,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,398 E.T. Δήμου Πύργου,554,346,2,3,5,341,105,17,47,12,8,14,45,3,92,30,1,67,2,5,9,4,79,12,1,9,68,1,6,20,12,4,2,2,3,2,1,2,4,0,1,0,0,0,2,0,8,3,0,4,1,1,5,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,7,0,0,6,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,4,2,10,9
32 - Ηλείας,399 E.T. Δήμου Πύργου,504,299,9,0,9,290,109,27,66,23,10,12,34,7,56,10,7,39,2,7,8,6,56,6,13,6,43,4,0,12,10,1,4,5,1,1,2,0,15,5,1,1,1,1,0,2,2,0,0,0,0,0,9,2,3,5,2,1,1,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,10,5,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,3,2,4,2
32 - Ηλείας,400 E.T. Δήμου Πύργου,383,214,1,0,1,213,64,16,15,4,12,11,36,0,61,16,11,41,4,2,4,3,54,4,7,6,50,1,1,13,15,4,3,5,0,2,1,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,1,1,0,0,1,0
32 - Ηλείας,401 E.T. Δήμου Πύργου,360,223,3,2,5,218,84,16,25,10,4,16,54,3,59,9,8,47,5,3,4,4,38,3,0,2,30,0,11,8,5,1,0,3,0,0,1,0,9,3,2,3,1,0,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,0,1,0,4,2
32 - Ηλείας,402 E.T. Δήμου Πύργου,491,277,5,2,7,270,104,45,47,15,11,2,43,5,73,12,6,60,2,12,6,3,50,12,2,0,35,0,4,15,6,1,2,0,0,0,1,0,9,1,3,1,1,1,2,2,8,1,0,0,5,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,4
32 - Ηλείας,403 E.T. Δήμου Πύργου,270,150,2,2,4,146,65,17,36,16,10,8,14,0,26,6,2,14,2,2,4,8,42,6,3,11,36,2,5,7,1,1,0,0,0,0,1,0,7,1,0,0,1,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
32 - Ηλείας,404 E.T. Δήμου Πύργου,331,188,3,0,3,185,68,8,28,15,10,19,22,4,33,4,2,17,0,5,8,0,71,18,4,12,64,2,8,13,3,2,1,0,0,0,0,0,4,0,0,0,0,0,4,0,2,1,2,1,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,405 E.T. Δήμου Πύργου,231,119,1,0,1,118,40,14,20,17,8,9,8,2,28,18,0,25,0,1,2,2,28,10,3,1,23,2,2,3,13,1,2,2,2,0,11,2,4,1,0,3,0,0,0,2,1,1,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,406 E.T. Δήμου Πύργου,240,166,1,0,1,165,68,20,28,9,8,14,24,2,40,4,2,28,0,7,20,0,23,3,0,0,22,0,0,18,19,5,19,0,5,0,6,3,4,1,3,0,0,0,2,2,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32 - Ηλείας,407 E.T. Δήμου Πύργου,205,158,2,0,2,156,43,6,23,2,5,3,27,4,22,4,1,19,0,7,6,2,67,21,9,8,38,1,23,24,4,3,2,1,0,0,1,0,9,0,0,2,0,0,0,1,3,0,0,0,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
32 - Ηλείας,408 E.T. Δήμου Πύργου,513,302,9,2,11,291,93,16,48,6,9,23,27,8,89,12,12,74,0,3,10,4,55,9,4,1,42,1,2,20,31,3,29,8,1,0,12,2,4,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
32 - Ηλείας,409 E.T. Δήμου Πύργου,336,193,4,0,4,189,98,15,39,13,14,24,34,7,33,6,0,27,0,4,3,5,28,5,2,2,24,0,0,5,9,2,0,4,3,2,5,0,11,1,2,2,0,0,1,0,1,1,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
32 - Ηλείας,410 E.T. Δήμου Πύργου,298,171,2,0,2,169,69,15,30,13,10,21,24,3,37,10,6,30,4,3,7,1,28,8,3,4,24,1,2,7,4,0,1,0,0,1,2,1,7,1,0,3,0,1,1,0,2,2,0,0,0,0,7,1,0,7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,4,0,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,6
32 - Ηλείας,Ετερ. Ηλείας (από 14ο Ε.Τ. Νομ. Θεσσαλονικης),69,49,0,0,0,49,14,4,7,1,0,0,4,2,14,6,3,3,3,3,1,1,4,1,0,0,3,0,2,0,11,5,2,4,1,2,0,2,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
32 - Ηλείας,Ετερ. Ηλείας (από Εφετείο Θεσσαλονίκης),41,32,0,0,0,32,11,6,5,0,1,1,4,3,3,1,1,2,0,0,1,1,10,0,0,1,5,2,1,0,1,0,0,0,1,1,0,0,2,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
32 - Ηλείας,Ετερ. Ηλείας (από Εφετείο Πάτρας),78,58,0,1,1,57,25,11,10,4,2,1,9,1,9,3,3,2,3,0,2,0,12,4,2,0,9,0,0,1,5,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
32 - Ηλείας,Ετερ. Ηλείας (από 54ο Ε.Τ. Νομ. Αττικης-Αθηνών),504,364,4,0,4,360,132,57,47,7,19,25,43,11,95,32,14,31,13,22,16,8,54,5,11,3,39,4,6,0,32,9,2,5,5,4,7,4,9,1,3,3,0,3,3,3,10,2,3,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,0,0,0,0,0,10,4,0,2,1,7,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,7
32 - Ηλείας,Ετερ. Ηλείας (από 55ο Ε.Τ. Νομ. Αττικης-Αθηνών),488,325,5,1,6,319,127,60,50,17,16,5,39,3,70,20,17,27,6,14,7,3,58,13,11,2,49,2,5,3,24,7,0,7,1,4,4,2,8,2,1,2,2,1,3,0,3,3,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,0,0,2,7,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3
32 - Ηλείας,Ετερ. Ηλείας (από 56ο Ε.Τ. Νομ. Αττικης-Αθηνών),492,333,0,1,1,332,114,42,53,10,10,20,33,9,88,28,13,27,6,19,9,12,49,5,10,6,37,2,5,3,23,7,2,7,2,1,4,3,10,2,2,2,0,0,3,3,9,2,2,4,0,4,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,3,2,2,2,0,1,1,0,9,1,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,3,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9
32 - Ηλείας,Ετερ. Ηλείας (από 57ο Ε.Τ. Νομ. Αττικης-Αθηνών),494,348,9,0,9,339,151,50,77,19,12,22,49,11,84,22,11,31,14,20,16,9,45,6,13,7,31,3,6,5,20,6,1,4,6,5,5,4,8,1,2,3,2,0,2,2,5,2,1,2,1,2,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,2,1,1,1,0,0,0,0,0,5,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
32 - Ηλείας,Ετερ. Ηλείας (από 58ο Ε.Τ. Νομ. Αττικης-Αθηνών),493,325,6,3,9,316,128,48,60,10,17,20,35,10,80,21,8,22,18,18,6,3,35,5,10,5,24,3,2,3,26,7,0,6,2,5,5,4,9,1,1,4,1,2,4,4,5,0,0,2,4,1,4,0,1,1,0,0,0,0,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,7,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7
32 - Ηλείας,Ετερ. Ηλείας (από 59ο Ε.Τ. Νομ. Αττικης-Αθηνών),508,339,0,4,4,335,116,44,45,18,10,12,37,9,92,29,21,37,10,22,13,5,67,11,19,9,49,5,2,0,29,10,0,5,8,4,4,4,1,1,0,1,0,0,0,0,3,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,0,4,0,1,1,0,0,5,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,6
32 - Ηλείας,Ετερ. Ηλείας (από 60ο Ε.Τ. Νομ. Αττικης-Αθηνών),493,345,5,1,6,339,123,44,61,20,16,11,26,11,91,29,10,32,7,18,10,11,56,7,16,7,42,3,3,1,28,5,1,12,3,5,8,4,8,2,0,1,2,1,2,1,7,2,1,2,2,0,3,1,3,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,4,0,2,1,1,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4
32 - Ηλείας,Ετερ. Ηλείας (από 61ο Ε.Τ. Νομ. Αττικης-Αθηνών),499,356,3,1,4,352,128,50,52,8,12,21,38,10,95,31,16,50,12,22,11,16,73,4,10,6,60,9,5,2,21,8,0,3,4,6,2,5,12,2,3,2,0,1,2,1,4,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
