ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΑΣΙΛΕΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ (ΛΑΚΗΣ) του Νικολάου,ΓΙΑΝΝΟΥ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αριστείδη,ΚΑΡΑΣΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΟΖΙΔΟΥ ΝΙΚΟΛΕΤΤΑ (ΝΙΚΗ) του Οδυσσέα,ΣΑΡΑΛΙΩΤΟΥ ΜΑΡΙΑ του Θεοδώρου,ΣΤΑΜΕΝΙΤΗΣ ΔΙΟΝΥΣΙΟΣ (ΔΙΟΝΥΣΗΣ) του Ευαγγέλου,ΣΥΡΙΖΑ,ΔΑΝΤΣΗ ΠΑΡΑΣΚΕΥΗ (ΕΥΗ) του Τρύφωνα,ΜΠΑΛΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΜΠΑΜΠΑΛΗΣ ΑΛΚΙΒΙΑΔΗΣ (ΑΛΚΗΣ) του Χρήστου,ΣΗΦΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΣΤΑΥΡΙΔΟΥ ΣΟΦΙΑ του Κωνσταντίνου,ΤΖΑΚΡΗ ΘΕΟΔΩΡΑ του Εμμανουήλ,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΛΕΞΑΝΔΡΙΔΟΥ ΡΑΧΗΛ του Νικολάου,ΖΑΡΟΓΟΥΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστοτέλη,ΝΟΥΣΗΚΥΡΟΥ ΑΛΚΙΒΙΑΔΗΣ (ΑΛΚΗΣ) του Γεωργίου,ΞΥΛΟΥΡΓΙΔΗΣ ΑΝΤΩΝΙΟΣ του Στυλιανού,ΠΑΠΑΔΑΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Γεωργίου,ΤΣΑΛΤΑΦΕΡΙΔΗΣ ΑΠΟΣΤΟΛΟΣ του Στυλιανού,Κ.Κ.Ε.,ΚΟΥΤΟΥΦΗΣ ΘΕΟΦΑΝΗΣ του Χριστόδουλου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΥΜΠΙΑ του Νικολάου,ΣΟΥΜΕΛΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΣΙΤΣΑΓΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΧΑΤΖΗΒΑΣΙΛΕΙΑΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΔΕΛΛΙΟΣ ΓΡΗΓΟΡΙΟΣ του Αντωνίου,ΚΟΥΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ελευθερίου,ΜΠΑΛΑΤΣΟΥ ΠΕΡΙΣΤΕΡΑ ΣΤΕΛΛΑ του Ιωάννη,ΞΕΦΤΕΡΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΣΙΑΡΙΔΟΥ ΣΟΦΙΑ του Ευριπίδη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΥΠΙΔΗΣ ΣΟΦΟΚΛΗΣ του Κωνσταντίνου,ΚΟΓΙΟΥ ΕΛΕΝΗ του Ιωάννη,ΜΠΑΡΜΠΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΤΖΙΓΚΑΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,ΤΟΠΑΛΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Χρυσοβέργη,ΤΣΑΚΙΡΙΔΗΣ-ΠΑΛΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΧΑΡΗΣ) του Σάββα,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΙΚΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΒΟΝΤΣΗ ΣΩΤΗΡΙΑ του Δημητρίου,ΖΑΓΓΑΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,Ο.Κ.Δ.Ε.,ΓΑΤΣΟΥ ΙΟΡΔΑΝΑ του Ευαγγέλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΛΚΑΝΗ ΙΦΙΓΕΝΕΙΑ του Ιωάννη,ΚΑΤΛΑΜΟΥΣΗ ΙΩΑΝΝΑ του Δημητρίου,ΚΕΧΑΓΙΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννου,ΛΟΥΣΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Πέτρου,Κίνημα 21,ΓΟΥΓΟΥΛΙΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Χρήστου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΖΙΑΝΝΗ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,ΚΟΥΦΑΛΗΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνος,ΛΙΑΚΟΥΛΗ ΦΑΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Παύλου,ΝΙΚΗ,ΒΑΣΙΛΕΙΑΔΗΣ ΑΝΤΩΝΙΟΣ του Ιωάννη,ΓΑΛΑΝΤΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΚΑΡΑΣΑΒΒΙΔΗΣ ΓΕΩΡΓΙΟΣ του Βιτάνη,ΜΑΚΡΙΔΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΜΑΡΑΝΤΙΔΟΥ ΓΕΩΡΓΙΑ του Βασιλείου,ΤΑΒΟΥΛΑΡΗ ΕΛΕΝΗ του Αναστασίου,κοινωνία αξιών,ΧΑΡΑΛΑΜΠΟΥΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΙΑΝΝΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ευάγγελου,ΔΗΜΗΤΡΙΑΔΟΥ ΑΝΤΩΝΙΑ του Κυριάκου,Ο.Α.Κ.Κ.Ε.,ΓΚΙΟΥΛΑΚΗΣ ΣΤΕΡΓΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΣΟΥΛΙΩΤΗ ΣΟΦΙΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΔΙΠΛΑΡΙΔΟΥ ΕΙΡΗΝΗ του Κωνσταντίνου,ΔΙΣΚΟΥ ΠΑΡΑΣΚΕΥΗ του Παύλου,ΜΑΤΖΑΡΗΣ ΑΡΙΣΤΕΙΔΗΣ του Γεωργίου,ΠΟΥΤΑΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Θεμιστοκλή,ΣΤΡΕΠΚΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΒΑΝΙΔΟΥ ΒΑΣΙΛΙΚΗ του Προδρόμου,ΚΥΖΥΡΙΔΟΥ ΕΙΡΗΝΗ του Θεόφιλου,ΤΣΟΥΜΑΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΡΟΥΤΙΟΥΝΙΑΝ- ΔΗΜΗΤΡΙΑΔΟΥ ΙΡΜΑ- ΕΙΡΗΝΗ του Ράφαελ,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΩΣΤΑ ΑΘΑΝΑΣΙΑ του Σταύρου,ΟΥΡΕΪΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΕΛΤΣΟΥ ΜΑΡΙΑ του Οδυσσέα,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΤΖΗΜΙΧΑΗΛ ΑΝΤΩΝΙΟΣ του Ζαχαρία,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΤΣΟΡΜΠΑΤΖΟΓΛΟΥ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΙΚΟΛΑΪΔΗΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΕΑΝ...,ΔΕΛΗΧΑΤΖΟΓΛΟΥ ΠΡΟΔΡΟΜΟΣ του Ελευθερίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΛΕΥΚΗ ΜΑΡΙΝΑ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΕΥΣΤΡΑΤΙΟΣ του Ευθυμίου
11 - Πέλλας,240 E.T. Δήμου Πέλλας,421,330,5,3,8,322,127,60,14,58,5,9,42,69,3,1,4,9,4,58,45,24,11,2,11,4,6,24,10,4,6,8,1,3,27,12,10,1,0,1,5,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,9,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,8,6
11 - Πέλλας,241 E.T. Δήμου Πέλλας,427,297,5,0,5,292,134,84,9,38,11,5,62,54,2,3,6,8,3,46,28,16,3,5,6,14,5,14,6,1,5,4,0,3,23,10,4,4,6,2,7,9,0,2,2,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,15,2,12,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,7,7
11 - Πέλλας,242 E.T. Δήμου Πέλλας,529,339,7,1,8,331,138,85,3,57,12,8,36,31,2,3,1,0,2,25,70,61,5,0,12,4,6,9,3,1,3,5,1,0,33,14,10,0,2,0,5,5,4,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5,1,0,0,2,14,4,9,1,0,2,2,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,16,13
11 - Πέλλας,243 E.T. Δήμου Πέλλας,410,274,5,0,5,269,100,34,2,31,15,3,56,72,3,5,7,9,3,64,34,19,3,6,7,4,8,13,2,3,0,10,0,0,10,3,7,0,0,1,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,1,0,2,7,1,3,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,1,1,8,6,0,0,0,0,0,0,1,1,7,3
11 - Πέλλας,244 E.T. Δήμου Πέλλας,480,349,8,4,12,337,133,78,6,53,7,9,42,95,4,3,6,5,4,82,19,7,9,2,4,3,6,9,6,2,2,0,1,2,29,12,9,7,3,2,7,3,2,1,1,1,1,0,6,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,1,1,0,2,1,0,0,0,2,1,2,1,1,0,1,1,0,0,15,7
11 - Πέλλας,245 E.T. Δήμου Πέλλας,487,354,2,2,4,350,162,82,9,82,12,12,46,98,7,3,12,8,6,87,26,9,9,1,3,1,11,2,0,0,0,0,0,0,20,9,6,5,3,0,3,4,2,1,0,1,0,4,2,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,0,0,0,10,4,3,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,1,2,2,2,1,0,1,1,2,0,0,0,0,0,0,0,10,9
11 - Πέλλας,246 E.T. Δήμου Πέλλας,487,357,8,1,9,348,151,76,1,59,4,7,52,102,3,8,14,6,7,84,26,6,8,2,2,4,12,8,2,5,1,0,1,3,18,11,3,3,3,0,4,5,2,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,19,11,4,2,1,1,3,0,0,0,0,0,1,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,2,2,0,0,0,0,5,2
11 - Πέλλας,247 E.T. Δήμου Πέλλας,474,331,5,2,7,324,108,60,1,48,6,5,44,109,4,5,15,9,10,97,35,8,13,1,5,7,10,16,5,4,6,2,2,7,14,7,3,1,2,0,6,4,1,4,0,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,1,0,0,1,0,4,3,3,1,1,1,0,0,11,4
11 - Πέλλας,248 E.T. Δήμου Πέλλας,478,347,6,2,8,339,149,79,5,55,11,9,59,98,5,6,11,3,14,85,19,1,7,1,4,4,6,8,3,2,1,0,1,3,28,11,8,4,3,1,9,4,0,1,0,0,1,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,2,0,1,0,1,16,8,4,1,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,7,5
11 - Πέλλας,249 E.T. Δήμου Πέλλας,494,301,5,3,8,293,128,72,3,28,5,6,34,37,6,4,5,8,2,21,37,10,0,5,1,3,33,18,5,4,6,2,0,5,28,14,10,3,1,2,4,1,0,0,0,1,1,0,4,1,2,1,1,0,0,2,1,1,0,0,0,0,1,0,0,1,1,14,7,4,1,1,2,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,5,3,4,0,0,4,0,1,1,1,1,1,0,1,1,3,1
11 - Πέλλας,250 E.T. Δήμου Πέλλας,491,332,6,2,8,324,111,60,2,28,1,6,42,52,10,10,2,11,8,28,52,9,8,1,3,1,44,18,6,4,6,0,1,5,24,4,1,3,3,0,3,8,3,1,0,1,2,4,1,1,0,0,0,0,0,1,1,0,0,1,2,1,5,0,0,0,1,20,13,3,5,4,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,1,2,0,1,0,1,0,0,1,0,0,0,1,1,2,2,3,1,0,0,13,8
11 - Πέλλας,251 E.T. Δήμου Πέλλας,510,367,2,2,4,363,141,63,9,32,5,4,47,64,7,11,1,11,6,41,53,17,10,7,2,4,36,29,4,10,7,0,2,4,35,10,9,8,4,1,5,5,0,1,0,0,0,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,3,0,1,0,1,9,2,2,1,1,2,2,0,0,1,1,1,0,0,1,0,2,1,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,10,6
11 - Πέλλας,252 E.T. Δήμου Πέλλας,547,385,4,5,9,376,154,67,14,64,3,12,54,60,4,8,11,12,9,37,52,14,18,1,4,3,23,11,0,3,3,0,0,1,25,10,2,8,2,0,9,5,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,5,2,0,0,2,26,9,12,1,2,6,5,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,2,2,0,0,0,1,1,1,0,0,0,2,2,2,1,0,0,19,11
11 - Πέλλας,253 E.T. Δήμου Πέλλας,562,381,3,0,3,378,187,114,14,63,12,8,54,60,2,10,11,9,4,45,54,11,25,5,2,7,19,7,2,2,1,0,0,2,10,2,1,5,1,1,1,7,2,4,0,2,2,1,1,0,0,0,0,0,0,1,1,0,1,0,4,2,5,1,0,1,1,19,7,11,2,2,1,4,0,0,0,0,0,0,0,1,1,3,1,0,0,0,3,1,1,0,0,1,1,2,1,1,0,0,0,0,2,1,1,1,0,0,2,2,10,6
11 - Πέλλας,254 E.T. Δήμου Πέλλας,555,405,10,0,10,395,189,89,10,83,9,12,72,84,9,6,13,5,6,54,42,13,7,1,7,3,14,8,1,1,3,0,0,4,25,8,5,4,1,2,1,10,1,2,1,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,4,0,4,0,0,0,1,6,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,2,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5
11 - Πέλλας,255 E.T. Δήμου Πέλλας,441,281,3,0,3,278,97,50,7,21,5,7,41,35,5,4,3,2,6,20,49,17,15,4,4,7,24,23,9,4,13,1,1,9,28,9,4,4,6,3,11,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,3,1,1,0,1,0,14,5,3,2,1,4,1,0,0,4,2,2,0,0,0,0,1,1,0,0,0,0,4,1,1,2,0,0,6,5,5,1,1,1,0,4,1,0,0,0,0,0,0,3,3
11 - Πέλλας,256 E.T. Δήμου Πέλλας,457,275,11,2,13,262,98,58,4,18,8,9,42,33,5,2,2,10,5,25,44,12,20,0,6,13,19,11,3,4,4,0,1,4,29,10,7,6,4,1,6,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,4,1,0,1,1,0,19,13,7,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,2,2,1,1,0,0,12,6
11 - Πέλλας,257 E.T. Δήμου Πέλλας,666,382,5,1,6,376,144,82,15,32,35,12,49,68,26,5,2,8,13,39,85,59,17,2,25,10,34,13,1,6,5,1,0,3,26,13,7,5,0,0,8,4,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,5,3,4,0,2,9,2,5,0,1,3,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,2,2,0,0,1,1,1,1,0,0,1,1,1,0,9,5
11 - Πέλλας,258 E.T. Δήμου Πέλλας,517,320,4,4,8,312,108,64,2,21,4,3,45,61,6,0,10,9,11,30,70,20,47,2,2,19,8,4,1,1,1,0,0,1,26,9,2,2,5,3,4,4,2,0,1,0,1,0,2,1,2,1,0,0,0,4,1,0,1,0,2,1,0,0,0,0,0,15,9,8,2,0,2,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4,4
11 - Πέλλας,259 E.T. Δήμου Σκύδρας,490,317,5,1,6,311,117,66,15,50,16,6,30,39,5,3,3,8,8,24,56,34,16,3,17,5,3,19,3,2,6,9,0,5,33,11,8,8,2,3,5,2,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,18,6,12,1,4,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,1,0,0,0,0,3,1,0,1,0,0,0,3,3,2,1,1,1,3,2,7,4
11 - Πέλλας,260 E.T. Δήμου Σκύδρας,473,338,9,2,11,327,148,91,18,48,9,7,57,61,7,4,3,13,12,51,46,30,8,3,20,8,0,16,1,4,0,9,1,9,19,2,6,11,1,1,2,4,1,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,13,6,8,2,3,2,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,2,1,2,0,0,5,3,1,1,0,0,0,0,0,0,5,4
11 - Πέλλας,261 E.T. Δήμου Σκύδρας,453,330,8,1,9,321,151,107,28,59,12,5,38,43,6,1,6,11,14,30,51,30,3,8,13,15,2,8,0,3,1,4,0,4,17,4,3,11,4,1,2,5,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,22,3,14,1,2,10,0,1,1,1,1,0,0,0,1,0,5,0,1,5,1,0,0,0,0,0,2,1,2,1,1,0,0,0,0,3,3,0,0,0,0,1,1,4,3
11 - Πέλλας,262 E.T. Δήμου Σκύδρας,461,356,6,1,7,349,131,66,22,58,18,15,33,68,10,4,11,7,21,50,59,35,1,9,28,17,1,8,2,3,0,2,0,3,32,12,7,13,4,4,0,5,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,4,0,0,0,1,24,3,15,1,7,11,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,6,5
11 - Πέλλας,263 E.T. Δήμου Σκύδρας,372,218,0,2,2,216,72,47,9,15,6,6,19,37,4,3,1,7,3,27,44,27,5,0,15,6,1,9,1,0,0,4,1,3,19,9,5,5,1,1,0,5,0,0,0,0,1,0,4,3,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,0,2,1,0,0,3,1
11 - Πέλλας,264 E.T. Δήμου Σκύδρας,359,234,10,0,10,224,82,54,7,20,8,4,23,38,0,7,1,14,7,24,46,29,4,0,27,4,2,13,4,0,1,6,2,2,14,5,4,4,1,0,2,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3,2,0,0,0,1,0,1,0,2,2,2,2,0,0,0,0,5,4
11 - Πέλλας,265 E.T. Δήμου Σκύδρας,215,135,1,0,1,134,55,41,2,10,6,6,23,5,0,0,0,1,0,4,41,36,7,0,5,2,0,3,1,1,0,0,0,2,11,9,3,0,1,0,7,3,2,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,6,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
11 - Πέλλας,266 E.T. Δήμου Σκύδρας,412,260,2,1,3,257,84,73,2,8,1,1,19,43,1,7,6,12,14,27,78,48,47,0,23,6,0,5,1,0,0,2,0,0,21,3,2,5,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,5,6,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,2
11 - Πέλλας,267 E.T. Δήμου Σκύδρας,402,246,4,0,4,242,93,89,4,9,0,0,8,36,3,1,1,7,11,29,67,36,45,1,18,1,0,8,0,2,2,5,1,0,13,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,4,3,0,1,2,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,4,4,0,0,1,1,0,0,0,0,8,5
11 - Πέλλας,268 E.T. Δήμου Σκύδρας,390,251,4,1,5,246,84,74,0,20,0,4,20,28,2,2,3,12,6,18,85,57,40,6,20,10,0,6,1,1,0,3,0,1,26,15,6,8,2,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,3,2
11 - Πέλλας,269 E.T. Δήμου Σκύδρας,382,274,3,2,5,269,123,70,32,35,7,5,40,50,13,2,1,7,11,38,44,23,2,8,17,17,0,9,2,3,1,4,2,1,16,5,1,6,2,0,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,11,4,7,2,4,0,0,1,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
11 - Πέλλας,270 E.T. Δήμου Σκύδρας,390,271,2,5,7,264,81,38,17,36,6,3,19,75,10,3,3,15,16,60,40,23,1,9,14,6,0,15,1,5,3,8,7,1,19,9,2,5,1,2,3,6,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,14,5,7,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,7,2
11 - Πέλλας,271 E.T. Δήμου Σκύδρας,360,251,0,2,2,249,95,54,36,24,4,12,35,54,6,2,3,24,12,31,42,21,2,7,15,15,1,14,0,2,5,9,3,3,13,3,2,4,3,2,2,4,1,1,0,0,1,1,2,2,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,9,3,2,2,1,5,0,1,1,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,5
11 - Πέλλας,272 E.T. Δήμου Σκύδρας,525,327,5,2,7,320,108,66,17,33,15,4,26,71,15,2,1,13,25,32,51,28,28,10,28,4,1,19,0,6,0,12,2,0,17,5,4,8,2,0,0,5,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1,0,1,1,30,6,10,3,6,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,1,0,0,0,0,1,0,2,2,1,1,0,0,4,3
11 - Πέλλας,273 E.T. Δήμου Σκύδρας,518,307,9,2,11,296,131,69,36,18,24,14,51,50,13,5,6,10,17,21,31,17,3,10,12,5,0,4,0,1,1,2,0,0,25,9,7,8,4,1,6,5,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,2,27,8,4,2,11,13,1,1,1,1,0,0,0,0,0,0,5,3,2,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,1,3,2,2,0,0,0,0,0,3,3
11 - Πέλλας,274 E.T. Δήμου Σκύδρας,526,319,6,1,7,312,119,66,26,39,22,3,28,45,15,0,3,15,18,18,41,18,4,4,18,7,2,8,1,2,1,2,0,0,13,3,4,8,1,0,0,9,2,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,2,1,3,1,0,2,1,46,7,17,3,15,23,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,1,1,0,0,0,3,2,2,0,0,1,1,1,0,0,0,1,1,0,0,14,10
11 - Πέλλας,275 E.T. Δήμου Σκύδρας,524,336,16,3,19,317,130,86,34,24,17,6,54,46,7,2,3,13,16,26,33,15,2,5,11,5,0,13,2,3,2,6,2,0,12,4,3,6,3,2,1,11,3,1,0,1,4,1,3,3,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,34,12,10,4,6,15,4,0,0,1,0,0,0,0,0,0,5,2,2,0,2,1,5,1,2,3,1,1,2,2,2,0,0,5,2,0,0,0,0,1,1,1,0,11,9
