ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΕΩΡΓΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΚΙΛΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΠΑΚΑ-ΚΥΜΠΑΡΙΔΗ ΚΑΛΛΙΣΘΕΝΗ του Σταύρου,ΣΑΚΑΛΑΚΗ ΑΝΝΑ του Σοφοκλή,ΣΑΧΠΕΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,ΣΥΡΙΖΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΛΕΩΝΙΔΑΣ του Κωνσταντίνου,ΕΜΜΑΝΟΥΗΛΙΔΟΥ ΔΗΜΗΤΡΑ του Παναγιώτη,ΠΑΝΑΓΙΩΤΙΔΟΥ ΜΑΡΙΑ (ΜΑΝΙΑ) του Αντωνίου,ΠΑΠΠΑΣ ΠΕΤΡΟΣ του Μιχαήλ,ΤΟΝΙΚΙΔΗΣ ΠΑΥΛΟΣ του Σπυρίδωνα,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΠΑΡΑΣΤΑΤΙΔΗΣ ΣΤΕΦΑΝΟΣ του Θεοδώρου,ΤΟΜΠΟΥΛΙΔΟΥ ΚΥΡΙΑΚΗ του Γεωργίου,ΦΡΑΓΓΙΔΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου,ΧΑΡΑΛΑΜΠΙΔΟΥ ΚΩΝΣΤΑΝΤΙΑ - ΑΥΡΑ (ΝΤΙΝΑ) του Γεωργίου,ΧΑΡΤΟΜΑΤΣΙΔΟΥ - ΝΤΑΣΗ ΑΝΑΣΤΑΣΙΑ του Σωτηρίου,Κ.Κ.Ε.,ΑΛΤΙΠΑΡΜΑΚΙΔΟΥ ΜΑΡΙΑ (ΡΙΑ) του Μιλτιάδη,ΝΙΚΟΛΑΪΔΟΥ ΣΤΑΥΡΟΥΛΑ του Κοσμά,ΣΜΥΔΑΚΗΣ ΧΑΜΟΥΡΟΥΔΗΣ ΗΛΙΑΣ του Παρασκευά,ΤΕΜΕΚΕΝΙΔΟΥ ΠΑΡΘΕΝΑ (ΜΕΜΑ) του Ιωάννη,ΤΣΑΟΥΣΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Λαζάρου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΓΓΕΛΑΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΓΕΩΡΓΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΜΠΑΣΛΗ ΜΑΡΙΑ του Αποστόλου,ΣΑΒΒΙΔΟΥ ΠΑΡΘΕΝΑ (ΝΟΥΛΑ) του Ιωάννη,ΤΣΑΝΤΗΛΟΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΟΥΛΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΜΑΛΙΑΡΑ ΔΕΣΠΟΙΝΑ του Άγγελου,ΜΠΙΜΠΑΣΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΡΕΠΠΑΣ ΣΤΕΦΑΝΟΣ του Σταματίου,ΣΠΥΡΛΙΑΔΟΥ ΣΟΦΙΑ του Νικολάου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΜΑΥΡΑΓΑΝΗ ΜΑΡΙΑ ΔΗΜΗΤΡΑ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΒΑ ΚΩΝΣΤΑΝΤΙΝΑ του Στυλιανού,Ο.Κ.Δ.Ε.,ΚΑΖΑΝΤΖΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΔΡΕΑΔΟΥ ΗΛΕΚΤΡΑ του Ιωάννη,ΔΑΝΑΚΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΜΑΡΟΥΛΑΣΟΒ ΛΕΩΝΙΔΑΣ του Τσαμπούκα,Κίνημα 21,ΣΙΑΓΓΑΝΑΣ ΜΙΧΑΗΛ του Ιωάννη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΠΑΜΑ ΣΠΥΡΟΥΛΑ του Ιωάννη,ΚΑΡΑΚΑΤΣΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΠΟΥΛΙΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΡΑΓΤΖΗ ΝΙΚΗ του Ιωάννη,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΔΗΜΟΣΘΕΝΗΣ του Μιχαήλ,ΝΙΚΗ,ΘΕΟΧΑΡΑΚΗΣ ΗΛΙΑΣ του Αθανασίου,ΚΑΜΠΑΤΑΓΗ ΑΝΑΣΤΑΣΙΑ του Γεωργίου,ΚΕΜΕΝΤΣΕΤΣΙΔΗΣ ΙΩΑΝΝΗΣ του Θεοφίλου,κοινωνία αξιών,ΘΗΡΑΙΟΥ ΕΛΕΥΘΕΡΙΑ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΟΥ ΑΝΝΑ του Κυριάκου,ΟΥΖΟΥΝΙΔΗΣ ΜΑΡΙΟΣ του Γρηγόριου,ΤΖΩΡΤΖΑΚΗΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΖΑΧΑΡΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Ευάγγελου,Ελλήνων Συνέλευσις,ΑΠΑΤΣΙΔΟΥ ΧΡΙΣΤΙΝΑ του Παναγιώτη,ΔΑΝΙΗΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Λαζάρου,ΜΙΧΑΗΛΙΔΗΣ ΠΑΥΛΟΣ του Αντωνίου,Ένωση Κεντρώων,ΚΑΡΑΚΩΣΤΗΣ ΔΗΜΗΤΡΙΟΣ του Στέργιου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΑΛΑΒΑΝΙΔΟΥ ΒΑΣΙΛΙΚΗ του Δημοσθένη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΑΙΣΑΡΙΔΗΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΚΑΡΑΜΙΧΑΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΜΟΥΡΑΤΙΔΟΥ ΜΑΡΙΑ του Παναγιώτη,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΑΝΑΝΙΑΔΗΣ ΖΑΧΑΡΙΑΣ του Παναγιώτη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΔΗΜΗΤΡΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΝΤΑΒΑΡΙΔΟΥ ΜΑΡΙΑ του Νικολάου,ΕΑΝ...,ΠΑΠΑΛΕΞΟΠΟΥΛΟΣ ΑΓΓΕΛΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΜΟΥΡΑΤΙΔΗΣ ΧΡΗΣΤΟΣ του Παύλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΙΟΥΡΗ ΕΥΑΓΓΕΛΙΑ του Σωτηρίου
10 - Κιλκίς,133 E.T. Δήμου Κιλκίς,484,270,4,1,5,265,93,48,19,11,2,8,43,3,3,0,12,22,46,22,2,19,1,0,23,1,1,4,0,16,17,7,3,0,2,0,4,0,0,3,0,0,3,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,17,9,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,2,0,1,0,0,2,2,2,2,2,2,0,0,5,4
10 - Κιλκίς,134 E.T. Δήμου Κιλκίς,494,275,7,2,9,266,51,25,11,5,1,8,35,4,3,0,6,19,88,42,0,44,0,0,30,1,2,2,3,19,13,1,4,2,1,1,11,0,2,7,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,17,1,3,8,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,1,1,1,1,2,0,8,5
10 - Κιλκίς,135 E.T. Δήμου Κιλκίς,490,286,2,0,2,284,109,65,11,20,2,5,36,2,0,1,12,18,51,20,0,29,1,0,18,3,0,5,0,9,17,5,5,0,1,0,11,0,1,6,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,26,7,3,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,3,0,0,1,1,0,0,0,0,0,0,4,3
10 - Κιλκίς,136 E.T. Δήμου Κιλκίς,469,259,1,0,1,258,84,50,19,8,1,5,40,2,0,0,21,14,59,35,3,19,1,0,20,1,1,0,2,15,16,4,5,0,3,0,3,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,2,2,0,0,2,2,0,0,6,4
10 - Κιλκίς,137 E.T. Δήμου Κιλκίς,572,320,7,0,7,313,67,22,12,23,0,6,54,1,2,0,20,28,117,68,1,48,0,0,36,19,1,0,1,12,10,0,2,0,7,0,2,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,3,1,0,0,8,7
10 - Κιλκίς,138 E.T. Δήμου Κιλκίς,451,212,2,2,4,208,71,44,10,2,1,9,19,0,2,2,6,5,37,22,3,11,1,0,46,3,13,0,2,24,6,1,1,0,3,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,16,6,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2
10 - Κιλκίς,139 E.T. Δήμου Κιλκίς,404,245,5,0,5,240,141,91,27,3,3,11,10,0,2,1,3,0,24,8,0,15,0,0,26,2,0,1,1,21,14,1,3,3,4,0,3,0,0,2,0,1,1,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,12,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,1,0,0,0,0
10 - Κιλκίς,140 E.T. Δήμου Κιλκίς,498,271,3,1,4,267,142,59,35,13,7,22,21,1,2,0,8,8,25,11,1,11,0,0,11,5,0,1,0,4,23,4,7,2,9,0,3,0,1,2,0,0,8,6,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,18,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,5,4,0,0,5,3
10 - Κιλκίς,141 E.T. Δήμου Κιλκίς,490,258,3,0,3,255,136,59,30,20,6,16,37,2,1,1,23,10,30,18,0,11,0,1,6,3,1,0,0,1,14,2,2,0,8,0,2,0,1,1,0,0,2,2,2,1,0,0,0,0,0,0,2,1,2,0,0,0,0,1,16,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3
10 - Κιλκίς,142 E.T. Δήμου Κιλκίς,369,119,1,0,1,118,38,2,13,1,0,21,17,1,0,0,6,3,5,4,0,1,0,0,40,1,1,0,1,37,3,0,0,0,2,0,3,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,2
10 - Κιλκίς,143 E.T. Δήμου Κιλκίς,367,116,3,0,3,113,46,3,10,2,0,26,14,1,2,1,3,5,12,10,0,0,0,1,25,0,0,2,3,19,4,1,2,0,0,1,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
10 - Κιλκίς,144 E.T. Δήμου Παιονίας,554,300,7,0,7,293,128,64,33,13,10,4,34,1,1,10,11,1,51,28,0,16,0,6,8,1,0,5,0,1,16,4,1,1,6,1,5,0,2,0,0,1,2,2,0,0,0,0,2,1,0,0,1,1,2,0,1,1,0,0,16,7,2,6,1,0,0,0,0,0,2,0,0,0,0,0,4,3,2,1,5,3,0,0,0,0,4,4,2,2,1,0,1,0,6,4
10 - Κιλκίς,145 E.T. Δήμου Παιονίας,563,322,6,1,7,315,141,65,49,4,12,2,37,3,3,8,17,4,44,18,3,18,0,3,17,5,1,6,0,1,28,1,4,4,4,4,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,15,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,1,0,1,0,0,5,5,0,0,0,0,1,0,12,10
10 - Κιλκίς,146 E.T. Δήμου Παιονίας,550,282,6,0,6,276,103,52,31,5,12,2,51,3,10,20,15,3,38,16,2,15,1,2,24,7,2,8,1,0,25,3,3,0,15,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,0,1,14,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,2,1,0,1,1,0,0,2,1
10 - Κιλκίς,147 E.T. Δήμου Παιονίας,549,313,6,2,8,305,114,60,31,5,12,2,58,4,1,23,11,9,66,33,0,25,0,8,14,4,0,7,2,0,19,4,3,2,6,0,6,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,1,0,0,11,5
10 - Κιλκίς,148 E.T. Δήμου Παιονίας,558,291,11,0,11,280,93,39,31,2,12,6,51,2,0,15,20,6,54,29,0,21,1,2,13,1,0,8,0,0,32,1,3,1,16,1,3,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,5,3,3,0,0,1,0,0,6,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,2,1,11,5
10 - Κιλκίς,149 E.T. Δήμου Παιονίας,514,267,5,0,5,262,145,64,46,6,14,10,24,0,3,9,5,5,35,16,1,14,0,2,7,2,1,3,0,0,21,3,2,1,7,3,4,1,0,0,1,0,2,2,0,0,0,0,3,2,0,0,1,1,3,0,1,0,0,0,10,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5
10 - Κιλκίς,150 E.T. Δήμου Παιονίας,552,329,9,2,11,318,127,18,67,18,14,2,32,7,5,4,7,4,92,51,2,33,2,2,6,1,0,2,1,0,17,8,2,2,2,2,8,1,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,4,2,0,1,0,0,1,1,1,0,1,1,1,1,12,6
