ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΜΕΤ ΟΓΛΟΥ ΧΟΥΜΕΪΡΑ του Φεχμή,ΝΤΕΛΗ ΓΙΟΥΣΟΥΦ του Χουσεΐν,ΣΑΛΤΟΥΡΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΤΣΙΑΚΙΡΟΓΛΟΥ ΜΑΡΙΑ (ΜΑΙΡΗ) του Σωτηρίου,ΤΣΙΛΙΓΓΙΡΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Γεωργίου,ΣΥΡΙΖΑ,ΓΙΑΝΝΑΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αλέξανδρου,ΖΕΪΜΠΕΚ ΧΟΥΣΕΪΝ του Χασάν,ΚΥΝΗΓΟΠΟΥΛΟΥ ΑΘΗΝΑ του Απόστολου,ΣΤΟΓΙΑΝΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Κωνσταντίνου,ΤΖΑΜΠΑΖΗ ΜΑΡΙΑ του Ηλία,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΟΥΡΒΟΥΚΕΛΗΣ ΟΔΥΣΣΕΑΣ του Νικολάου,ΚΑΡΑΛΙΔΗΣ ΦΩΤΙΟΣ του Γεωργίου,ΜΠΑΡΑΝ ΜΠΟΥΡΧΑΝ του Νετζαντή,ΝΤΕΛΗ ΙΜΠΡΑΗΜ ΜΠΕΡΗΜ του Χαμδή,ΠΑΡΧΑΡΙΔΟΥ (ΚΟΥΤΣΟΥΜΠΑ) ΕΡΣΑΪΑ (ΕΡΣΗ) του Παύλου,Κ.Κ.Ε.,ΒΑΚΙΡΤΖΗΣ ΕΥΑΓΓΕΛΟΣ (ΜΠΑΚΕΡΟ) του Χρήστου,ΜΑΞΟΥΜ ΜΠΙΡΓΚΙΟΥΛ του Ισμέτ,ΜΑΧΑΙΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Βίκτορα,ΡΟΪΔΟΥ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Ιωάννη,ΦΩΤΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Πολύκαρπου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΣΤΗ ΚΑΛΛΙΟΠΗ του Ιωάννη,ΚΟΥΤΕΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΜΥΛΩΝΑΣ ΓΕΩΡΓΙΟΣ του Ανέστη,ΠΑΥΛΙΔΟΥ ΕΥΔΟΚΙΑ του Αποστόλου,ΤΡΑΜΠΑ ΤΖΕΜΑΛΗ του Σαμπρή,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΟΣΜΙΔΗΣ ΝΙΚΟΣ του Αντωνίου,ΜΟΥΣΑ ΓΚΙΟΚΜΕΝ του Τζεμήλ,ΠΑΠΑΔΟΥΔΗΣ ΑΝΤΩΝΙΟΣ του Χριστόφορου,ΠΑΣΣΑ-ΖΟΥΝΧΙΑ ΑΝΝΟΥΛΑ (ΑΝΝΑ) του Ιωάννη,ΤΣΑΜΠΑΖΗ ΖΑΦΕΙΡΩ (ΗΡΩ) του Ιωάννη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΡΑΝΙΤΗΣ ΙΩΑΝΝΗΣ του Δημοσθένη,Κ.Κ.Ε. (μ-λ),ΑΣΒΕΣΤΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευσταθίου,ΜΑΡΚΟΓΛΟΥ ΙΩΑΝΝΑ του Μιττάκου,ΝΟΥΡΗ ΟΓΛΟΥ ΝΤΑΜΛΑ του Γιουξέλ,ΧΑΤΖΗΣΑΒΒΑΣ ΣΤΕΦΑΝΟΣ του Αποστόλου,Ο.Κ.Δ.Ε.,ΝΤΟΥΡΟΥ ΕΛΕΥΘΕΡΙΑ του Θωμά,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΕΞΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Ευαγγέλου,ΠΡΟΔΡΟΜΙΔΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΣΑΡΙΔΑΚΗΣ ΜΑΤΘΑΙΟΣ του Τζαννή,Κίνημα 21,ΜΠΕΧΛΗ ΜΑΙΡΗ του Αθανασίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΓΑΛΑΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΑΝΑ ΖΩΗ του Γεωργίου,ΞΗΡΟΜΕΡΙΤΗ ΜΑΡΙΑ του Ιωάννη,ΝΙΚΗ,ΓΕΩΡΓΙΑΔΗΣ ΔΗΜΟΣΘΕΝΗΣ του Δημητρίου,ΠΑΠΑΧΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Σεβαστού,ΦΡΑΓΚΟΥ ΔΕΣΠΟΙΝΑ του Γεωργίου,κοινωνία αξιών,ΒΑΛΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημοσθένους,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΑΥΡΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΣΑΧΙΝΙΔΗΣ ΑΝΕΣΤΗΣ του Παναγιώτη,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΝΝΑ του Παναγιώτη,Ελλήνων Συνέλευσις,ΣΙΜΙΤΑΣ ΑΔΑΜΑΝΤΙΟΣ του Χρήστου,ΤΟΤΙΕΦ ΕΙΡΗΝΗ του Σέργιου,ΧΑΣΑΠΗΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΧΜΕΤ ΕΡΓΗΝ του Αλή,ΚΑΤΣΑΝΟΥ ΕΛΕΥΘΕΡΙΑ του Χαρίλαου,ΛΥΣΙΜΑΧΟΥ - ΜΕΝΤΕΣΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΠΑΝΤΑΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Θεοδώρου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΜΠΑΛΤΑΤΖΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΟΤΣΙΚΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΟΤΑΜΠΑΣΙΔΟΥ ΔΙΑΜΑΝΤΟΥΛΑ του Αθανασίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΤΣΙΒΙΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΤΣΟΡΜΠΑΤΖΟΓΛΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΠΑΣΧΟΥ ΑΝΝΑ του Παναγιώτη,Οικολόγοι Πράσινοι,ΜΠΑΚΑΣ ΦΩΤΙΟΣ του Αθανασίου,ΕΑΝ...,ΛΑΜΨΙΔΗΣ ΓΑΒΡΙΗΛ του Θεοκλήτου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΚΛΗΝΟΣ ΙΩΑΝΝΗΣ του Ρίζου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΥΡΕΝΤΙΑΔΗΣ ΓΙΑΝΝΗΣ του Πέτρου
3 - Ξάνθης,237 E.T. Δήμου Τοπείρου,524,295,1,3,4,291,112,0,1,27,13,58,44,27,3,1,3,5,42,20,15,0,0,5,7,2,0,3,1,1,30,6,7,5,1,0,3,2,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,12,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,2,2,8,6,1,0,2,2,0,0,1,1,3,1,2,1,3,1,7,2
3 - Ξάνθης,238 E.T. Δήμου Τοπείρου,521,292,3,1,4,288,127,0,0,35,13,72,44,30,1,2,4,5,54,19,14,0,1,19,9,0,0,4,5,0,16,4,2,4,2,0,8,3,0,3,0,0,5,5,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,5,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,5,4
3 - Ξάνθης,239 E.T. Δήμου Τοπείρου,457,240,6,3,9,231,73,21,19,3,0,29,57,2,47,0,1,1,90,25,0,60,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3 - Ξάνθης,240 E.T. Δήμου Τοπείρου,429,194,6,1,7,187,64,0,0,18,13,30,31,16,1,0,7,3,52,6,31,0,0,15,5,3,0,1,0,1,14,0,4,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,3,2,3,2,0,0,0,0,0,0,1,1,1,1,0,0,2,1,3,1
3 - Ξάνθης,241 E.T. Δήμου Τοπείρου,493,271,9,1,10,261,93,3,4,17,15,51,32,6,17,0,2,3,42,7,12,16,0,4,4,2,0,1,0,1,8,0,2,3,1,0,43,0,0,42,0,1,3,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,17,16,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4,4,2,2,1,0,2,1
3 - Ξάνθης,242 E.T. Δήμου Τοπείρου,484,327,8,2,10,317,113,1,1,17,30,57,26,11,5,0,3,1,35,7,10,3,2,11,6,2,0,2,0,0,24,6,5,6,1,0,33,0,0,29,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,35,28,0,2,2,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,4,1,1,0,0,0,2,1,7,4,3,3,4,3,1,1,1,1,7,6
3 - Ξάνθης,243 E.T. Δήμου Τοπείρου,448,240,5,1,6,234,67,5,16,17,7,19,47,11,25,1,6,1,60,15,13,26,1,0,1,0,0,1,0,0,17,1,8,3,1,0,7,1,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,16,13,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,1,3,3,1,0,6,3
3 - Ξάνθης,244 E.T. Δήμου Τοπείρου,577,391,7,0,7,384,165,0,0,22,49,82,42,27,0,2,1,4,88,16,38,3,0,21,12,4,0,0,3,5,14,2,2,1,0,0,8,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,8,1,6,1,21,13,0,3,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,3,2,1,1,1,0,3,1,0,0,4,2,1,0,2,0,4,3
3 - Ξάνθης,245 E.T. Δήμου Τοπείρου,438,301,3,6,9,292,129,2,3,15,25,75,59,20,14,2,13,8,69,4,7,3,0,54,6,3,0,0,2,0,8,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,1,1
3 - Ξάνθης,246 E.T. Δήμου Τοπείρου,450,334,5,3,8,326,152,5,1,8,26,105,54,12,10,4,14,2,67,12,8,8,0,37,8,1,1,0,3,2,10,2,1,3,0,0,9,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,0,1,1,1,0,0,0,0,0,1,1,2,2,3,2
3 - Ξάνθης,247 E.T. Δήμου Τοπείρου,444,285,3,3,6,279,130,3,3,3,17,100,56,11,33,1,2,4,64,12,5,15,0,29,7,1,0,1,2,0,3,0,0,1,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,1,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
3 - Ξάνθης,248 E.T. Δήμου Τοπείρου,532,278,4,1,5,273,149,9,4,4,7,122,39,9,20,0,4,2,71,3,1,53,4,6,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
3 - Ξάνθης,249 E.T. Δήμου Τοπείρου,513,335,8,3,11,324,139,1,0,31,26,69,49,15,8,2,11,6,45,2,24,0,1,16,9,0,0,0,1,4,23,4,2,7,4,0,7,2,0,1,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,3,3,6,3,3,0,16,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,1,1,1,1,0,3,3,0,0,11,7
3 - Ξάνθης,250 E.T. Δήμου Τοπείρου,520,342,2,1,3,339,137,1,0,21,31,80,37,20,3,5,1,2,75,11,36,0,0,24,9,3,0,0,4,0,27,4,1,10,5,0,5,2,0,1,0,0,2,2,2,1,0,0,1,0,0,0,0,0,0,1,1,3,1,1,0,10,6,0,1,1,1,3,0,3,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,1,1,2,2,2,2,0,0,1,0,4,3,6,5,4,3,4,2
3 - Ξάνθης,251 E.T. Δήμου Τοπείρου,308,186,1,0,1,185,89,0,0,23,24,39,14,6,0,2,2,2,34,14,10,1,0,6,3,0,0,0,0,3,13,1,2,6,2,0,4,1,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,6,2,0,1,0,6,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,2,2,1,0,0,0,1,1
3 - Ξάνθης,252 E.T. Δήμου Τοπείρου,320,169,2,1,3,166,82,0,0,22,12,44,11,8,0,1,1,1,30,5,12,0,0,11,4,2,0,0,1,1,17,4,2,4,4,0,3,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,3,3,0,0,1,1,2,2,0,0,0,0,1,0,0,0,4,3
3 - Ξάνθης,Ετερ. Ξάνθης (από 30ο Ε.Τ. Νομ. Θεσσαλονικης),236,162,6,1,7,155,59,0,0,10,17,24,38,9,0,7,4,10,14,4,5,0,0,3,7,3,0,0,2,0,11,0,3,1,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,4
3 - Ξάνθης,Ετερ. Ξάνθης (από Εφετείο Θεσσαλονίκης),45,28,0,0,0,28,7,0,0,1,2,2,11,1,3,4,1,0,4,1,2,0,1,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,Ετερ. Ξάνθης (από 138ο Ε.Τ. Νομ. Αττικης-Αθηνών),476,326,1,1,2,324,146,3,0,27,60,52,79,23,1,10,10,16,25,2,3,0,0,15,23,2,2,0,3,3,11,1,5,0,4,0,14,4,1,1,0,3,0,0,2,0,1,0,1,1,0,5,0,0,0,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1
Σύνολο,,120564,63750,1597,409,2006,61744,22160,971,2650,4126,4458,8584,16388,3902,7686,449,1177,1330,11274,1133,1866,3922,2087,1718,1756,353,209,237,240,292,2485,264,449,889,266,74,1187,283,118,243,75,189,318,240,206,40,19,62,35,26,6,147,55,6,23,315,205,478,120,201,29,1724,1275,50,161,39,16,93,33,43,15,5,46,14,78,20,27,9,220,108,26,15,31,138,90,400,262,53,34,193,132,224,143,143,82,337,204,151,101,130,69,1020,605
