ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΤΩΝΙΟΥ-ΧΟΥΒΑΡΔΑ ΕΥΤΥΧΙΑ (ΕΦΗ) του Βασιλείου,ΚΑΘΗΝΙΩΤΗ ΟΥΡΑΝΙΑ του Λουκά,ΛΙΟΥΠΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΜΑΚΡΗ ΖΩΗ (ΖΕΤΤΑ) του Μιχαήλ,ΜΑΡΑΒΕΓΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αριστοτέλη,ΜΠΟΥΚΩΡΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΡΙΑΝΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΑΡΑΜΠΑΤΖΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Αλέξανδρου,ΔΡΑΜΗΤΙΝΟΣ ΜΑΤΘΑΙΟΣ (ΜΑΝΘΟΣ) του Γεωργίου,ΜΕΪΚΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΠΑΠΑΝΑΤΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Στεργίου,ΣΤΑΧΤΟΥ ΕΥΘΑΛΙΑ (ΘΑΛΕΙΑ) του Παναγιώτη,ΦΑΔΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,ΧΡΥΣΟΒΕΛΩΝΗ ΜΑΡΙΝΑ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΟΣΠΟΔΙΝΗ (ΑΣΠΑ) ΑΝΑΣΤΑΣΙΑ - ΑΣΠΑΣΙΑ του Δημητρίου,ΚΑΝΑΒΟΣ ΑΠΟΣΤΟΛΟΣ του Λάμπρου,ΟΥΤΑ ΜΑΡΙΑ του Σωτηρίου,ΣΚΡΙΜΠΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Κωνσταντίνου,ΤΖΟΥΜΑΣ ΝΙΚΟΛΑΟΣ του Βασιλείου,ΤΣΕΚΟΥΡΑ ΠΑΡΑΣΚΕΥΗ (ΒΙΚΥ) του Κωνσταντίνου,ΤΣΙΜΠΑΝΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,Κ.Κ.Ε.,ΓΕΩΡΓΑΔΑΚΗΣ ΘΕΟΔΩΡΟΣ του Στυλιανού,ΜΕΤΑΞΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΙΩΑΝΝΑ του Χριστόφιλου,ΡΙΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Δημητρίου,ΤΑΛΑΔΙΑΝΟΥ ΕΥΛΑΛΙΑ (ΕΥΗ) του Νικολάου,ΤΑΣΟΛΑΜΠΡΟΥ ΧΡΥΣΟΥΛΑ του Θεοδώρου,ΤΖΙΟΥΜΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΓΡΑΦΙΩΤΗΣ ΑΓΓΕΛΟΣ του Παναγιώτη,ΑΛΕΞΙΟΥ ΕΙΡΗΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ελευθερίου,ΑΡΜΕΝΤΖΙΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΒΑΪΡΑΜΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΑΡΙΤΣΟΥΔΗ ΑΘΑΝΑΣΙΑ του Δημητρίου,ΜΑΡΚΑΚΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΠΑΡΑΠΑΡΕΚΗ ΜΑΓΔΑΛΗΝΗ του Νικολάου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΑΛΑΜΟΥΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΝΕΛΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΡΑΜΑΝΛΗ ΑΓΑΠΗ του Γεωργίου,ΜΠΑΛΛΑ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΠΕΦΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΤΖΑΝΕΤΟΥΛΑΚΟΥ ΕΥΤΥΧΙΑ (ΦΑΙΗ) του Σπυρίδωνα,ΨΑΘΑΣ ΒΑΣΙΛΕΙΟΣ-ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΜΑΣΤΟΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΕΑΤΟΣ ΓΡΗΓΟΡΙΟΣ του Γερασίμου,ΒΛΑΧΟΣΤΑΜΑΤΗΣ ΕΜΜΑΝΟΥΗΛ του Παντελή,ΚΟΥΤΣΙΜΠΟΥ ΕΛΕΝΗ του Στυλιανού,Ο.Κ.Δ.Ε.,ΠΡΙΓΚΟΥ ΜΑΡΙΑ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΡΟΓΙΑΚΟΜΟΥ ΑΡΓΥΡΩ (ΡΟΥΛΑ) του Ανδρέα,ΕΥΑΓΓΕΛΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΚΑΤΣΙΑΜΠΟΥΡΑ ΑΣΠΑΣΙΑ του Νικολάου,ΡΕΚΟΥΝΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΣΤΕΦΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΤΣΙΟΥΝΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΜΑΡΙΑ του Νικολάου,Κίνημα 21,ΓΕΡΟΔΗΜΟΥ ΑΓΓΕΛΑ του Απόστολου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΜΩΡΑΪΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΣΑΜΠΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΛΙΒΙΤΣΑΝΟΥ ΕΙΡΗΝΗ του Λάμπρου,ΝΙΚΗ,ΓΕΩΡΓΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Στεφάνου,ΓΙΩΤΑΚΟΣ ΑΠΟΣΤΟΛΟΣ του Δημοσθένη,ΜΠΑΓΛΑΤΖΗ ΞΕΝΙΑ- ΣΟΦΙΑ του Γεωργίου,ΣΕΚΕΡΤΖΗΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,ΣΚΟΥΡΓΙΑ ΕΛΕΝΗ του Νικολάου,κοινωνία αξιών,ΡΟΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΒΑΛΟΥΞΗ (ΜΠΑΛΟΥΞΗ) ΓΕΩΡΓΙΑ του Δημητρίου,ΚΑΡΑΔΗΜΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΧΑΣΙΩΤΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΓΡΗΓΟΡΙΟΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΜΑΡΓΑΡΙΤΗΣ ΓΑΒΡΙΗΛ του Σταύρου,Ελλήνων Συνέλευσις,ΡΟΪΔΗ ΙΩΑΝΝΑ ΜΑΡΙΑ του Βασιλείου,Ένωση Κεντρώων,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Τρύφωνα,ΚΑΒΑΔΕΛΛΑ ΑΘΗΝΑ - ΕΛΕΥΘΕΡΙΑ του Κωνσταντίνου,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Γεωργίου,ΚΟΥΤΣΟΡΙΖΟΣ ΑΓΓΕΛΟΣ - ΝΙΚΟΛΑΟΣ του Τιμολέωντα,ΦΟΥΡΝΑΡΗΣ ΑΠΟΣΤΟΛΟΣ - ΓΕΩΡΓΙΟΣ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΡΓΑ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ του Ευσταθίου,ΜΑΥΡΟΜΜΑΤΗ ΚΑΙΡΟΥ (ΚΕΡΗ) του Παναγιώτη,ΠΑΠΑΔΟΥΛΗ ΧΑΡΙΚΛΕΙΑ του Νικολάου,ΤΖΙΒΙΝΙΚΟΣ ΘΕΟΔΩΡΟΣ του Αθανασίου,ΦΥΚΑΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΕΑ ΔΟΜΗ,ΠΟΛΥΖΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΡΟΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΡΗΓΟΡΙΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΑΤΣΟΥΡΑ ΕΥΑΓΓΕΛΙΑ του Τριαντάφυλλου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΟΥΛΓΑΡΗ ΕΙΡΗΝΗ - ΧΡΥΣΟΒΑΛΑΝΤΟΥ του Εμμανουήλ,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Δημητρίου,ΛΕΒΕΝΤΗΣ ΣΤΕΦΑΝΟΣ του Θεμιστοκλή,ΜΑΚΡΟΓΙΑΝΝΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΜΠΑΖΑΝΟΣ ΑΛΕΞΑΝΔΡΟΣ - ΣΤΕΦΑΝΟΣ του Νικολάου,ΦΥΣΕΚΗ ΣΟΦΙΑ του Νικολάου,Οικολόγοι Πράσινοι,ΠΟΛΙΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Φωκίωνα,ΕΑΝ...,ΧΡΙΣΤΟΔΟΥΛΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΦΥΣΕΝΤΖΙΔΗΣ ΚΩΣΤΑΣ του Πέτρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΪΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΝΤΟΓΙΑΝΝΗ ΑΝΝΑ του Λαυρεντίου,ΚΟΥΚΟΥΒΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΜΑΓΚΟΥΡΙΤΣΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΑΤΣΙΑΝΤΑΣ ΜΑΡΓΑΡΙΤΗΣ του Ρήγα,ΠΟΛΥΖΟΥ ΙΩΑΝΝΑ του Αθανασίου,ΦΡΑΓΚΟΥΔΑΚΗ ΕΥΓΕΝΙΑ του Ελευθερίου
23 - Μαγνησίας,120 E.T. Δήμου Βόλου,535,356,13,0,13,343,153,6,2,35,53,26,50,60,69,11,14,31,18,11,1,21,20,1,7,1,2,2,3,7,27,1,6,4,13,4,2,6,11,7,1,1,1,2,3,0,12,2,2,2,2,0,3,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0,3,2,2,9,3,3,3,1,4,0,0,0,0,0,0,0,0,2,1,0,0,5,2,0,1,0,2,1,1,3,2,2,1,0,0,0,0,0,0,3,1,1,1,1,1,0,1,0,0,0,0,3,1,0,0,2,1,13,0,5,2,5,1,2,3
23 - Μαγνησίας,121 E.T. Δήμου Βόλου,534,364,11,5,16,348,155,9,2,41,52,39,47,45,68,5,10,28,32,7,5,19,30,15,1,1,6,0,6,8,21,1,2,5,11,3,4,4,19,11,5,0,2,3,9,3,7,3,3,1,1,0,2,1,1,0,3,2,0,3,0,0,1,1,0,1,0,0,0,0,2,2,2,2,5,3,2,10,4,5,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,3,3,2,3,3,3,1,1,0,0,0,0,1,0,0,0,0,0,10,0,3,2,1,0,1,1
23 - Μαγνησίας,122 E.T. Δήμου Βόλου,498,336,5,0,5,331,139,8,2,30,47,22,40,60,66,8,10,23,16,11,3,30,24,5,3,4,3,2,4,5,17,1,3,2,5,0,2,4,10,5,4,0,2,1,2,1,12,0,6,1,2,0,0,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,4,1,5,3,3,1,1,12,1,2,2,2,6,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,5,1,4,3,0,1,0,0,0,0,3,1,1,2,1,1,1,0,0,0,0,0,5,3,0,0,1,0,16,1,3,5,1,4,3,3
23 - Μαγνησίας,123 E.T. Δήμου Βόλου,545,349,9,4,13,336,128,8,4,28,35,27,37,56,78,9,20,35,23,21,0,17,16,4,3,1,4,1,4,4,32,9,6,4,18,4,4,6,16,9,6,0,1,4,5,3,17,2,5,1,7,0,2,5,2,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,3,2,2,12,6,3,3,3,7,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,2,0,0,1,1,7,1,5,0,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,12,5,3,1,1,1,1,3
23 - Μαγνησίας,124 E.T. Δήμου Βόλου,531,348,18,4,22,326,143,9,5,26,54,36,28,61,57,8,9,20,26,12,2,11,23,5,3,0,1,1,3,8,33,3,9,4,13,7,3,6,16,5,1,1,5,3,4,2,8,0,2,1,1,0,1,2,4,1,3,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18,2,8,1,9,8,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,0,1,0,0,1,0,0,1,1,2,2,1,2,1,2,0,2,0,0,1,0,2,2,0,0,1,1,3,1,1,0,2,1,0,0
23 - Μαγνησίας,125 E.T. Δήμου Βόλου,522,359,10,4,14,345,113,4,2,24,36,20,35,38,87,12,23,31,28,20,2,21,23,7,8,2,8,2,2,6,25,2,9,3,8,1,4,2,21,10,3,1,1,1,5,1,18,1,6,3,5,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,1,1,0,10,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,2,0,0,0,0,0,0,7,6,5,1,0,4,2,1,0,1,0,0,0,0,0,0,1,1,19,7,2,4,3,2,3,4
23 - Μαγνησίας,126 E.T. Δήμου Βόλου,520,345,11,1,12,333,105,5,8,15,32,16,35,47,93,7,18,33,35,29,3,23,18,6,6,4,5,0,0,5,26,2,11,4,8,4,3,8,16,9,7,1,2,4,3,2,14,2,7,2,4,0,3,2,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,14,2,3,2,7,6,0,0,1,1,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,3,1,3,2,0,0,0,0,0,0,6,5,1,0,0,1,0,0,0,0,0,1,4,2,1,1,1,0,17,0,5,5,2,3,2,2
23 - Μαγνησίας,127 E.T. Δήμου Βόλου,539,311,12,3,15,296,116,5,4,23,26,31,33,46,69,8,21,26,16,16,1,12,28,6,5,2,2,2,7,13,19,3,1,1,9,4,0,4,13,5,2,0,3,1,1,1,11,2,5,2,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,6,3,3,4,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,3,1,1,1,1,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,3,2,1,1,2,2,8,3,1,1,2,1,0,1
23 - Μαγνησίας,128 E.T. Δήμου Βόλου,535,347,11,1,12,335,130,14,6,40,43,26,36,48,70,11,13,25,30,14,2,12,26,6,6,0,3,4,4,6,21,3,7,4,7,2,1,4,17,4,3,0,3,4,3,1,17,1,6,1,6,0,3,3,4,2,2,0,1,2,0,0,1,0,0,1,0,0,0,0,2,1,2,1,1,0,0,11,4,3,2,6,2,0,0,1,1,1,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,7,3,3,1,2,0,0,0,0,0,4,3,1,2,0,1,1,0,0,1,0,0,2,1,1,0,2,2,8,0,0,2,0,2,3,3
23 - Μαγνησίας,129 E.T. Δήμου Βόλου,534,338,9,1,10,328,111,2,3,26,42,19,38,48,80,12,20,28,33,10,4,17,24,7,4,1,5,4,7,10,21,1,7,6,6,4,3,2,24,14,6,1,4,5,10,3,16,4,6,2,4,1,6,1,0,0,1,0,1,1,0,0,3,1,0,1,0,1,0,2,6,2,0,0,1,0,1,8,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,4,1,1,2,1,1,0,0,1,1,5,3,1,2,1,0,0,0,0,0,0,0,1,1,0,0,2,1,15,3,6,2,0,4,3,2
23 - Μαγνησίας,130 E.T. Δήμου Βόλου,534,363,14,0,14,349,137,8,3,34,47,25,42,49,74,8,11,29,25,20,2,14,19,3,2,3,4,1,2,9,18,3,6,4,4,2,4,1,14,6,3,3,1,0,2,3,18,0,6,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,1,22,8,5,7,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,4,1,1,0,1,0,0,0,0,0,9,7,4,1,0,2,0,1,0,1,1,1,3,2,3,2,0,0,15,2,3,3,3,1,3,4
23 - Μαγνησίας,131 E.T. Δήμου Βόλου,535,357,8,2,10,347,124,2,1,30,53,29,38,50,65,4,8,23,24,33,1,10,35,9,11,3,7,3,10,11,21,2,7,3,7,3,3,1,20,8,5,0,1,7,4,3,23,4,10,1,5,2,4,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,1,1,12,4,3,2,1,4,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,5,0,2,1,1,0,0,0,1,0,1,1,1,2,2,2,0,1,0,0,1,2,2,1,1,1,0,0,18,7,6,4,2,5,2,4
23 - Μαγνησίας,132 E.T. Δήμου Βόλου,533,352,2,4,6,346,128,12,3,29,46,24,37,59,71,9,12,23,20,19,2,21,28,2,8,4,2,4,1,13,22,3,6,7,6,2,2,4,25,7,1,0,2,6,8,5,13,1,3,3,5,0,3,1,2,2,0,0,0,0,0,0,2,1,0,0,0,0,2,1,2,1,3,3,1,0,0,7,3,4,2,0,2,0,0,0,0,0,0,0,0,1,1,1,1,4,0,2,0,0,2,1,1,3,0,2,0,0,0,0,0,0,0,5,5,3,1,0,1,1,1,0,0,0,0,4,4,1,0,0,0,20,1,7,5,1,4,6,5
23 - Μαγνησίας,133 E.T. Δήμου Βόλου,536,343,11,0,11,332,116,6,1,23,32,21,36,57,89,16,14,27,27,24,2,21,29,4,11,5,5,5,6,5,22,5,6,3,8,4,4,0,13,4,4,1,1,3,2,0,13,1,3,2,4,1,0,3,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,4,4,4,2,2,11,5,1,2,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,2,1,0,1,2,0,0,0,0,5,4,0,4,3,0,0,0,0,0,0,0,1,0,1,0,1,0,8,2,1,1,1,0,3,0
23 - Μαγνησίας,134 E.T. Δήμου Βόλου,533,350,5,2,7,343,142,4,3,35,51,25,51,53,65,6,9,26,15,30,0,17,21,2,18,1,5,0,3,4,38,7,12,5,13,5,6,7,21,14,3,0,1,2,4,2,11,1,4,1,0,2,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,5,4,1,1,2,1,1,8,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,1,2,0,1,0,0,0,0,1,1,0,2,0,2,1,2,0,0,0,0,4,1,0,0,0,0,12,1,4,1,1,0,3,0
23 - Μαγνησίας,135 E.T. Δήμου Βόλου,541,366,8,6,14,352,128,10,6,28,51,18,42,54,77,9,16,36,23,16,1,12,37,9,9,5,3,4,5,12,25,5,3,8,7,1,3,5,15,6,3,1,2,4,7,1,10,0,6,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,12,4,3,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,2,2,1,4,1,1,0,1,0,0,0,0,7,2,1,1,0,0,19,0,1,4,2,7,3,8
23 - Μαγνησίας,136 E.T. Δήμου Βόλου,531,353,10,1,11,342,136,9,1,30,36,26,51,62,77,10,10,36,18,19,0,15,21,2,3,1,2,2,8,6,21,3,10,5,6,2,3,1,12,6,1,2,1,4,4,0,14,3,5,2,4,3,4,2,1,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,3,2,6,5,3,1,1,13,7,2,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,5,2,2,1,0,0,1,1,1,2,1,2,2,16,5,7,2,5,4,3,1
23 - Μαγνησίας,137 E.T. Δήμου Βόλου,535,351,20,6,26,325,115,4,3,25,30,19,34,52,82,13,17,19,31,14,4,20,23,3,6,1,5,3,5,9,29,4,4,7,7,2,8,4,12,3,1,0,0,1,4,0,8,0,3,1,2,0,2,1,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,1,3,2,4,2,1,14,4,1,6,5,3,1,1,0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,0,0,2,0,2,0,2,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,14,5,3,3,1,3,5,1
23 - Μαγνησίας,138 E.T. Δήμου Βόλου,532,344,14,4,18,326,121,9,1,19,32,28,44,45,65,5,12,31,24,13,0,14,28,5,6,1,7,1,2,5,27,5,2,5,7,2,5,8,16,7,4,1,1,3,3,3,13,1,3,3,2,1,1,2,2,1,3,1,1,1,0,0,2,0,0,0,0,0,0,0,2,2,2,1,4,2,2,10,4,2,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,7,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,14,1,7,3,1,2,3,4
23 - Μαγνησίας,139 E.T. Δήμου Βόλου,528,360,4,5,9,351,133,12,4,25,54,20,35,60,74,7,13,31,26,31,3,15,28,4,7,1,6,2,3,3,35,5,16,5,13,5,2,6,12,7,3,2,1,1,2,1,17,3,7,1,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,9,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,1,5,4,1,1,0,0,1,0,4,4,2,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,16,1,3,6,4,3,5,3
23 - Μαγνησίας,140 E.T. Δήμου Βόλου,546,374,3,3,6,368,160,8,7,21,63,30,95,63,66,9,9,31,14,21,3,17,25,3,7,3,6,1,5,18,15,4,3,2,5,2,1,1,17,5,2,2,0,2,9,1,13,2,4,2,1,2,4,0,2,2,2,1,2,1,0,0,1,0,0,1,0,1,0,0,2,1,1,1,2,0,0,25,10,1,4,7,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,4,2,1,1,0,0,0,0,4,3,1,1,1,2,1,1,0,0,1,1,3,2,1,1,3,3,12,3,1,1,0,0,2,4
23 - Μαγνησίας,141 E.T. Δήμου Βόλου,523,366,11,0,11,355,156,9,5,36,49,29,42,67,60,15,10,32,16,9,3,11,34,3,11,4,12,3,6,5,23,2,7,4,9,3,4,3,22,8,7,1,0,4,5,2,10,1,3,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,2,1,0,7,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,6,0,3,2,1,1,0,0,0,0,2,2,2,1,0,1,0,1,0,0,0,1,4,2,0,0,1,0,16,1,4,2,2,4,4,7
23 - Μαγνησίας,142 E.T. Δήμου Βόλου,542,378,16,6,22,356,144,8,6,33,42,36,44,59,82,12,9,39,33,5,3,17,29,10,5,0,11,1,2,7,21,6,1,3,9,2,4,4,13,5,3,0,1,0,4,1,13,1,4,4,3,1,3,1,3,3,0,0,0,0,0,0,6,1,2,0,1,0,0,1,0,0,5,4,5,4,4,8,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,1,2,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,1,1,3,2,1,1,15,2,3,1,1,5,4,2
23 - Μαγνησίας,143 E.T. Δήμου Βόλου,538,395,8,3,11,384,131,9,4,28,37,25,39,46,89,13,7,36,41,12,1,9,31,5,6,2,6,3,10,7,29,4,6,6,12,2,3,3,25,10,5,1,2,1,4,1,15,3,6,1,4,2,3,0,5,2,1,0,0,0,0,0,2,1,0,0,0,0,0,1,2,2,0,0,4,1,1,15,3,8,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,7,4,4,1,0,0,0,0,5,3,5,4,3,0,0,3,2,1,0,0,0,1,1,1,2,0,0,0,10,1,4,0,1,0,4,4
23 - Μαγνησίας,144 E.T. Δήμου Βόλου,548,366,14,2,16,350,134,10,3,34,54,23,34,61,93,12,13,24,44,16,8,27,26,4,6,4,4,2,7,8,20,2,7,7,5,4,3,0,15,5,2,1,3,1,5,0,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,5,0,0,0,9,3,1,2,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,0,7,2,4,1,1,0,0,0,0,0,6,5,5,0,0,1,1,1,0,0,0,0,2,0,3,2,1,1,15,2,3,2,3,4,3,3
