ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΟΥΛΚΟΥΔΙΝΑΣ ΣΠΥΡΙΔΩΝ του Ευριπίδη,ΜΑΝΗ-ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΑΝΝΑ του Ευαγγέλου,ΜΠΑΡΑΛΙΑΚΟΣ ΞΕΝΟΦΩΝ (ΦΩΝΤΑΣ) του Ελευθερίου,ΜΠΕΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΝΑΒΡΟΖΙΔΟΥ ΠΑΡΘΕΝΑ (ΝΟΠΗ) του Παναγιώτη,ΧΙΟΝΙΔΗΣ ΣΑΒΒΑΣ του Γεωργίου,ΣΥΡΙΖΑ,ΓΚΟΥΝΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Σωτηρίου,ΖΑΝΝΑΣ ΖΗΣΗΣ του Γρηγορίου,ΖΑΡΩΤΗΣ ΔΙΟΝΥΣΙΟΣ του Χρήστου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΣΚΟΥΦΑ ΕΛΙΣΣΑΒΕΤ (ΜΠΕΤΤΥ) του Δημητρίου,ΧΑΪΛΑΤΖΙΔΟΥ ΘΕΟΔΟΣΙΑ (ΓΝΩΣΟΥΛΑ) του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΕΩΡΓΟΥΛΗ ΕΛΕΝΗ του Κωνσταντίνου,ΘΕΟΧΑΡΟΠΟΥΛΟΥ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Θωμά,ΚΟΥΤΡΟΥΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Εμμανουήλ,ΜΑΛΤΖΑΡΗΣ ΙΩΑΝΝΗΣ του Αθανάσιου,ΜΙΧΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΓΟΥΡΑΣ ΑΝΔΡΕΑΣ του Νικήτα,Κ.Κ.Ε.,ΖΑΧΑΡΟΠΟΥΛΟΣ ΑΧΙΛΛΕΑΣ του Αθανασίου,ΚΟΥΛΑΟΥΖΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ορέστη,ΝΙΚΟΛΑΟΥ ΣΤΕΛΛΑ του Αντωνίου,ΝΤΟΤΣΙΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ανδρέα,ΠΑΠΑΓΕΩΡΓΙΟΥ ΑΡΧΟΝΤΙΑ του Ηλία,ΤΗΛΕΓΡΑΦΟΥ ΑΝΑΣΤΑΣΙΑ του Παντελή,Ελληνική Λύση - Κ. Βελόπουλος,ΖΕΪΜΠΕΚΗΣ ΝΙΚΟΛΑΟΣ του Κυριάκου,ΖΕΡΒΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΚΑΛΑΪΤΖΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιορδάνη,ΚΑΡΑΦΟΥΛΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΝΙΚΟΛΑΪΔΟΥ ΜΑΡΙΑ του Φίλιππου,ΤΣΙΟΜΠΑΝΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΑΝΙΚΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΠΟΥΖΟΥΚΛΙΔΟΥ ΣΩΤΗΡΙΑ του Αλέξανδρου,ΣΤΑΘΑΚΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Κωνσταντίνου,ΧΑΪΔΑΛΗΣ ΘΕΟΛΟΓΟΣ του Κωνσταντίνου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΣΤΙΚΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΜΑΝΙΚΑΣ ΙΩΑΝΝΗΣ του Ηλία,Ο.Κ.Δ.Ε.,ΦΟΥΡΝΟΤΖΗΣ ΑΓΓΕΛΟΣ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΡΑΚΩΣΤΑ ΘΕΟΚΛΕΙΑ του Δημητρίου,ΠΛΙΑΤΣΙΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,Κίνημα 21,ΤΡΑΝΤΗΣ ΑΠΟΣΤΟΛΟΣ του Αριστείδη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗΣ ΑΡΓΥΡΙΟΣ του Μιχαήλ,ΜΠΟΧΤΗ ΕΛΕΝΗ του Κωνσταντίνου,ΝΤΙΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΦΙΛΙΠΠΟΥ ΠΑΝΑΓΙΩΤΑ του Ερμή,ΝΙΚΗ,ΔΕΛΒΕΡΟΥΔΗΣ ΚΟΜΝΗΝΟΣ του Βαγιάνου,ΙΝΤΖΕΣ ΙΩΑΝΝΗΣ του Μόσχου,ΚΑΖΕΠΙΔΟΥ ΕΙΡΗΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΡΑΚΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Ελευθερίου,ΤΣΕΡΤΙΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,κοινωνία αξιών,ΘΗΡΑΙΟΣ ΜΙΧΑΗΛ του Ιακώβου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΝΙΚΗΤΑ ΚΡΥΣΤΑΛΛΕΝΙΑ του Νικολάου,ΧΩΡΙΚΗΣ ΣΤΥΛΙΑΝΟΣ του Θεόδωρου,Ο.Α.Κ.Κ.Ε.,ΚΕΧΑΓΙΑ ΒΑΣΙΛΙΚΗ του Σωτηρίου,Μ-Λ Κ.Κ.Ε.,ΜΑΝΔΕΛΕΝΑΚΗ ΖΩΗ του Ηλία,Ελλήνων Συνέλευσις,ΚΟΥΤΡΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΡΑΧΑΝΑ ΑΝΔΡΟΝΙΚΗ του Δημητρίου,Ένωση Κεντρώων,ΚΑΡΔΑΚΟΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΝΤΖΙΑΛΑ ΧΡΥΣΟΥΛΑ του Γεωργίου,ΠΑΞΙΜΑΔΗΣ ΘΕΟΔΩΡΟΣ του Αντωνίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΝΕΣΤΟΡΑΣ ΒΑΣΙΛΗΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΒΑΖΑΚΑΣ ΓΕΩΡΓΙΟΣ του Αστερίου,ΓΙΑΛΤΟΥΡΙΔΗΣ ΜΙΧΑΗΛ του Ευσταθίου,ΚΛΕΤΣΑ ΦΩΤΕΙΝΗ του Διονυσίου,ΜΕΝΟΥΝΟΥ ΑΔΑΜΑΝΤΙΑ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΖΑΦΕΙΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΚΡΕΠΕΤΟΥ ΝΙΚΟΛΕΤΤΑ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΥΦΑΝΤΗ ΜΑΡΙΑ του Δημητρίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΡΟΥΝΤΟΣ ΑΝΔΡΕΑΣ του Ιωάννη,Οικολόγοι Πράσινοι,ΣΟΥΡΜΠΑΤΗ ΠΑΡΑΣΚΕΥΗ του Λαζάρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΩΠΑΚΗ ΧΑΡΙΚΛΕΙΑ του Αθανασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΝΤΕΚΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Τριαντάφυλλου
13 - Πιερίας,156 E.T. Δήμου Κατερίνης,527,341,5,1,6,335,98,37,28,42,7,1,40,68,23,28,9,4,21,16,49,4,0,31,5,12,14,10,3,0,2,0,6,0,21,8,6,4,5,2,1,11,4,3,2,2,1,1,1,0,0,0,0,0,0,4,4,3,0,0,1,0,45,21,8,5,18,4,19,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,2,2,3,3,0,0,3,1,0,0,11,5
13 - Πιερίας,157 E.T. Δήμου Κατερίνης,516,314,4,0,4,310,135,42,48,73,9,6,37,59,14,14,14,7,16,20,28,5,1,16,6,6,5,14,7,2,3,1,1,1,23,10,10,6,3,6,2,7,2,3,2,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,28,18,6,4,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,2,1,0,0,0,0,0,2,2,4,2
13 - Πιερίας,158 E.T. Δήμου Κατερίνης,523,334,5,0,5,329,125,30,50,58,13,8,51,47,13,8,5,1,10,25,31,3,2,19,12,3,8,15,7,2,2,0,3,2,26,6,6,8,5,3,2,19,6,12,8,1,2,2,0,0,0,0,3,0,3,3,1,5,3,1,2,2,29,13,7,3,9,4,9,1,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,1,1,2,1,1,0,0,0,0,4,4,0,0,0,0,3,1,1,1,9,8
13 - Πιερίας,159 E.T. Δήμου Κατερίνης,528,350,3,2,5,345,152,38,57,80,14,7,54,58,21,21,12,1,13,22,32,3,3,19,8,8,3,12,5,4,3,3,2,2,15,4,2,2,2,9,0,8,2,3,1,0,2,2,2,0,1,1,2,1,1,1,1,4,0,3,1,1,34,16,3,4,10,11,10,1,0,1,1,0,1,1,2,1,4,3,2,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,1,1,4,1,2,1,3,1
13 - Πιερίας,160 E.T. Δήμου Κατερίνης,520,302,5,0,5,297,96,18,39,44,10,5,17,60,19,19,4,4,19,20,28,5,2,15,10,10,3,22,11,0,7,2,11,2,19,6,1,5,6,7,3,10,3,5,3,2,3,3,1,1,0,0,1,1,1,1,1,1,1,1,0,0,36,9,8,9,2,14,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,5,3,4,0,1,0,0,2,1,0,0,0,0,2,1,0,0,6,5
13 - Πιερίας,161 E.T. Δήμου Κατερίνης,520,326,6,2,8,318,108,26,31,49,12,9,39,65,22,22,13,4,27,19,44,5,0,29,9,12,6,7,5,2,1,1,2,0,19,11,6,2,1,7,2,13,4,5,2,1,0,0,0,0,0,0,0,0,0,2,1,3,2,0,2,0,34,11,5,4,10,6,11,1,1,1,0,0,0,0,0,0,4,3,3,1,1,0,1,1,0,3,1,1,0,0,1,1,0,0,1,1,2,2,1,0,0,0,7,2
13 - Πιερίας,162 E.T. Δήμου Κατερίνης,519,326,4,3,7,319,125,28,52,50,12,8,52,56,19,8,9,2,15,20,39,2,2,24,3,35,8,17,8,0,6,0,5,2,19,8,16,4,2,2,1,7,3,1,2,2,1,0,1,1,0,0,2,2,0,2,2,2,1,1,0,0,26,12,6,5,4,4,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,1,0,6,6,0,0,0,0,3,1,1,1,7,2
13 - Πιερίας,163 E.T. Δήμου Κατερίνης,528,322,3,1,4,318,122,36,28,61,7,5,59,53,16,13,6,3,9,19,40,7,1,16,11,18,3,13,4,1,4,0,5,2,20,7,8,1,5,3,1,6,1,2,0,1,3,3,1,1,0,0,1,1,1,3,2,1,0,1,0,0,40,7,8,5,13,7,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,2,1,0,0,1,0,1,0,7,4
13 - Πιερίας,164 E.T. Δήμου Κατερίνης,519,318,6,1,7,311,111,23,42,52,11,2,43,69,23,19,8,4,20,24,28,3,0,18,10,7,6,18,10,1,3,1,3,5,18,5,6,6,4,4,0,9,1,7,5,2,1,1,0,0,0,0,3,1,2,2,2,4,1,2,1,1,22,5,6,5,8,2,9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,4,1,1,0,0,1,1,3,2,0,0,0,0,1,1,13,9
13 - Πιερίας,165 E.T. Δήμου Κατερίνης,502,303,9,0,9,294,131,27,45,58,13,14,50,51,13,7,8,3,28,18,36,4,3,14,13,6,9,6,3,0,1,0,2,2,16,5,7,0,3,1,2,6,1,5,2,1,1,1,1,1,0,0,0,0,0,1,1,4,2,1,1,0,20,6,3,2,7,7,7,0,0,1,1,1,0,0,1,1,0,0,0,2,2,1,1,1,1,3,2,0,1,1,0,0,1,1,2,2,1,1,2,2,2,2,5,5
13 - Πιερίας,166 E.T. Δήμου Κατερίνης,556,265,4,0,4,261,138,29,23,30,14,22,106,20,8,3,0,2,8,7,45,8,1,22,13,15,6,1,1,0,0,1,0,0,19,12,4,5,2,1,0,0,0,0,0,0,3,3,0,0,0,0,1,1,1,2,2,1,1,1,0,0,20,8,6,3,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,1,1,0,0,0,0,0,1,1,2,2,0,0,0,0,2,2,2,2
13 - Πιερίας,167 E.T. Δήμου Κατερίνης,539,246,7,0,7,239,128,33,19,27,23,15,98,25,9,11,3,1,5,4,11,0,0,6,1,4,1,1,0,1,1,0,0,0,20,2,10,5,4,4,0,3,1,1,1,0,2,2,0,0,0,0,0,0,0,4,4,1,0,1,0,1,31,16,8,2,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,5,2
13 - Πιερίας,168 E.T. Δήμου Κατερίνης,393,232,10,1,11,221,105,41,34,39,2,5,47,24,10,4,5,3,7,9,41,5,4,20,20,14,2,2,1,0,0,0,0,0,18,4,4,5,4,3,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,18,9,7,1,3,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0
13 - Πιερίας,169 E.T. Δήμου Κατερίνης,392,234,7,1,8,226,96,32,39,35,12,6,29,35,16,8,6,1,15,5,22,3,1,14,4,8,1,5,1,0,1,0,2,1,17,6,5,2,4,5,1,6,2,4,3,0,1,1,0,0,0,0,1,1,1,1,0,6,2,3,1,3,25,11,8,0,13,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,0,0,0,0,1,1,0,0,3,1,0,0,4,2
13 - Πιερίας,170 E.T. Δήμου Κατερίνης,395,150,4,2,6,144,49,30,7,8,4,2,25,23,3,4,11,0,7,8,22,3,1,16,5,8,0,6,1,0,3,0,2,2,16,8,8,1,3,3,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,7,3,2,1,5,0,3,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,3
13 - Πιερίας,171 E.T. Δήμου Κατερίνης,409,175,4,0,4,171,70,24,22,23,9,9,29,16,6,3,5,1,8,4,16,3,1,7,5,7,1,2,0,0,1,0,1,0,11,7,4,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,2,0,0,35,11,7,3,19,5,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7
13 - Πιερίας,172 E.T. Δήμου Κατερίνης,388,154,1,2,3,151,51,14,13,15,6,10,21,36,16,5,13,2,13,8,30,4,3,13,11,14,3,7,4,3,2,1,2,1,7,3,0,3,0,2,2,1,0,1,1,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,8,4,3,0,3,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5
13 - Πιερίας,173 E.T. Δήμου Κατερίνης,555,351,21,2,23,328,139,61,40,49,15,4,53,54,23,10,28,1,9,15,50,5,3,32,22,10,2,7,1,1,3,0,2,1,21,5,6,3,4,6,0,3,1,0,0,0,13,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,11,9,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,2,0,0,1,1,2,2,8,7
13 - Πιερίας,174 E.T. Δήμου Κατερίνης,560,336,3,1,4,332,109,41,39,37,11,4,46,56,19,10,24,5,10,10,55,6,2,40,17,15,6,11,6,1,3,0,3,2,26,8,7,5,0,4,0,6,3,3,1,1,7,7,0,0,0,0,0,0,0,3,1,1,1,1,0,0,34,12,13,4,10,6,4,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,2,2,4,1,2,0,0,0,0,1,0,0,0,1,1,5,3,2,1,7,6
13 - Πιερίας,175 E.T. Δήμου Κατερίνης,557,375,8,1,9,366,173,74,60,55,30,9,59,47,18,11,22,2,11,14,41,3,0,26,13,15,10,6,2,3,0,0,2,0,32,10,9,4,11,14,1,6,1,1,3,3,5,5,0,0,0,0,0,0,0,0,0,3,2,1,2,1,31,14,10,6,6,5,8,0,0,2,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,1,1,5,3,1,0,2,1,3,2,4,2
13 - Πιερίας,176 E.T. Δήμου Κατερίνης,535,338,3,2,5,333,153,63,66,50,14,7,51,34,15,4,15,4,1,10,45,1,0,32,12,18,2,5,0,1,1,1,2,0,39,15,10,7,4,12,1,5,2,3,3,0,14,13,0,0,0,0,0,0,0,6,3,1,1,0,1,0,17,7,5,0,4,2,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,1,1,1,1,1,1,2,2,0,0,5,4
13 - Πιερίας,177 E.T. Δήμου Κατερίνης,480,246,6,4,10,236,103,20,48,32,14,50,14,36,8,10,2,5,15,17,26,2,12,16,2,6,5,5,3,0,1,0,0,0,32,5,7,10,5,17,1,6,1,2,3,3,2,2,0,0,0,0,1,1,0,0,0,2,2,0,0,2,15,10,4,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,4,4
13 - Πιερίας,178 E.T. Δήμου Κατερίνης,480,245,1,1,2,243,112,33,42,31,13,46,21,35,11,14,7,2,8,10,22,5,8,7,2,10,1,10,2,3,3,1,6,0,20,3,4,4,5,12,0,5,1,3,2,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,19,11,5,3,2,4,3,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,0,0,6,4
13 - Πιερίας,179 E.T. Δήμου Κατερίνης,476,275,4,1,5,270,110,23,48,31,17,44,36,36,4,15,2,2,8,9,43,2,17,19,9,13,1,17,4,5,9,3,3,2,20,6,7,2,5,8,0,10,5,1,3,1,2,2,0,0,0,0,1,0,1,2,2,2,1,0,0,1,14,7,2,3,0,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,6,6
13 - Πιερίας,180 E.T. Δήμου Κατερίνης,491,276,5,2,7,269,75,25,37,17,5,32,15,48,8,23,4,5,14,16,36,3,16,13,7,11,5,13,3,2,4,4,6,1,29,9,8,14,7,14,0,4,1,2,2,0,4,4,1,0,0,0,0,0,0,1,1,2,2,1,0,1,37,18,11,8,6,9,13,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,2,1,0,0,1,1,2,2,10,8
13 - Πιερίας,181 E.T. Δήμου Κατερίνης,485,262,1,2,3,259,121,35,52,24,9,62,23,31,12,13,3,1,12,5,17,3,7,7,2,8,0,12,3,1,1,2,4,1,24,9,5,2,5,12,0,8,4,2,4,4,3,3,0,0,0,0,0,0,0,0,0,3,1,2,0,1,23,16,4,3,0,5,5,0,0,2,1,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,5,5
13 - Πιερίας,182 E.T. Δήμου Κατερίνης,487,306,1,0,1,305,123,40,56,33,7,36,27,46,11,21,11,5,12,6,35,3,18,18,2,10,1,16,6,2,4,4,4,2,25,6,6,2,5,14,1,7,1,3,3,0,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,26,16,9,4,6,6,3,0,0,0,0,0,0,0,1,1,2,0,0,1,1,1,0,1,1,4,3,1,1,2,1,1,0,0,1,1,1,1,1,0,0,0,9,4
13 - Πιερίας,183 E.T. Δήμου Κατερίνης,486,292,3,0,3,289,134,38,46,41,10,50,19,32,9,17,0,3,12,5,39,3,21,13,3,17,2,19,4,3,4,2,2,3,26,6,9,9,1,13,1,2,0,1,1,0,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19,9,3,2,4,4,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,5
13 - Πιερίας,184 E.T. Δήμου Κατερίνης,473,288,3,1,4,284,127,32,56,40,13,54,28,38,12,17,8,5,9,5,41,2,10,22,5,18,2,4,2,0,1,1,1,1,17,3,4,6,2,11,0,11,3,2,5,3,3,3,0,0,0,0,1,1,1,2,0,5,1,2,2,0,21,10,6,4,8,3,3,0,0,1,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,5,5
13 - Πιερίας,185 E.T. Δήμου Κατερίνης,495,259,12,2,14,245,113,25,55,34,10,49,17,39,6,17,2,2,10,15,18,0,9,9,6,2,1,6,2,0,2,2,3,0,18,6,7,0,1,10,0,7,2,2,3,1,3,2,0,0,0,0,0,0,0,2,1,7,5,3,1,1,14,7,2,3,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,11,7
13 - Πιερίας,186 E.T. Δήμου Κατερίνης,490,265,0,0,0,265,135,45,58,26,10,68,13,26,7,13,5,3,9,3,25,1,10,11,3,10,1,7,2,1,1,2,2,1,21,8,6,4,5,7,0,3,3,2,0,1,1,1,0,0,0,0,2,2,2,3,3,8,2,3,2,2,19,15,8,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,2,2,1,1,0,0,4,4,0,0,4,3
13 - Πιερίας,187 E.T. Δήμου Κατερίνης,481,266,2,0,2,264,109,30,43,25,9,48,13,46,6,23,2,5,23,8,31,1,14,11,5,11,1,7,2,0,1,0,1,1,18,4,4,4,4,9,1,5,2,1,3,0,1,1,1,1,0,0,1,1,1,3,2,5,1,3,0,0,20,8,11,1,3,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,4,4,0,0,3,2,0,0,5,3
13 - Πιερίας,188 E.T. Δήμου Κατερίνης,391,265,3,0,3,262,87,44,29,20,9,11,17,33,11,14,2,2,12,4,40,2,6,12,6,25,2,27,10,1,11,2,10,7,28,12,5,4,11,3,0,5,2,0,1,0,2,1,0,0,0,0,1,1,1,3,2,4,1,0,1,0,17,12,2,1,6,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,3,0,0,0,0,2,2,6,3
13 - Πιερίας,189 E.T. Δήμου Κατερίνης,372,242,3,4,7,235,95,43,25,37,9,5,28,45,14,12,3,2,13,12,27,6,0,16,0,12,0,13,4,0,5,0,3,2,14,7,3,2,1,5,1,9,2,4,6,1,1,1,1,0,0,0,0,0,0,1,0,3,0,1,0,0,16,11,3,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,2
13 - Πιερίας,190 E.T. Δήμου Κατερίνης,362,109,2,0,2,107,43,20,15,11,16,9,9,13,2,2,0,1,1,7,15,1,1,10,6,3,5,1,0,0,0,1,0,1,12,4,4,5,1,4,0,2,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,16,11,5,1,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13 - Πιερίας,191 E.T. Δήμου Κατερίνης,350,135,3,0,3,132,66,26,32,19,11,9,14,10,2,1,0,1,4,3,23,3,0,12,8,8,4,6,1,1,4,0,1,1,7,0,3,2,2,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15,13,2,1,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13 - Πιερίας,192 E.T. Δήμου Κατερίνης,680,406,7,1,8,398,144,51,58,58,11,20,30,36,14,10,6,2,9,14,53,8,6,39,11,17,7,15,4,4,6,1,7,2,32,10,6,4,6,8,1,14,5,8,3,3,0,0,0,0,0,0,0,0,0,3,2,7,6,3,1,0,53,33,19,7,4,15,14,0,0,0,0,0,0,0,0,0,4,3,1,1,1,0,0,1,1,12,10,4,0,3,0,0,1,0,4,3,1,0,3,2,0,0,14,8
13 - Πιερίας,193 E.T. Δήμου Κατερίνης,462,230,3,0,3,227,116,72,32,28,3,16,34,11,2,2,1,0,3,3,25,5,0,20,6,8,5,3,2,0,2,0,1,1,13,1,2,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,6,5,2,1,0,1,0,35,35,8,1,4,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,4,2
13 - Πιερίας,194 E.T. Δήμου Κατερίνης,437,161,4,2,6,155,78,43,19,16,11,3,26,8,1,1,0,3,6,1,22,1,2,15,5,4,9,0,0,0,0,0,0,0,15,3,7,7,0,2,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,23,4,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2
