ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΜΑΝΑΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Ισαάκ,ΒΡΥΖΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Παναγιώτη,ΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Γεωργίου,ΠΡΩΪΟΥ-ΒΑΡΖΗ ΕΥΛΑΜΠΙΑ του Ευαγγέλου,ΣΥΡΙΖΑ,ΒΑΤΑΛΗΣ ΣΩΚΡΑΤΗΣ του Αργυρίου,ΒΕΤΤΑ ΚΑΛΛΙΟΠΗ του Δημητρίου,ΓΚΑΣΤΑΡΗ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Γεωργίου,ΚΑΡΥΠΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΜΙΧΕΛΑΚΗ ΕΥΘΥΜΙΑ (ΕΦΗ) του Βασιλείου,ΠΑΣΣΑΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΖΑΡΟΓΙΑΝΝΗΣ ΛΟΥΚΑΣ του Ιωάννη,ΚΑΜΑΡΙΑΔΟΥ ΠΑΝΑΓΙΩΤΑ του Δημητρίου,ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ ΠΑΡΑΣΚΕΥΑΣ (ΠΑΡΙΣ) του Δημητρίου,ΝΙΚΟΛΑΪΔΗΣ ΙΣΑΑΚ του Ανέστη,ΤΣΙΡΝΑΡΗ ΕΛΕΝΗ του Ιωάννη,ΦΤΑΚΑΣ ΓΕΩΡΓΙΟΣ του Χαρίσιου,Κ.Κ.Ε.,ΔΗΜΑΡΑΚΗ ΦΩΤΕΙΝΗ του Χρήστου,ΕΓΡΕΣ ΑΒΡΑΑΜ του Ιωάννη,ΘΕΟΔΩΡΙΔΗΣ ΕΜΜΑΝΟΥΗΛ του Αδάμ,ΚΟΥΖΙΑΚΗ ΘΕΟΔΩΡΑ ΜΑΤΙΝΑ (ΤΙΝΑ) του Παναγιώτη,ΜΩΥΣΙΑΔΗΣ ΣΤΑΥΡΟΣ του Θεοδώρου,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΩΤΣΙΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ (ΛΕΥΤΕΡΗΣ) του Άγγελου,ΛΙΒΕΡΙΑΔΟΥ ΑΝΑΣΤΑΣΙΑ του Λιβερίου,ΞΑΝΘΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Κωνσταντίνου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Θεοδώρου,ΧΕΙΜΩΝΙΔΟΥ ΚΑΤΙΝΑ (ΚΑΤΕΡΙΝΑ) του Μιχαήλ,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΘΑΝΑΣΙΑΔΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΛΙΑΚΟΣ ΠΟΛΥΔΕΥΚΗΣ του Θωμά,ΛΟΤΣΙΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΑΝΟΥ-ΓΙΟΛΔΑΣΗ ΑΓΓΕΛΙΚΗ (ΑΓΓΕΛΑ) του Ζήση,ΜΙΧΑΛΟΠΟΥΛΟΣ ΘΩΜΑΣ (ΜΑΚΗΣ) του Δημητρίου,ΜΠΕΓΛΕΡΙΔΟΥ ΣΤΑΥΡΟΥΛΑ του Αλέξανδρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΠΟΣΤΟΛΙΔΗΣ ΛΑΥΡΕΝΤΙΟΣ του Θεοφύλακτου,ΜΠΕΜΠΗ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΤΣΙΡΑΝΙΔΟΥ ΘΕΟΔΩΡΑ του Αναστάσιου,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΣΙΔΟΥ ΜΑΡΙΑ του Θεοδώρου,ΘΕΡΑΠΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΟΥΤΡΩΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΚΑΡΥΔΗΣ ΜΑΡΚΟΣ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΣΠΡΑΓΚΑΘΟΣ ΑΠΟΣΤΟΛΟΣ του Κωνσταντίνου,ΓΑΡΟΥΦΑΛΛΙΔΟΥ ΓΙΑΝΟΥΛΛΑ του Νικολάου,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,Κίνημα 21,ΧΑΡΑΛΑΜΠΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΣΤΥΛΙΔΟΥ ΟΛΓΑ του Ανέστη,ΤΑΜΙΩΛΑΚΗ ΕΙΡΗΝΗ του Ιωάννη,ΤΣΙΚΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΝΙΚΗ,ΑΛΑΤΖΗ ΕΙΡΗΝΗ του Χαραλάμπους,ΘΕΟΔΩΡΟΥ ΑΠΟΣΤΟΛΟΣ ΙΩΑΝΝΗΣ του Λάμπρου,ΜΠΑΛΙΑΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΣΙΣΜΑΝΙΔΟΥ ΠΟΛΥΞΕΝΗ του Γεωργίου,κοινωνία αξιών,ΓΟΥΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΡΝΑΟΥΤΗ ΑΝΝΑ του Θεοδώρου,ΒΛΑΧΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΓΙΑΝΤΣΗΣ ΜΙΧΑΗΛ του Βασιλείου,Ο.Α.Κ.Κ.Ε.,ΚΑΒΒΑΔΑΣ ΣΠΥΡΙΔΩΝ του Αριστείδη,Μ-Λ Κ.Κ.Ε.,ΤΣΙΤΟΣ ΙΩΑΝΝΗΣ του Φώτιου,Ελλήνων Συνέλευσις,ΓΕΩΡΓΙΑΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΓΚΙΟΥΡΑ ΘΕΟΔΩΡΑ του Κωνσταντίνου,ΚΑΡΑΚΟΥΛΑ ΜΑΡΚΗΣΙΑ του Χαρίσιου,ΚΑΡΑΜΑΡΚΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΠΟΥΛΑΤΣΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,Ένωση Κεντρώων,ΒΟΓΔΟΠΟΥΛΟΣ ΘΩΜΑΣ του Νικολάου,ΜΑΡΚΟΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,ΡΟΥΚΑ ΘΕΟΠΟΥΛΑ του Αποστόλου,ΧΡΙΣΤΟΦΟΡΙΔΟΥ ΕΥΡΗΚΑ του Βίκτωρα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΤΕΝΤΣΟΓΛΙΔΗΣ ΜΑΡΙΟΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΟΥΡΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Ηρακλή,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΛΙΑΚΗΣ ΘΩΜΑΣ του Αθανασίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΡΙΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΙΩΣΗΦΙΔΗΣ ΚΥΡΙΑΚΟΣ του Δαμιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΚΟΛΙΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Σπυρίδωνα,ΦΟΥΤΣΟΓΛΟΥ ΚΥΡΙΑΚΗ του Κωνσταντίνου,ΧΑΝΤΑΒΑΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Παύλου,Οικολόγοι Πράσινοι,ΔΗΜΑΚΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,ΙΩΑΝΝΙΔΗΣ ΧΡΗΣΤΟΣ του Αβραάμ,ΕΑΝ...,ΓΙΑΝΝΙΤΣΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΓΟΝΑΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΡΑΣΣΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
15 - Κοζάνης,119 E.T. Δήμου Εορδαίας,420,222,2,2,4,218,111,23,67,10,34,33,2,38,7,12,2,21,13,11,25,5,8,5,11,6,0,9,3,0,0,3,3,2,15,0,4,0,1,5,4,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,8,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
15 - Κοζάνης,120 E.T. Δήμου Εορδαίας,535,377,5,3,8,369,226,43,136,14,38,123,5,44,5,7,2,11,10,20,26,9,8,7,13,8,0,15,0,1,0,0,9,7,12,1,10,1,1,1,4,1,0,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,19,6,3,7,8,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,2,1,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,7,7
15 - Κοζάνης,121 E.T. Δήμου Εορδαίας,519,357,7,1,8,349,218,10,148,6,51,75,4,37,4,14,2,13,9,16,18,3,4,6,9,4,3,21,0,2,0,3,14,12,16,5,5,2,0,2,0,3,1,0,0,2,0,1,5,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,13,3,4,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,2,1,2,0,0,0,0,6,3
15 - Κοζάνης,122 E.T. Δήμου Εορδαίας,214,153,1,1,2,151,38,1,28,3,7,8,0,35,1,4,3,12,8,20,15,1,5,7,9,3,2,41,4,0,3,10,22,13,6,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2
15 - Κοζάνης,123 E.T. Δήμου Εορδαίας,387,248,2,1,3,245,98,10,67,5,20,32,11,49,2,12,3,17,32,9,31,7,5,13,16,10,1,4,3,1,0,1,2,0,24,9,7,5,2,4,6,6,0,0,0,1,0,1,4,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,1,1,5,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,5,5
15 - Κοζάνης,124 E.T. Δήμου Εορδαίας,409,236,8,3,11,225,99,21,58,2,27,29,1,38,6,8,3,9,26,5,31,5,9,16,11,3,0,9,4,0,1,2,3,4,16,4,3,2,0,4,0,2,1,1,0,1,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,11,6,3,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,5,5
15 - Κοζάνης,125 E.T. Δήμου Εορδαίας,502,252,4,0,4,248,112,9,89,6,15,47,4,51,10,21,6,16,6,11,31,5,6,4,9,16,1,17,3,0,2,3,3,1,13,2,3,0,0,1,7,4,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,7,3
15 - Κοζάνης,126 E.T. Δήμου Εορδαίας,474,240,0,3,3,237,129,8,94,11,16,39,4,35,2,12,1,13,14,8,29,5,5,9,10,5,0,10,2,0,0,3,6,2,6,1,0,2,0,1,3,6,1,0,2,0,0,1,3,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,3,1
15 - Κοζάνης,127 E.T. Δήμου Εορδαίας,523,334,8,3,11,323,130,18,43,8,32,60,8,63,5,15,1,29,24,21,26,4,5,6,8,8,1,17,1,0,1,4,11,8,13,3,6,2,1,4,3,17,9,6,1,2,1,4,1,0,0,1,1,0,0,0,0,0,1,1,0,1,5,3,5,2,2,0,0,12,5,3,4,7,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,1,1,0,0,1,1,1,5,2,0,0,5,2,2,2,1,1,0,1,3,3,2,1,0,0,0,10,6
15 - Κοζάνης,128 E.T. Δήμου Εορδαίας,526,326,1,6,7,319,130,16,48,11,49,61,9,62,15,19,7,22,18,22,16,3,7,3,2,5,0,21,7,1,1,6,4,7,11,0,4,1,1,0,4,9,3,1,2,2,0,4,5,2,2,3,3,1,2,2,0,0,1,1,0,0,0,0,3,3,2,0,0,26,7,4,8,10,0,0,0,0,0,0,0,0,2,0,2,2,1,1,0,0,2,1,1,0,2,6,6,1,1,0,0,2,2,1,1,2,2,1,1,4,4,2,2,1,0,0,8,6
15 - Κοζάνης,129 E.T. Δήμου Εορδαίας,521,299,4,3,7,292,115,22,45,8,39,54,3,64,8,17,7,20,25,23,14,2,1,6,6,6,0,15,2,0,0,3,10,4,17,8,9,2,1,2,6,8,4,1,1,1,0,0,6,2,0,4,2,0,0,0,0,0,3,2,2,1,2,2,4,1,2,2,0,16,3,2,6,9,0,0,0,0,0,0,0,0,1,0,3,1,2,1,1,0,1,0,0,0,0,1,1,1,1,0,0,3,1,3,1,1,1,1,0,4,1,1,0,0,0,0,8,6
15 - Κοζάνης,130 E.T. Δήμου Εορδαίας,528,342,4,3,7,335,119,23,35,13,44,42,3,69,12,24,9,21,18,17,47,14,11,12,14,7,3,25,8,2,0,11,10,9,13,2,2,4,2,0,3,2,0,0,0,1,0,1,7,3,0,6,2,0,2,2,0,0,2,1,0,0,1,1,4,2,0,1,1,21,10,3,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,0,0,3,1,0,0,0,0,4,2,0,0,0,0,1,0,0,2,1,2,0,8,3
15 - Κοζάνης,131 E.T. Δήμου Εορδαίας,518,303,7,1,8,295,118,14,54,9,32,57,2,77,7,24,4,28,22,33,28,1,7,6,12,10,0,17,3,1,3,3,10,5,5,2,1,1,1,1,1,5,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,0,0,12,7,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,1,5,3,1,1,3,3,1,1,3,1,0,0,2,1,0,0,0,3,2,7,4
15 - Κοζάνης,132 E.T. Δήμου Εορδαίας,525,296,7,1,8,288,111,17,56,7,39,36,7,61,4,19,2,19,23,26,36,8,7,3,19,13,0,16,5,0,0,2,10,7,16,2,7,3,3,1,2,4,0,2,0,0,0,2,2,0,1,1,2,1,1,0,0,0,1,1,0,1,1,0,2,0,1,1,0,9,4,4,3,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,4,3,4,2,0,0,0,0,2,0,1,0,0,1,0,11,8
15 - Κοζάνης,133 E.T. Δήμου Εορδαίας,530,314,1,1,2,312,129,25,59,15,45,51,1,71,12,7,6,24,24,39,30,4,5,7,11,8,1,12,2,0,0,3,8,8,17,3,3,3,3,2,4,12,1,0,1,3,0,5,0,0,0,0,2,1,2,0,0,0,1,0,1,0,4,3,2,0,0,1,0,11,6,1,4,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,15,11
15 - Κοζάνης,134 E.T. Δήμου Εορδαίας,518,331,4,2,6,325,116,5,64,10,34,59,3,74,11,25,7,26,18,25,27,4,8,2,19,8,1,19,5,0,2,7,11,5,20,4,11,3,4,1,3,10,3,0,0,5,1,2,0,0,0,0,1,0,0,0,0,0,2,0,2,2,1,1,1,0,1,0,0,15,8,3,8,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,4,0,0,2,2,1,1,0,0,5,3,5,5,1,0,0,0,6,4,3,1,1,2,0,10,6
15 - Κοζάνης,135 E.T. Δήμου Εορδαίας,519,320,5,0,5,315,105,13,47,4,41,50,4,92,17,33,8,19,39,33,26,4,7,4,10,9,0,33,8,0,1,5,16,13,18,1,4,2,3,3,3,9,1,5,0,3,2,4,5,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,0,1,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,1,1,6,6,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4
15 - Κοζάνης,136 E.T. Δήμου Εορδαίας,506,295,3,0,3,292,122,9,49,3,56,54,3,65,10,18,5,21,20,29,20,1,6,5,11,2,1,25,5,0,2,9,13,12,13,2,3,2,6,1,4,9,4,2,1,2,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,1,1,0,0,0,9,1,3,4,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,3,3,1,1,1,0,2,2,0,1,1,1,0,7,5
15 - Κοζάνης,137 E.T. Δήμου Εορδαίας,525,301,6,2,8,293,139,18,54,8,45,78,4,56,3,12,5,21,16,21,29,5,7,9,17,1,2,14,0,0,1,4,8,1,14,4,4,1,3,2,2,4,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,3,2,2,0,1,8,2,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,12,5
15 - Κοζάνης,138 E.T. Δήμου Εορδαίας,523,335,7,2,9,326,123,17,65,14,35,47,0,69,10,22,7,23,14,22,27,6,8,8,11,5,0,29,4,0,1,3,12,13,17,2,5,2,2,5,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,11,6,7,3,3,17,3,2,3,6,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,3,1,4,3,0,0,0,0,2,1,0,2,1,0,0,5,2
15 - Κοζάνης,139 E.T. Δήμου Εορδαίας,523,299,4,2,6,293,102,17,37,19,50,34,3,82,4,27,2,31,28,27,13,3,2,1,7,3,0,16,3,0,0,5,11,5,15,5,3,1,2,5,5,10,2,1,0,1,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,6,5,2,0,0,1,1,17,6,1,5,7,1,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,0,3,1,0,0,0,0,3,3,2,2,0,1,0,0,0,0,0,1,1,13,11
15 - Κοζάνης,140 E.T. Δήμου Εορδαίας,516,307,6,4,10,297,108,19,46,15,33,42,7,65,7,16,6,17,18,30,25,4,6,10,8,6,2,23,8,1,1,8,9,8,14,5,5,2,1,3,3,9,4,4,0,2,0,3,3,1,0,2,2,2,1,0,0,0,2,1,1,0,3,3,4,1,1,2,0,10,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4,2,0,0,4,2,0,0,0,0,0,0,4,1,1,0,0,4,4,10,6
15 - Κοζάνης,141 E.T. Δήμου Εορδαίας,518,355,9,2,11,344,152,28,61,20,48,69,6,63,3,27,2,29,11,26,28,9,3,4,13,11,0,16,2,0,0,3,8,7,14,3,5,4,4,4,3,5,1,2,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,6,6,2,1,1,12,4,2,4,5,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6,3,3,3,0,0,10,9,2,1,1,0,1,0,3,0,0,5,2,0,0,10,6
15 - Κοζάνης,142 E.T. Δήμου Εορδαίας,521,361,10,1,11,350,145,31,58,25,36,64,7,66,5,22,7,23,18,21,43,10,8,12,11,14,0,14,2,0,0,3,6,2,27,1,10,6,2,6,7,7,3,3,0,1,0,2,3,2,1,1,0,0,0,0,0,0,4,2,2,0,2,2,2,2,0,0,1,15,6,3,6,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,0,0,2,0,1,0,0,0,0,0,4,1,2,0,0,0,0,8,6
15 - Κοζάνης,143 E.T. Δήμου Εορδαίας,519,377,10,4,14,363,159,19,77,17,46,72,3,79,9,30,10,27,18,35,22,2,3,4,13,3,0,13,1,0,0,4,5,4,19,5,5,2,3,2,1,8,0,1,0,1,0,2,5,3,0,5,1,0,1,0,0,0,2,0,2,2,3,2,4,1,2,2,1,23,8,7,5,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,4,3,1,0,1,0,2,2,1,4,1,1,1,6,4
15 - Κοζάνης,144 E.T. Δήμου Εορδαίας,511,352,3,3,6,346,152,16,78,17,50,64,3,76,14,26,3,31,30,25,24,8,4,6,5,6,1,10,1,0,0,0,3,6,24,6,6,9,6,3,1,5,0,0,0,0,1,1,3,2,0,2,0,0,0,0,1,0,2,1,1,0,2,1,3,1,1,0,0,12,3,4,5,7,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,3,1,1,1,0,2,1,17,11
15 - Κοζάνης,145 E.T. Δήμου Εορδαίας,511,353,13,1,14,339,115,13,57,9,30,48,4,82,4,34,4,29,30,37,36,6,12,14,8,12,2,30,3,1,2,7,15,12,20,2,6,4,3,0,2,4,0,3,1,0,0,1,3,2,0,2,1,0,1,0,0,0,2,1,1,0,1,1,4,2,0,0,0,21,7,2,9,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,9,7
15 - Κοζάνης,146 E.T. Δήμου Εορδαίας,519,379,12,2,14,365,138,15,50,8,43,67,5,76,9,17,7,28,24,16,46,6,12,12,20,16,2,14,5,1,0,6,6,2,13,4,2,0,3,3,4,15,3,0,2,4,1,2,2,0,0,2,1,0,1,0,0,0,3,1,2,1,2,1,2,1,0,0,0,17,6,2,8,10,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,1,1,0,1,0,0,5,1,0,0,2,1,0,0,0,0,0,0,6,4,5,2,1,0,0,17,11
15 - Κοζάνης,147 E.T. Δήμου Εορδαίας,510,347,7,3,10,337,112,14,54,8,41,46,1,75,17,18,11,26,24,17,29,4,13,4,4,12,5,18,5,0,1,5,11,7,30,3,16,4,7,9,4,10,1,2,2,1,2,2,5,0,2,4,1,0,0,0,0,0,2,1,1,0,3,2,2,1,0,0,0,20,6,6,8,5,1,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,4,4,2,0,0,3,1,13,9
15 - Κοζάνης,148 E.T. Δήμου Εορδαίας,517,353,5,0,5,348,139,16,57,14,43,67,2,103,25,38,19,32,32,19,20,0,8,7,7,4,2,20,6,0,2,3,7,5,12,4,2,0,1,3,0,7,2,3,1,2,0,1,3,3,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,15,4,3,3,4,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,0,1,1,0,2,1,1,1,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,15,12
15 - Κοζάνης,149 E.T. Δήμου Εορδαίας,524,350,6,1,7,343,136,16,61,17,30,68,3,72,13,23,9,17,19,37,39,6,7,16,15,10,1,21,6,1,0,5,6,6,20,5,11,2,5,3,5,8,2,0,2,4,1,3,4,2,1,2,4,0,2,2,0,0,0,0,0,0,3,3,2,0,1,1,0,11,3,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,2,0,0,0,0,1,1,1,0,0,0,4,2,1,1,1,0,0,11,8
15 - Κοζάνης,150 E.T. Δήμου Εορδαίας,517,324,8,1,9,315,102,11,41,4,36,47,5,70,13,19,7,24,16,24,41,4,13,9,17,14,2,33,5,3,2,9,16,14,12,4,3,4,1,3,0,6,4,0,0,1,1,2,1,0,0,1,4,3,4,0,1,0,3,0,1,1,1,1,2,2,0,0,0,11,2,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,0,0,2,0,3,2,1,1,1,0,5,3,3,0,0,0,0,10,9
15 - Κοζάνης,151 E.T. Δήμου Εορδαίας,521,339,4,4,8,331,116,9,65,14,38,47,3,60,10,13,6,16,17,28,22,4,4,3,10,4,1,35,9,2,2,9,12,9,25,2,12,4,1,8,4,18,6,4,1,6,2,3,5,3,1,3,0,0,0,0,0,0,1,0,0,0,1,0,4,3,1,0,1,11,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,7,5,0,0,0,0,1,0,1,0,0,0,4,3,2,3,1,0,0,14,2
