ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΕΦΑΛΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Αχιλλέα,ΝΙΚΗΦΟΡΟΥ ΑΡΤΕΜΙΣ του Γεωργίου,ΠΑΠΑΔΑΚΗ ΔΕΣΠΟΙΝΑ του Εμμανουήλ,ΤΣΟΥΝΤΑΝΗΣ ΓΑΒΡΙΗΛ του Ιωάννη,ΣΥΡΙΖΑ,ΔΟΥΛΟΥΜΠΕΚΗΣ ΘΕΟΔΩΡΟΣ του Ευάγγελου,ΚΙΑΓΙΑ ΣΤΥΛΙΑΝΗ ΒΑΡΒΑΡΑ του Θωμά,ΜΑΝΟΥΣΑΚΗ ΧΡΥΣΟΥΛΑ του Νικολάου,ΞΑΝΘΟΣ ΑΝΔΡΕΑΣ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΟΤΖΑΝΑΚΗ ΚΑΣΑΝΔΡΑ του Γεωργίου,ΜΙΧΑΛΑ ΕΛΕΥΘΕΡΙΑ του Ελευθερίου,ΣΚΟΥΝΤΗΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΧΝΑΡΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,Κ.Κ.Ε.,ΔΑΚΑΝΑΛΗ ΙΩΑΝΝΑ του Χαράλαμπου,ΚΑΛΘΙ ΣΙΝΤΟΡΕΛΑ του Ντεντ,ΜΑΝΙΑΒΟΣ ΕΥΣΤΡΑΤΙΟΣ του Σωτηρίου,ΜΑΝΟΥΣΟΓΙΑΝΝΗΣ ΜΑΝΟΥΣΟΣ του Ιωσήφ,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΜΖΕΛΗΣ ΘΩΜΑΣ του Ανδρέα,ΜΩΡΑΪΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σταύρου,ΤΣΟΡΑΚΙΔΟΥ ΕΙΡΗΝΗ του Γεωργίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΝΤΩΝΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ του Αναστασίου,ΤΣΑΚΑΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ-ΚΑΝΕΛΛΑ του Γεωργίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΟΚΟΓΙΑΝΝΑΚΗ ΑΝΑΣΤΑΣΙΑ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΔΕΛΗΓΙΩΡΓΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΑΝΤΡΕΑΣ) του Μιχαήλ,ΠΑΠΠΑ ΧΡΙΣΤΙΝΑ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΣΗΦΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αντωνίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΘΕΟΔΩΡΑΚΗΣ  ΜΙΧΑΗΛ του Αναστασίου,ΣΑΒΒΑΚΗ ΕΥΓΕΝΙΑ του Κωνσταντίνου,Κίνημα 21,ΒΑΜΒΟΥΚΑ ΜΑΡΙΝΑ του Γεωργίου,ΝΙΚΟΛΑΚΑΚΗΣ ΜΑΡΚΟΣ του Πέτρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΤΖΙΝΑΣ ΑΠΟΣΤΟΛΟΣ του Νικηφόρου,ΤΡΟΥΛΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΝΙΚΗ,ΡΗΓΙΝΙΩΤΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννου,ΣΤΡΑΤΗΓΑΚΗ ΕΙΡΗΝΗ του Γεωργίου,κοινωνία αξιών,ΔΑΒΑΡΗ ΕΛΕΝΗ (ΕΛΕΝΑ) του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΕΤΟΥΣΗΣ ΤΗΛΕΜΑΧΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΜΠΑΓΙΑΡΤΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΒΙΒΙΛΑΚΗΣ ΙΩΑΝΝΗΣ του Ιωάννη,ΚΑΠΝΙΣΤΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΚΥΜΙΩΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΣΤΑΚΚΟΥ ΚΟΝΤΕΣΣΑ του Σπύρου,Ένωση Κεντρώων,ΑΡΑΠΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,ΝΟΥΦΡΑΚΗ ΑΘΑΝΑΣΙΑ του Σπυρίδωνα,ΧΑΒΑΡΑΝΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΠΑΓΩΝΗΣ ΓΙΑΝΝΗΣ του Δημητρίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΙΑΝΝΙΚΑΚΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΜΑΡΚΙΔΗΣ ΕΜΜΑΝΟΥΗΛ του Τίτου,ΠΑΓΟΥΡΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Στυλιανού,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΟΓΙΑΤΖΑΚΗ ΕΛΕΝΗ του Εμμανουήλ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΒΑΓΚΟΤΗ ΕΛΕΝΗ του Ευαγγέλου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΡΟΚΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Οικολόγοι Πράσινοι,ΚΑΒΑΚΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Πανταζή,ΕΑΝ...,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Στεφάνου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΜΑΡΙΝΑ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΡΑΝΑΚΗΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ
54 - Ρεθύμνης,183 E.T. Δήμου Ρεθύμνης,520,362,21,1,22,340,130,72,9,17,18,82,29,3,2,45,61,8,9,30,10,10,5,0,1,3,4,0,1,1,8,1,3,1,0,0,0,0,0,0,1,0,1,4,2,0,5,1,2,14,13,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,3,1,1,0,0,2,2,0,0,4,1,0,0,3,3,5,3
54 - Ρεθύμνης,184 E.T. Δήμου Ρεθύμνης,527,348,7,2,9,339,144,77,11,19,23,74,31,4,6,28,40,5,1,6,16,18,5,0,0,12,7,3,1,2,12,4,5,0,0,0,0,0,0,0,3,0,3,3,1,1,1,0,0,7,4,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,7,3,0,4,0,0,3,2,3,1,4,3,1,1,0,0,9,4
54 - Ρεθύμνης,185 E.T. Δήμου Ρεθύμνης,524,348,7,3,10,338,141,76,13,15,22,75,25,1,5,41,33,1,8,19,4,20,5,3,1,5,5,1,1,2,10,3,7,3,3,0,0,0,0,0,1,0,0,3,1,1,5,3,2,10,8,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,7,2,1,3,1,1,0,0,0,0,4,4,0,0,1,1,16,14
54 - Ρεθύμνης,186 E.T. Δήμου Ρεθύμνης,516,368,2,2,4,364,148,88,10,19,18,69,14,1,16,34,56,2,10,24,16,19,9,0,0,9,8,0,5,1,9,5,3,1,1,2,0,1,0,0,0,0,0,2,0,2,8,4,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,10,2,2,6,0,0,2,2,1,1,3,1,0,0,1,1,10,6
54 - Ρεθύμνης,187 E.T. Δήμου Ρεθύμνης,531,372,6,2,8,364,146,79,12,21,21,81,20,7,8,38,42,2,8,16,8,21,6,0,0,8,8,0,2,1,10,1,8,0,0,1,0,0,0,0,4,1,2,3,1,0,0,0,0,12,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,3,4,3,0,0,2,2,1,0,7,2,0,0,0,0,10,8
54 - Ρεθύμνης,188 E.T. Δήμου Ρεθύμνης,511,366,5,5,10,356,139,62,11,17,30,74,20,2,3,39,42,3,4,19,10,12,6,0,0,3,9,4,3,2,10,0,3,0,0,1,0,0,0,0,0,0,0,6,1,5,0,0,0,20,16,2,0,0,2,2,0,0,2,0,0,2,0,1,0,1,0,1,1,6,0,2,4,0,0,0,0,0,0,7,3,1,1,1,1,22,14
54 - Ρεθύμνης,189 E.T. Δήμου Ρεθύμνης,517,367,12,2,14,353,127,78,4,11,17,71,25,1,8,31,46,5,9,17,9,24,7,1,2,8,4,1,0,2,13,2,2,2,1,0,0,0,0,0,2,0,0,2,2,0,5,1,1,9,6,2,0,0,1,0,0,0,2,0,1,0,0,3,0,1,1,2,2,13,3,3,6,1,0,1,0,2,2,5,2,0,0,3,3,15,8
54 - Ρεθύμνης,190 E.T. Δήμου Ρεθύμνης,511,318,9,1,10,308,123,73,9,13,16,81,30,5,2,39,36,0,3,19,13,11,4,2,0,2,7,2,2,1,10,3,4,0,0,1,1,0,0,0,0,0,0,2,2,0,3,1,2,8,6,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,5,6,2,0,4,0,0,3,3,1,1,1,1,0,0,2,2,6,4
54 - Ρεθύμνης,191 E.T. Δήμου Ρεθύμνης,527,361,6,3,9,352,124,77,4,16,15,73,24,0,5,40,46,10,11,13,10,18,7,0,1,5,7,1,3,2,9,3,2,0,0,1,0,1,0,0,1,0,0,3,1,2,4,1,2,28,25,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2,9,2,2,3,0,0,1,1,1,0,1,0,3,3,3,3,12,9
54 - Ρεθύμνης,192 E.T. Δήμου Ρεθύμνης,523,393,11,1,12,381,149,88,11,14,22,74,23,2,6,37,56,6,10,21,11,17,9,1,0,2,5,1,2,0,15,5,4,0,0,0,0,0,0,0,0,0,0,5,0,4,2,1,1,13,11,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,14,2,7,2,0,0,2,1,0,0,6,3,2,1,1,1,15,10
54 - Ρεθύμνης,193 E.T. Δήμου Ρεθύμνης,512,335,14,0,14,321,95,51,8,8,17,96,22,3,11,49,56,2,11,24,16,22,5,2,2,10,5,1,1,0,8,2,4,0,0,1,0,1,0,0,0,0,0,2,1,0,4,2,1,15,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,3,0,2,1,1,1,6,5
54 - Ρεθύμνης,194 E.T. Δήμου Ρεθύμνης,521,369,3,4,7,362,164,93,12,24,12,68,31,5,6,22,46,2,4,20,14,24,8,1,1,12,7,2,1,1,7,0,3,1,1,1,0,0,0,0,1,1,0,3,1,2,2,0,1,11,9,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,1,5,2,1,2,0,0,2,1,0,0,2,2,1,1,4,4,9,7
54 - Ρεθύμνης,195 E.T. Δήμου Ρεθύμνης,512,342,8,1,9,333,109,51,11,12,23,74,21,2,5,38,50,3,9,26,10,22,4,1,1,13,8,1,2,2,13,2,6,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,14,11,1,2,2,1,1,1,1,2,0,1,1,0,4,1,2,0,4,2,8,2,1,4,1,0,0,0,0,0,4,1,1,0,4,4,7,5
54 - Ρεθύμνης,196 E.T. Δήμου Ρεθύμνης,496,337,6,4,10,327,108,68,14,7,12,83,29,1,10,38,49,1,4,29,12,24,8,2,1,6,6,0,1,4,8,2,5,0,0,2,0,2,0,0,2,0,1,4,1,3,1,0,1,15,12,3,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,6,0,2,4,0,0,1,1,1,0,2,1,1,1,0,0,9,3
54 - Ρεθύμνης,197 E.T. Δήμου Ρεθύμνης,422,286,3,0,3,283,115,66,9,7,20,64,28,0,1,32,47,1,9,14,21,4,3,0,1,0,6,1,0,3,4,1,1,3,2,1,1,0,0,0,1,0,0,3,0,2,1,1,0,10,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,2,2,0,0,1,1,2,2,0,0,1,1,2,1,10,8
54 - Ρεθύμνης,198 E.T. Δήμου Ρεθύμνης,430,284,8,1,9,275,95,58,9,6,13,67,37,0,5,23,51,0,12,15,21,9,3,1,0,4,9,0,3,4,2,1,1,1,1,1,1,0,0,0,1,1,0,4,2,2,2,0,1,4,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,8,3,1,4,0,0,3,0,0,0,3,3,3,3,2,1,8,8
54 - Ρεθύμνης,199 E.T. Δήμου Ρεθύμνης,435,313,6,1,7,306,98,58,8,6,15,76,39,2,7,24,50,3,4,21,18,16,1,0,2,10,8,0,2,3,11,3,5,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,15,3,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,2,4,1,0,1,0,0,0,1,0,0,0,4,4,6,5
54 - Ρεθύμνης,200 E.T. Δήμου Ρεθύμνης,391,283,3,0,3,280,87,49,3,9,21,52,20,1,7,20,57,3,12,24,13,20,6,0,4,4,3,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,44,1,42,1,0,0,0,0,1,1,0,0,1,1,0,0,5,4
54 - Ρεθύμνης,201 E.T. Δήμου Ρεθύμνης,401,281,1,3,4,277,84,49,3,3,19,37,13,1,2,15,56,2,9,26,18,9,2,1,0,4,13,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,2,0,6,5,1,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,4,4,41,0,40,0,0,0,1,1,0,0,0,0,4,1,0,0,9,6
54 - Ρεθύμνης,202 E.T. Δήμου Ρεθύμνης,190,123,1,0,1,122,39,18,2,0,18,14,5,0,0,7,37,1,5,3,27,6,2,0,4,0,7,3,2,1,1,1,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,7,6
54 - Ρεθύμνης,203 E.T. Δήμου Ρεθύμνης,274,191,1,2,3,188,105,15,1,8,76,28,10,2,0,13,26,2,7,9,6,5,1,1,1,1,2,1,0,0,6,0,4,1,1,0,0,0,0,0,1,1,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,3,1
54 - Ρεθύμνης,204 E.T. Δήμου Ρεθύμνης,132,99,2,0,2,97,49,37,2,1,9,11,2,1,2,6,14,1,1,0,11,1,0,0,0,0,7,1,2,2,1,1,0,0,0,2,2,0,0,0,1,1,0,3,1,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0
54 - Ρεθύμνης,205 E.T. Δήμου Ρεθύμνης,208,153,2,0,2,151,58,42,4,0,10,17,6,1,1,7,49,1,6,12,29,4,1,0,1,1,1,0,1,0,3,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,0,7,0,7,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1
54 - Ρεθύμνης,206 E.T. Δήμου Ρεθύμνης,347,243,3,3,6,237,79,55,4,4,13,44,23,3,3,8,41,1,5,8,20,11,2,0,1,7,5,1,0,2,5,2,1,2,2,0,0,0,1,1,0,0,0,5,4,1,0,0,0,14,12,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,18,4,10,2,0,0,0,0,1,1,1,0,1,1,1,1,5,2
54 - Ρεθύμνης,207 E.T. Δήμου Ρεθύμνης,96,69,1,1,2,67,16,6,0,0,8,15,6,0,1,6,30,0,9,6,13,3,2,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,208 E.T. Δήμου Ρεθύμνης,181,134,1,0,1,133,42,33,4,1,4,25,7,0,0,18,49,2,13,8,24,0,0,0,0,0,8,1,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
54 - Ρεθύμνης,209 E.T. Δήμου Ρεθύμνης,400,291,1,1,2,289,93,53,9,9,15,60,14,2,2,36,41,2,6,15,16,27,11,2,1,9,6,0,3,3,3,1,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,14,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,4,9,1,1,1,0,0,0,0,0,2,1,2,2,19,15
54 - Ρεθύμνης,210 E.T. Δήμου Ρεθύμνης,300,218,2,1,3,215,51,39,2,2,5,54,25,1,1,24,56,0,2,12,37,15,7,0,0,5,4,0,2,0,1,0,1,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,6,4
54 - Ρεθύμνης,211 E.T. Δήμου Ρεθύμνης,389,224,2,2,4,220,95,58,5,5,20,60,17,1,3,36,28,1,7,5,11,4,2,1,1,0,7,1,3,0,3,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,9,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5
54 - Ρεθύμνης,Ετερ. Ρεθύμνης (από 34ο Ε.Τ. Νομ. Θεσσαλονικης),61,45,0,2,2,43,23,17,2,2,0,7,2,0,0,4,5,1,0,3,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,Ετερ. Ρεθύμνης (από Εφετείο Θεσσαλονίκης),41,35,0,0,0,35,16,11,1,1,0,7,0,1,0,6,4,1,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
54 - Ρεθύμνης,Ετερ. Ρεθύμνης (από 145ο Ε.Τ. Νομ. Αττικης-Αθηνών),459,338,1,0,1,337,137,81,18,15,2,68,4,1,3,51,39,4,1,17,9,37,10,2,0,9,6,0,1,0,13,3,4,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,10,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,1,1,2,2,2,0,0,0,0,0,0,0,0,2,1,14,11
54 - Ρεθύμνης,Ετερ. Ρεθύμνης (από 146ο Ε.Τ. Νομ. Αττικης-Αθηνών),445,325,3,0,3,322,123,78,16,20,7,80,10,4,8,50,59,10,6,25,12,21,10,0,3,5,7,1,2,2,7,1,5,1,1,0,0,0,0,0,4,0,4,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,8,6
54 - Ρεθύμνης,Ετερ. Ρεθύμνης (από 147ο Ε.Τ. Νομ. Αττικης-Αθηνών),465,342,4,2,6,336,126,75,8,17,9,97,12,4,5,62,58,4,4,35,8,21,2,0,0,8,1,0,0,0,7,0,4,0,0,1,0,1,0,0,3,1,1,1,1,0,3,1,1,6,5,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
54 - Ρεθύμνης,Ετερ. Ρεθύμνης (από 25ο Ε.Τ. Νομ. Αττικης-Πειραιώς),112,75,3,0,3,72,27,17,3,5,1,10,1,0,1,5,16,2,4,7,3,9,1,2,0,3,1,0,0,1,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2
54 - Ρεθύμνης,Ετερ. Ρεθύμνης (από Εφετείο Ανατολικής Κρήτης),45,32,0,1,1,31,15,12,0,1,0,8,2,0,0,5,4,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Σύνολο,,73489,49822,787,267,1054,48768,18092,11364,1382,1965,1755,10255,3487,398,575,4953,10471,859,1002,2568,5393,2163,776,177,155,588,1025,229,232,265,985,233,408,141,106,77,23,30,9,7,136,37,56,442,153,237,223,85,55,1201,908,170,45,33,75,52,33,12,98,13,12,55,3,138,38,34,9,139,91,1001,273,299,323,43,22,150,92,93,53,312,183,109,64,136,108,1176,782
