ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΜΗΤΣΟΤΑΚΗΣ ΚΥΡΙΑΚΟΣ του Κωνσταντίνου,ΔΕΡΜΕΝΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Αλεξάνδρου,ΔΗΜΟΣΧΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Σπύρου,ΚΑΡΑΜΗΤΣΟΥ-ΓΙΑΝΝΕΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΚΕΛΕΤΣΗΣ ΣΤΑΥΡΟΣ του Δημητρίου,ΚΟΣΜΙΔΟΥ ΕΥΑΓΓΕΛΙΑ του Αποστόλου,ΣΥΡΙΖΑ,ΒΑΛΑΒΑΝΙΔΟΥ ΣΜΑΡΩ του Γεωργίου,ΓΚΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Γεωργίου,ΔΕΔΟΓΛΟΥ ΣΠΥΡΟΣ του Γεωργίου,ΜΑΛΤΕΖΟΣ ΜΕΝΕΛΑΟΣ του Φωτεινού,ΜΠΕΡΔΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Σταύρου,ΤΣΟΛΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δήμου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΑΒΙΑΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΓΡΗΓΟΡΑΙΝΑΣ ΕΥΣΤΡΑΤΙΟΣ (ΣΤΡΑΤΟΣ) του Γεωργίου,ΜΟΥΛΑΤΖΙΔΟΥ ΔΡΟΣΙΑ του Ευαγγέλου,ΜΠΙΛΙΜΠΙΝΗ-ΒΡΑΔΕΛΗ ΕΥΤΕΡΠΗ (ΕΦΗ) του Ξανθίππου,ΠΑΝΑΓΟΥΤΣΟΣ ΣΤΥΛΙΑΝΟΣ (ΣΤΕΛΙΟΣ) του Αθανασίου,ΧΑΜΑΛΙΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Κ.Κ.Ε.,ΔΕΥΤΕΡΑΙΟΣ ΣΑΒΒΑΣ του Παναγή,ΔΙΝΔΙΝΗ ΒΑΪΑ (ΒΑΝΑ) του Νικολάου,ΚΟΥΓΙΟΥΜΤΖΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΜΑΡΑΓΚΟΖΑΚΗ ΣΩΤΗΡΙΑ του Γεωργίου,ΠΑΠΑΔΑΜΑΚΗΣ ΧΡΗΣΤΟΣ του Σταύρου,ΦΩΤΙΑΔΗΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Ορέστη,Ελληνική Λύση - Κ. Βελόπουλος,ΓΙΑΝΝΑΡΑΚΟΥ ΕΥΑΓΓΕΛΙΑ του Αντωνίου,ΔΕΡΜΕΝΤΖΟΓΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΡΚΟΣ ΜΑΡΓΑΡΙΤΗΣ του Δημητρίου,ΠΑΠΑΔΑΚΗΣ ΠΑΡΑΣΧΟΣ του Χρήστου,ΣΑΧΙΝΙΔΟΥ ΛΥΓΕΡΗ του Γεωργίου,ΣΚΑΡΛΑΤΟΣ ΠΑΝΤΕΛΕΗΜΩΝ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΝΔΡΕΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΓΚΙΩΣΗ ΒΑΪΑ του Γεωργίου,ΚΑΛΛΙΝΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΤΣΙΑΚΙΡΗ ΕΥΑΓΓΕΛΙΑ του Μόσχου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΠΟΣΤΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΜΑΛΛΙΑΔΑ ΑΝΘΟΥΛΑ του Ευσταθίου,Ο.Κ.Δ.Ε.,ΓΚΙΩΡΓΚΑΣ ΔΗΜΗΤΡΙΟΣ του Σταύρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΗΛΙΑΚΗ ΑΓΑΠΗ του Πέτρου,ΚΑΡΠΟΥΖΕΛΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΠΟΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΠΟΛΙΤΗ ΤΡΙΑΝΤΑΦΥΛΛΙΑ (ΦΥΛΛΙΑ) του Αθανασίου,Κίνημα 21,ΚΕΦΑΛΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΠΑΚΕΑΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΜΠΙΝΤΑΚΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΜΠΟΥΣΜΠΟΥΚΕΑ ΜΑΡΙΑ του Γεωργίου,ΣΙΟΥΛΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΝΙΚΗ,ΚΑΡΑΚΑΤΣΙΑΝΗ ΕΙΡΗΝΗ του Δημητρίου,ΜΑΓΓΙΝΑΣ ΝΙΚΟΛΑΟΣ του Θεμιστοκλή,ΞΥΓΩΝΑΚΗΣ ΕΥΣΤΡΑΤΙΟΣ του Αθανασίου,ΣΤΑΦΥΛΙΔΟΥ ΑΠΟΣΤΟΛΙΑ του Μόσχου,κοινωνία αξιών,ΠΑΠΑΓΡΗΓΟΡΙΟΥ (ΜΑΓΚΟΥΡΑ) ΚΡΙΝΙΩ του Ευθυμίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΑΥΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Σωκράτη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΣΩΤΗΡΙΟΣ του Λαζάρου,ΦΡΑΓΚΟΥ ΑΝΤΩΝΙΑ του Νικολάου,Ο.Α.Κ.Κ.Ε.,ΣΤΕΦΟΠΟΥΛΟΥ ΑΡΓΥΡΩ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΚΑΛΑΝΤΖΗ ΑΛΕΞΙΑ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΛΕΞΑΝΔΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΗΛΙΑΔΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΚΑΠΟΥΣΟΥΖ ΓΕΩΡΓΙΟΣ του Λαζάρου,ΜΟΡΦΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΤΟΥΦΕΞΗ ΜΑΡΘΑ του Ιακώβου,Ένωση Κεντρώων,ΚΥΜΠΡΙΤΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΥΡΙΑΚΙΔΟΥ ΣΟΝΙΑ του Σέργιου,ΜΟΥΣΙΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΛΑΣΙΟΥ ΠΟΛΥΞΕΝΗ του Κυριάκου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΠΑΛΑΜΠΑΝΙΔΗΣ ΚΛΗΜΕΝΤΙΟΣ του Αλεξίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΛΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΕΒΑΣΤΟΥ ΜΕΡΟΠΗ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΡΚΑ ΜΑΡΓΑΡΙΤΑ του Στυλιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΙΩΑΝΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Ελευθερίου,ΕΑΝ...,ΚΛΕΙΣΙΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΑΡΑΜΠΑΤΖΗΣ ΘΕΟΦΑΝΗΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Ζήση
1 - Έβρου,224 E.T. Δήμου Ορεστιάδας,136,66,0,1,1,65,44,0,25,5,2,15,3,1,1,0,0,1,0,0,5,2,0,0,0,0,3,4,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1 - Έβρου,225 E.T. Δήμου Ορεστιάδας,538,268,6,2,8,260,145,0,77,25,11,38,15,16,0,7,1,8,2,3,51,24,2,3,1,1,37,1,1,0,0,0,0,0,21,2,2,11,7,0,1,2,1,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,1,1,1,0
1 - Έβρου,226 E.T. Δήμου Ορεστιάδας,530,270,8,2,10,260,131,0,81,27,7,42,30,27,3,16,0,5,1,4,42,17,1,3,1,0,36,7,5,0,1,3,0,0,20,3,2,14,5,1,0,1,1,0,1,0,0,2,2,0,0,0,0,1,1,0,0,1,5,3,0,0,0,0,0,6,3,1,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,4,4,0,0,1,1,0,0,5,3,4,4
1 - Έβρου,227 E.T. Δήμου Ορεστιάδας,330,147,3,0,3,144,52,0,29,16,7,6,4,29,3,16,0,7,5,11,26,10,1,2,0,1,21,1,0,1,0,0,0,0,17,0,0,9,12,0,0,3,2,1,0,1,1,1,0,0,0,0,0,2,0,1,2,1,4,4,0,0,0,0,0,6,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
1 - Έβρου,228 E.T. Δήμου Ορεστιάδας,360,184,7,0,7,177,81,0,44,22,11,15,4,9,0,8,1,1,1,2,34,13,3,6,0,1,28,6,2,4,1,0,1,0,39,2,7,23,25,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
1 - Έβρου,229 E.T. Δήμου Ορεστιάδας,222,91,5,1,6,85,17,0,7,7,0,4,1,16,0,7,1,3,1,6,15,5,0,1,1,0,13,7,3,1,0,1,2,4,21,0,0,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1 - Έβρου,230 E.T. Δήμου Ορεστιάδας,442,248,4,1,5,243,185,0,108,54,23,53,13,7,3,4,2,0,1,2,13,6,1,1,0,0,10,6,2,2,2,0,0,0,16,1,3,9,6,0,3,2,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,3,3,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,1,0,0
1 - Έβρου,231 E.T. Δήμου Ορεστιάδας,537,269,10,4,14,255,126,0,80,30,11,24,17,34,7,18,0,3,6,10,35,13,1,4,5,0,20,3,3,1,0,1,0,0,23,1,7,11,10,2,3,6,0,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,7,4,6,4,4,1,1,7,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,2,2,0,0,0,0
1 - Έβρου,232 E.T. Δήμου Ορεστιάδας,545,324,11,0,11,313,120,0,64,26,9,32,13,51,5,26,2,6,7,18,52,14,1,4,6,2,36,12,7,2,1,0,0,5,28,3,4,13,4,3,3,4,0,0,0,0,0,1,1,0,0,0,0,3,2,1,0,0,8,4,3,0,2,0,1,8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,4,3,0,0,3,2,3,2,1,0,3,3,0,0,6,6
1 - Έβρου,233 E.T. Δήμου Ορεστιάδας,542,319,5,1,6,313,153,0,86,28,6,38,12,33,3,22,2,4,1,12,51,22,2,1,1,1,36,10,9,0,0,0,0,6,28,3,4,16,9,3,0,4,1,0,0,1,2,1,1,0,0,0,0,2,1,2,0,0,4,1,5,1,1,0,1,15,8,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,3,2
1 - Έβρου,234 E.T. Δήμου Ορεστιάδας,546,324,9,3,12,312,148,0,83,32,5,36,10,49,9,20,1,7,4,14,38,18,5,2,7,1,21,8,4,1,1,1,0,1,35,6,4,17,12,3,3,2,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,4,3,3,1,2,0,0,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,3,2,3,2,1,0,1,1,6,4
1 - Έβρου,235 E.T. Δήμου Ορεστιάδας,552,331,7,3,10,321,133,0,78,35,11,26,13,42,7,21,3,10,4,11,38,11,0,3,4,0,25,20,11,6,2,3,0,7,29,3,3,19,11,4,0,6,1,3,0,2,2,2,1,0,0,0,0,5,1,1,1,3,4,3,9,0,3,4,6,11,3,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,3,2,3,1,1,1,9,5
1 - Έβρου,236 E.T. Δήμου Ορεστιάδας,539,318,6,6,12,306,144,0,85,31,7,34,17,35,9,17,5,1,4,13,44,20,2,3,2,0,35,7,3,1,0,1,2,4,25,4,4,14,5,2,3,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,5,4,0,1,0,1,12,8,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,6,6,1,1,0,0,4,3,1,0,0,0,0,0,7,4
1 - Έβρου,237 E.T. Δήμου Ορεστιάδας,523,292,4,1,5,287,121,0,69,28,6,23,15,42,4,26,4,3,6,13,40,16,1,2,4,3,18,6,3,0,1,0,0,2,35,5,7,23,11,1,4,8,0,3,0,0,2,0,0,1,1,0,0,1,1,0,0,1,5,3,0,0,0,0,0,9,6,7,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,0,0,0,1,1,1,0,2,1,2,0,5,3
1 - Έβρου,238 E.T. Δήμου Ορεστιάδας,530,312,4,1,5,307,153,0,92,34,9,38,8,43,7,25,1,1,6,15,41,19,2,2,5,3,26,6,3,2,1,0,1,1,21,0,6,12,4,1,0,4,1,0,1,2,1,2,2,0,0,0,0,3,1,0,0,0,2,1,8,1,1,0,4,3,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,4,1,1,2,0,0,0,1,0,6,3
1 - Έβρου,239 E.T. Δήμου Ορεστιάδας,528,305,6,1,7,298,141,0,72,27,16,33,19,52,5,27,1,5,5,24,32,12,1,1,1,2,19,10,5,1,2,1,1,2,19,4,3,11,4,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,5,3,0,0,0,0,9,9,5,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,3,2,2,1,2,1,8,6
1 - Έβρου,240 E.T. Δήμου Ορεστιάδας,533,327,13,4,17,310,154,0,98,28,5,30,16,55,12,27,3,4,8,20,42,10,3,5,3,1,32,5,1,1,1,0,0,1,19,0,1,10,6,1,0,4,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,9,6,1,1,0,0,0,12,5,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,2,2
1 - Έβρου,241 E.T. Δήμου Ορεστιάδας,544,303,4,6,10,293,110,0,65,20,4,31,6,46,5,24,2,5,7,16,44,20,0,1,2,2,29,7,1,1,1,1,1,2,33,3,1,12,15,5,3,4,2,1,0,0,1,0,0,2,2,0,0,3,1,2,0,0,8,7,5,2,2,1,0,8,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,1,2,1,2,1,2,1,3,2,1,0,4,1,0,0,5,4
1 - Έβρου,242 E.T. Δήμου Ορεστιάδας,545,329,8,1,9,320,143,0,74,32,8,23,17,56,8,31,3,7,6,10,53,20,2,2,9,2,34,9,2,1,1,1,2,3,19,2,5,8,4,3,1,5,0,2,1,0,1,3,2,0,0,0,0,0,0,0,0,0,7,3,3,1,1,0,0,7,4,3,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,4,3,1,1,1,1,0,0,2,2
1 - Έβρου,243 E.T. Δήμου Ορεστιάδας,533,307,7,4,11,296,133,0,82,23,3,26,11,55,6,27,2,6,11,11,41,16,3,5,7,2,25,11,7,2,4,1,1,0,20,4,4,7,4,1,3,7,2,2,1,1,3,4,3,0,0,0,0,0,0,0,0,0,5,5,2,1,1,0,0,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,2,0,2,2,1,1,3,1
1 - Έβρου,244 E.T. Δήμου Ορεστιάδας,633,357,13,3,16,341,151,0,89,29,3,33,16,54,5,27,7,5,4,22,45,9,1,1,5,5,29,6,1,0,0,0,1,3,22,1,4,14,7,2,2,12,1,3,2,1,5,1,0,0,0,0,0,4,2,3,0,2,4,0,3,0,0,0,1,16,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,3,3,7,3,3,2,2,1,1,1,3,1
1 - Έβρου,245 E.T. Δήμου Ορεστιάδας,595,339,13,4,17,322,140,0,68,31,4,28,8,46,9,22,1,7,6,11,52,14,2,1,2,1,38,6,2,2,0,0,1,1,20,5,1,12,4,1,1,3,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,4,1,2,0,0,0,1,15,2,7,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,3,0,2,1,1,1,6,5,0,0,1,1,0,0,0,0,4,1,0,0,13,13
1 - Έβρου,246 E.T. Δήμου Ορεστιάδας,407,216,6,2,8,208,99,0,65,17,2,24,6,20,1,18,1,2,1,7,23,10,2,5,1,2,14,1,0,1,0,0,0,1,23,4,4,14,6,0,4,7,5,3,2,1,1,5,3,0,0,1,0,1,0,0,0,1,1,1,3,0,3,1,0,7,4,2,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3,2,1,1,1,1,0,0,2,2,6,3,0,0,1,1
1 - Έβρου,247 E.T. Δήμου Ορεστιάδας,412,212,7,4,11,201,123,0,52,25,5,41,21,14,0,9,0,1,2,5,28,16,1,1,0,3,18,3,1,0,0,0,1,0,16,2,1,8,6,1,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,4,3,1,0
1 - Έβρου,248 E.T. Δήμου Ορεστιάδας,393,182,4,1,5,177,104,0,62,21,1,22,6,15,1,7,1,0,2,7,24,10,3,1,1,0,17,1,0,0,1,1,0,0,19,2,6,13,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,1
1 - Έβρου,249 E.T. Δήμου Ορεστιάδας,447,197,7,5,12,185,90,0,50,13,3,17,1,27,5,15,0,2,1,10,23,11,0,3,1,0,18,5,2,0,0,1,0,1,9,2,0,6,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,7,6,2,2,0,1,1,10,3,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,2,1,0,0,2,2
1 - Έβρου,250 E.T. Δήμου Ορεστιάδας,457,207,7,2,9,198,86,0,46,22,1,28,4,37,5,28,0,4,8,7,36,10,0,2,4,0,28,0,0,0,0,0,0,0,20,1,1,16,6,2,0,3,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,0,0,1,1,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1 - Έβρου,251 E.T. Δήμου Ορεστιάδας,469,215,5,1,6,209,96,0,49,38,7,13,8,34,3,23,2,3,3,14,37,5,0,3,2,4,29,0,0,0,0,0,0,0,15,2,3,8,2,1,1,4,3,1,0,0,1,0,0,0,0,0,0,3,2,1,1,0,4,3,3,1,0,1,0,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,2
1 - Έβρου,252 E.T. Δήμου Ορεστιάδας,448,204,1,3,4,200,88,0,54,35,4,22,3,23,1,15,0,2,0,8,39,7,2,4,4,4,33,2,2,0,0,0,0,0,20,1,4,13,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,1,0,0,0,8,6,2,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,1,1,2,1,0,0,3,2
1 - Έβρου,253 E.T. Δήμου Ορεστιάδας,427,173,12,2,14,159,77,0,39,10,2,14,2,13,0,10,1,1,1,3,14,3,0,1,1,0,14,5,1,1,0,0,0,1,16,1,4,9,3,0,2,4,1,2,2,1,0,2,1,0,0,3,1,2,2,0,0,1,7,5,4,1,1,2,0,3,2,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,2,1
1 - Έβρου,254 E.T. Δήμου Ορεστιάδας,232,139,0,2,2,137,53,0,28,14,1,16,4,25,0,12,1,0,2,10,28,8,1,1,1,0,24,0,0,0,0,0,0,0,10,1,1,8,4,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,0,6,2,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2
1 - Έβρου,255 E.T. Δήμου Ορεστιάδας,540,225,5,3,8,217,90,0,46,15,2,31,5,51,6,21,5,7,13,18,25,8,0,1,0,0,16,2,0,0,1,0,0,0,17,1,0,11,7,3,0,3,2,1,1,0,2,0,0,0,0,0,0,1,1,1,0,0,3,2,3,1,1,1,1,9,5,7,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,1,1,4,3,0,0,1,1,2,2,1,0,0,0,0,0,1,1
1 - Έβρου,256 E.T. Δήμου Ορεστιάδας,543,221,19,2,21,200,89,0,41,22,2,20,7,56,3,29,3,3,10,9,18,10,0,0,2,0,13,5,2,1,0,1,0,1,15,1,2,8,3,1,1,4,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1 - Έβρου,257 E.T. Δήμου Ορεστιάδας,537,240,10,4,14,226,92,0,46,19,3,22,8,48,3,34,2,4,4,6,29,9,1,1,4,2,17,0,0,0,0,0,0,0,24,1,4,11,10,2,0,4,0,1,1,0,1,2,1,0,0,0,0,2,2,0,1,1,2,0,2,1,0,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,3,2,2,1,0,0,0,0,1,1,2,2,0,0,3,3
1 - Έβρου,258 E.T. Δήμου Ορεστιάδας,514,311,15,2,17,294,127,0,51,24,6,28,17,26,6,9,2,7,3,9,53,28,1,4,0,7,21,2,0,1,1,0,0,1,37,5,10,17,10,2,3,4,1,0,1,1,0,2,2,0,0,0,0,1,1,0,0,1,6,4,5,1,1,3,1,7,3,3,1,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,2,0,0,1,0,2,2,2,2,4,2,0,0,8,1
1 - Έβρου,259 E.T. Δήμου Ορεστιάδας,450,223,4,2,6,217,96,0,60,28,3,17,16,31,4,16,3,0,5,9,32,15,0,3,2,3,19,3,1,0,0,0,0,0,27,4,4,14,4,1,0,3,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,3,2,0,0,0,0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5,3
1 - Έβρου,260 E.T. Δήμου Ορεστιάδας,450,194,4,1,5,189,78,0,53,21,1,11,2,39,5,14,3,12,7,11,28,3,0,0,2,2,17,3,1,0,0,0,0,1,15,5,5,7,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,4,3,1,0,1,3,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,2,0,2,0,4,0
1 - Έβρου,261 E.T. Δήμου Ορεστιάδας,438,199,3,3,6,193,69,0,47,23,1,10,2,28,5,13,1,1,2,10,41,9,0,5,2,2,30,6,3,2,0,2,1,4,23,2,4,12,7,1,4,3,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,1,1,5,5,3,3
