ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΑΝΑ ΕΙΡΗΝΗ του Βρανά,ΔΕΛΗΚΑΡΗ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΛΑΖΑΡΙΔΗΣ ΜΑΚΑΡΙΟΣ του Βασιλείου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΑΣΧΑΛΙΔΗΣ ΙΩΑΝΝΗΣ του Αδάμ,ΧΑΤΖΗΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΑ (ΜΑΙΡΗ) του Γεωργίου,ΣΥΡΙΖΑ,ΕΛΕΥΘΕΡΙΑΔΟΥ ΣΟΥΛΤΑΝΑ (ΤΑΝΙΑ) του Παύλου,ΕΜΜΑΝΟΥΗΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΑΡΑΣΑΒΒΟΓΛΟΥ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΜΙΡΛΗ ΑΝΑΣΤΑΣΙΑ του Δημητρίου,ΞΟΥΛΟΓΗΣ ΦΙΛΗΜΩΝ του Χρήστου,ΠΑΝΑΓΙΩΤΙΔΟΥ ΑΘΗΝΑ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΑΪΝΤΑΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Χαράλαμπου,ΜΑΡΤΙΔΟΥ ΣΟΦΙΑ του Νικολάου,ΠΑΠΟΥΤΣΗΣ ΔΗΜΗΤΡΙΟΣ του Πασχάλη,ΠΑΠΠΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΠΛΑΦΑΔΕΛΗΣ ΙΩΑΝΝΗΣ του Αγγέλου,ΧΡΙΣΤΟΔΟΥΛΟΥ ΕΥΣΤΡΑΤΙΑ συζ. Κρεμύδα Σμάραγδου,Κ.Κ.Ε.,ΓΙΑΓΚΙΔΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΜΙΧΑΗΛ του Βασιλείου,ΚΟΝΤΟΓΕΩΡΓΙΟΥ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΜΠΡΑΤΣΟΥ ΒΑΣΙΛΙΚΗ του Στυλιανού,ΠΗΛΙΤΣΗ ΧΑΪΔΟΥΛΑ (ΧΑΡΙΣ) του Δημητρίου,ΤΣΩΜΟΥ - ΧΡΥΣΑΦΗ ΑΝΑΣΤΑΣΙΑ (ΤΑΣΙΑ) συζ. Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΥΤΣΑΔΑΚΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΚΑΪΚΟΥΝΙΔΗΣ ΜΙΧΑΗΛ του Χαράλαμπου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΣΩΤΗΡΙΑ του Αλεξίου,ΠΙΠΕΡΓΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΣΥΜΕΩΝΙΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Παύλου,ΤΣΑΧΑΛΙΔΟΥ ΟΛΓΑ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΠΟΣΤΟΛΑΚΑΚΗ ΦΩΤΕΙΝΗ του Αποστόλου,ΔΑΜΙΑΝΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ομήρου,ΙΩΑΝΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Λαζάρου,ΜΑΚΑΡΙΟΣ (ΜΑΚΑΡΙΟΥ) ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Εμμανουήλ,ΝΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στυλιανού,ΠΑΣΣΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΑΧΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΤΡΙΑΝΤΑΦΥΛΛΙΔΟΥ ΙΟΥΛΙΑ του Αντωνίου,ΧΟΡΟΖΙΔΗΣ ΣΩΤΗΡΙΟΣ του Ηρακλή,Κ.Κ.Ε. (μ-λ),ΒΡΑΧΝΑΚΗ ΑΝΤΙΓΟΝΗ του Μιχαήλ,ΜΑΤΣΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΖΙΓΝΕΛΗΣ ΧΡΙΣΤΟΔΟΥΛΟΣ του Θεοδώρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΙΤΤΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Μαξίμου,ΨΩΜΙΑΔΗ ΜΑΡΙΑ του Νικολάου,Κίνημα 21,ΚΑΡΥΠΙΔΟΥ ΣΥΜΕΛΑ του Θεοδώρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΣΑΡΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΚΑΡΑΛΑΖΟΣ ΑΝΑΣΤΑΣΙΟΣ του Ευθυμίου,ΜΥΛΩΝΑΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΤΖΙΑΚΑ ΕΥΑΓΓΕΛΙΑ του Ευαγγέλου,ΝΙΚΗ,ΚΟΤΣΑΝΟΥ ΑΝΑΤΟΛΗ του Ευάγγελου,ΜΠΟΥΓΑΤΣΑ ΑΡΓΥΡΗ του Ιωάννη,ΤΑΚΗΣ ΑΝΤΩΝΙΟΣ του Ευσταθίου,ΤΣΕΛΕΠΟΝΗΣ ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,κοινωνία αξιών,ΣΠΑΡΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ευαγγέλου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΚΥΡΙΑΚΟΣ του Ευθυμίου,ΖΙΑΡΟΥ ΒΑΣΙΛΙΚΗ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΜΑΝΙΑΔΗ ΜΑΡΙΑ του Μενελάου,Μ-Λ Κ.Κ.Ε.,ΠΑΣΑΧΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΘΑΛΑΣΣΟΥΔΗ ΟΛΓΑ του Γεωργίου,ΚΑΡΑΚΟΖΙΔΗΣ ΗΛΙΑΣ του Χαράλαμπου,ΜΟΜΤΣΟΥ ΦΩΤΕΙΝΗ του Ιωάννη,ΜΠΕΝΗΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΤΣΑΓΚΑΡΑΤΟΣ ΧΡΙΣΤΟΦΟΡΟΣ του Θρασύβουλου,ΧΩΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χαράλαμπου,Ένωση Κεντρώων,ΒΑΣΙΛΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Κωνσταντίνου,ΠΑΛΑΝΤΖΙΔΟΥ ΜΑΡΓΑΡΙΤΑ του Μιχαήλ,ΣΑΛΜΑΝ ΧΡΗΣΤΟΣ - ΤΖΑΜΑΛ του Χουσσεΐν,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΛΥΒΑΣ ΑΘΑΝΑΣΙΟΣ του Γερασίμου,ΡΑΜΠΟΤΑ ΑΡΕΤΗ του Γεωργίου,ΣΟΦΙΑΝΟΠΟΥΛΟΥ ΜΑΡΙΛΕΝΑ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΟΥΔΕΒΕΝΟΥ ΚΑΛΛΙΟΠΗ του Σπυρίδωνος,ΚΛΕΤΣΑ ΠΑΤΡΑ του Αχιλλέως,ΠΑΚΑΤΑΡΙΔΗΣ ΣΑΒΒΑΣ του Ευσταθίου,ΣΑΡΜΠΕΖΟΥΔΗΣ ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΡΟΤΟΠΟΥΛΟΥ-ΚΑΛΦΟΠΟΥΛΟΥ ΜΑΡΙΑ (ΜΑΡΙΝΑ) του Ιωσήφ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΙΧΑΗΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Μιχαήλ,ΜΟΛΙΩΤΗ ΑΝΔΡΙΑΝΑ του Αλεξάνδρου,ΠΕΧΛΙΒΑΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΘΕΟΦΑΝΗΣ του Χρήστου,ΕΑΝ...,ΘΕΟΔΟΣΙΟΥ ΠΕΛΑΓΙΑ του Αθανασίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΡΥΩΤΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΠΟΛΥΞΕΝΗ του Ευθυμίου
5 - Καβάλας,282 E.T. Δήμου Παγγαίου,458,226,0,0,0,226,122,3,17,31,96,40,3,26,9,15,3,4,3,2,25,2,1,17,7,0,4,3,2,1,0,0,0,0,12,0,2,1,7,4,1,4,2,1,0,0,0,2,2,1,0,2,0,0,0,0,0,1,1,1,4,2,1,1,0,0,1,13,6,1,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,2,1,1,2,0,2,1,0,0,0,0,0,0,5,3
5 - Καβάλας,283 E.T. Δήμου Παγγαίου,476,243,6,1,7,236,100,7,6,15,79,50,7,33,16,6,8,6,8,4,44,3,4,23,21,0,7,8,0,3,0,5,0,0,10,3,2,2,3,1,1,4,3,2,1,0,0,0,7,3,2,4,1,0,1,0,0,3,1,3,0,0,1,1,0,0,0,8,6,2,2,1,0,0,2,2,1,0,0,0,0,2,2,0,0,0,1,1,3,1,0,0,1,0,1,0,2,0,0,0,2,0,0,2,1,1,0,1,1,0,0,0,0,4,4
5 - Καβάλας,284 E.T. Δήμου Παγγαίου,476,257,3,1,4,253,147,20,5,19,127,80,15,29,10,6,4,6,6,2,29,2,6,15,15,0,2,6,1,5,0,3,0,0,9,1,1,3,3,4,1,3,1,0,2,0,1,0,9,3,0,8,3,1,1,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,3,1
5 - Καβάλας,285 E.T. Δήμου Παγγαίου,463,285,6,1,7,278,102,14,2,30,71,33,7,37,19,7,5,0,12,9,52,0,2,38,19,0,7,8,5,1,0,3,1,1,29,0,0,5,18,10,3,1,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,14,6,3,3,5,2,1,1,0,1,0,0,0,0,2,0,1,0,0,0,0,2,1,1,0,0,0,0,0,13,1,1,2,11,1,0,0,0,0,0,1,1,0,0,2,1,6,4
5 - Καβάλας,286 E.T. Δήμου Παγγαίου,373,173,2,3,5,168,89,13,1,22,77,27,4,22,9,3,2,1,8,3,26,2,2,15,18,0,1,3,2,0,1,3,0,0,4,0,0,1,3,2,1,3,2,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,3,2,0,2,6,1,0,0,6,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5 - Καβάλας,287 E.T. Δήμου Παγγαίου,356,169,4,1,5,164,85,10,0,13,70,35,3,15,5,3,3,2,4,2,32,0,2,15,22,0,0,5,1,3,2,2,1,0,14,0,1,0,11,4,0,6,2,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5 - Καβάλας,288 E.T. Δήμου Παγγαίου,632,328,6,3,9,319,129,19,5,42,73,49,4,43,26,11,5,3,14,11,56,5,9,43,19,0,3,3,0,1,1,0,0,0,35,4,5,4,20,12,6,3,1,1,0,0,0,2,3,0,0,3,0,0,0,0,0,2,1,1,2,0,3,1,1,0,1,11,5,1,5,4,2,1,5,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,12,1,0,2,10,1,0,4,2,1,1,0,0,0,0,0,0,2,1
5 - Καβάλας,289 E.T. Δήμου Παγγαίου,468,264,5,0,5,259,117,20,3,39,75,45,8,43,26,4,6,6,13,9,31,1,7,23,12,0,1,5,0,3,0,2,0,0,28,2,0,1,20,7,6,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,4,1,1,3,3,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,3,0,0,0,0,1,1,1,0,17,3,1,1,16,0,0,0,0,0,0,0,0,1,1,0,0,5,3
5 - Καβάλας,290 E.T. Δήμου Παγγαίου,375,240,1,1,2,238,70,10,5,15,48,29,2,25,5,0,5,0,18,2,32,2,8,20,9,3,9,17,1,8,1,4,4,0,19,2,3,3,9,6,7,4,1,2,0,0,1,1,8,2,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,9,20,36,21,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,2,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0
5 - Καβάλας,291 E.T. Δήμου Παγγαίου,402,279,4,0,4,275,85,8,6,22,62,28,3,38,5,4,5,1,32,5,30,0,5,26,4,0,7,19,1,17,0,9,1,1,5,1,1,0,2,1,0,3,2,1,0,0,0,1,5,2,2,3,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,75,11,35,54,29,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,2,2,1,0,0,0,0,0,1,0,0,0
5 - Καβάλας,292 E.T. Δήμου Παγγαίου,364,215,3,0,3,212,97,3,4,25,67,51,3,36,16,1,2,3,20,4,14,0,3,4,4,1,4,4,0,3,0,3,0,0,21,6,2,4,4,8,2,1,1,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,1,3,3,14,5,3,2,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,3,2,0,0,2,1,1,0,0,0,0,2,1,0,1,3,3,0,0,1,1,2,1
5 - Καβάλας,293 E.T. Δήμου Παγγαίου,361,221,4,1,5,216,92,10,6,10,56,58,6,36,17,5,8,3,18,4,34,2,6,19,18,1,1,8,0,6,0,5,1,0,12,3,1,3,0,6,1,2,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,8,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,4,1,1,2,0,0,2,1,1,1,4,1
5 - Καβάλας,294 E.T. Δήμου Παγγαίου,356,184,3,2,5,179,93,13,1,40,55,22,7,10,9,2,2,1,2,1,37,0,5,29,9,2,6,1,1,0,1,0,0,0,17,0,0,0,17,2,2,0,0,0,0,0,0,0,3,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,1,0,2,3,0,0,4,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1
5 - Καβάλας,295 E.T. Δήμου Παγγαίου,366,202,4,2,6,196,85,2,1,28,57,34,3,13,5,4,4,2,4,2,29,5,4,20,14,1,1,6,1,4,0,1,0,0,35,1,0,1,32,2,3,1,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,1,1,0,0,2,0,0,0,0,0,5,4
5 - Καβάλας,Ετερ. Καβάλας (από 19ο Ε.Τ. Νομ. Θεσσαλονικης),509,322,12,1,13,309,115,17,10,28,76,26,4,70,31,15,9,12,5,13,28,6,10,9,7,4,4,21,2,3,3,5,4,4,24,10,1,6,2,5,5,7,3,1,1,0,0,0,2,1,1,0,0,0,0,0,0,3,0,0,1,0,2,1,0,0,1,5,3,3,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,1,1,0,2,1,1,0,5,1,1,2,2,0,0,3,1,1,1,1,0,0,0,0,0,15,12
5 - Καβάλας,Ετερ. Καβάλας (από Εφετείο Θεσσαλονίκης),40,30,1,0,1,29,11,1,2,2,7,2,3,9,6,4,1,2,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
5 - Καβάλας,Ετερ. Καβάλας (από 84ο Ε.Τ. Νομ. Αττικης-Αθηνών),402,289,1,1,2,287,119,16,15,29,96,32,9,78,29,28,19,20,5,7,20,7,9,6,5,2,4,28,8,3,4,9,3,3,8,1,1,1,1,1,5,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,5,1,0,1,2,7,5,2,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,6
5 - Καβάλας,Ετερ. Καβάλας (από 85ο Ε.Τ. Νομ. Αττικης-Αθηνών),391,256,3,2,5,251,106,15,19,21,68,27,16,55,26,15,5,15,8,8,20,2,7,9,3,4,4,24,8,5,2,8,3,2,6,2,2,2,2,1,2,8,5,5,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,5,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,1,1,0,1,6,4,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,11,6
5 - Καβάλας,Ετερ. Καβάλας (από 12ο Ε.Τ. Νομ. Αττικης-Πειραιώς),117,71,0,0,0,71,31,6,5,6,19,10,3,15,7,5,4,4,1,7,7,2,2,4,1,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Σύνολο,,142369,80622,1596,481,2077,78545,34286,3244,3398,7080,26269,10617,2330,12690,6449,3336,2749,1964,1656,1691,8897,1367,1044,3993,4068,598,1135,4173,1205,562,755,1363,507,1105,4215,712,410,751,1422,863,984,1910,653,465,376,266,214,219,843,224,158,536,117,55,41,34,18,229,84,94,527,329,724,194,217,163,126,3436,1073,955,1098,1502,88,43,200,99,108,10,2,49,19,408,68,81,65,201,42,129,346,179,133,29,504,289,159,88,1194,280,174,304,549,115,50,705,223,186,362,353,189,239,139,229,104,2024,1217
