ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΔΡΙΑΝΟΣ ΙΩΑΝΝΗΣ του Σωτηρίου,ΔΩΡΟΒΙΝΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΜΠΟΥΝΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ευαγγέλου,ΤΑΝΤΑΡΟΥ-ΚΡΙΓΓΟΥ ΘΕΟΔΟΣΙΑ (ΣΟΝΙΑ) του Δημητρίου,ΣΥΡΙΖΑ,ΓΑΒΡΗΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΣΤΑΥΡΟΥΛΑ (ΣΠΗΛΙΑ) του Χαράλαμπου,ΠΑΠΑΪΩΑΝΝΟΥ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Γεωργίου,ΣΚΟΥΡΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΙΒΗ) του Δημητρίου,ΣΤΕΡΓΙΟΥ ΓΕΩΡΓΙΟΣ του Χρήστου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΕΥΑΓΓΕΛΙΝΟΥ ΣΤΑΥΡΟΥΛΑ - ΕΛΕΝΗ του Αργυρίου,ΖΑΧΑΡΙΟΥΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΠΟΥΛΑΣ ΑΝΔΡΕΑΣ του Θεοδοσίου,ΧΕΙΒΙΔΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΣΟΣ) του Παναγιώτη,ΨΥΧΟΓΥΙΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,Κ.Κ.Ε.,ΓΚΟΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΓΚΟΥΒΙΣΗ ΣΤΑΥΡΟΥΛΑ (ΒΟΥΛΑ) του Ιωάννη,ΚΟΛΙΖΕΡΑΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΡΟΚΟΣ ΜΙΧΑΗΛ του Φωτίου,ΧΑΤΖΗΑΝΑΣΤΑΣΙΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΥΜΝΙΑΤΗΣ ΣΠΥΡΙΔΩΝ του Νικολάου,ΜΑΛΛΙΑΡΑ ΑΝΔΡΙΑΝΑ- ΧΡΙΣΤΙΝΑ του Φωτίου,ΠΛΕΥΡΙΤΗ ΓΕΩΡΓΙΑ του Ιωάννη,ΠΟΪΚΛΗΣ ΔΗΜΗΤΡΙΟΣ του Ευάγγελου,ΣΑΛΑΠΑΤΑΣ ΔΗΜΗΤΡΙΟΣ του Λεωνίδα,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΕΩΡΓΙΟΠΟΥΛΟΥ ΙΟΥΛΙΑ (ΗΛΙΑΝΑ) του Δημητρίου,ΔΑΓΡΕΣ ΞΕΝΟΦΩΝ (ΦΩΝΤΑΣ) του Δημητρίου,ΔΡΟΥΓΚΑΣ ΔΗΜΟΣΘΕΝΗΣ του Κωνσταντίνου,ΜΙΧΑΛΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Διαμαντή,ΣΤΟΓΙΑΝΟΒΙΤΣ ΣΝΕΖΑΝΑ (ΝΕΝΑ) του Ζίβοραντ,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΓΟΥΡΝΗ ΕΛΕΝΗ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΤΣΑΧΕΙΡΙΔΗΣ ΗΛΙΑΣ του Μιχαήλ,Ο.Κ.Δ.Ε.,ΝΤΙΝΟΠΟΥΛΟΥ ΣΤΑΜΑΤΙΑ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΕΡΔΕ ΕΛΕΝΗ του Παναγιώτη,ΜΠΟΥΓΙΟΥΚΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Συμεών,ΝΕΖΟΥ ΓΑΡΥΦΑΛΙΑ του Δημητρίου,ΤΟΥΜΠΑΝΟΣ ΠΕΤΡΟΣ του Θεοδώρου,Κίνημα 21,ΜΟΝΑΣΤΗΡΙΩΤΗΣ ΣΤΥΛΙΑΝΟΣ του Αλέξανδρου,ΧΡΥΣΟΣΤΑΛΗ ΚΑΛΛΙΟΠΗ του Κωνσταντίνου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΓΚΙΟΞΑΡΗ ΒΑΡΒΑΡΑ του Ελευθερίου,ΚΑΠΛΑΝΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΣΚΙΚΟΣ ΘΕΟΔΟΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΝΙΚΗ,ΖΑΧΟΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΚΑΡΑΧΑΛΙΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΚΩΤΣΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παύλου,κοινωνία αξιών,ΠΕΤΣΙΩΤΗ ΕΥΔΟΚΙΑ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΚΑΝΑ ΠΑΝΑΓΙΩΤΑ του Ευστάθιου,Ο.Α.Κ.Κ.Ε.,ΒΑΣΙΛΕΙΑΔΗΣ ΠΕΤΡΟΣ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΣΑΛΑΠΑΤΑΣ ΛΕΩΝΙΔΑΣ του Ανδρέα,Ελλήνων Συνέλευσις,ΓΙΑΝΝΑΚΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Μιχαήλ,ΔΑΓΡΕΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΚΑΚΟΥ ΑΝΝΑ του Γεράσιμου,ΚΑΡΑΜΑΝΟΥ ΑΙΚΑΤΕΡΙΝΗ του Αναστάσιου,ΤΖΑΝΟΣ ΑΛΚΙΒΙΑΔΗΣ του Βασιλείου,Ένωση Κεντρώων,ΚΑΡΑΚΩΣΤΗΣ ΜΕΡΚΟΥΡΙΟΣ του Στέργιου,ΚΟΥΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΣΤΑΘΗ ΓΡΗΓΟΡΙΑ του Χαράλαμπου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΡΓΑΔΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΙΩΑΝΝΟΥ ΕΥΣΤΑΘΙΟΣ του Ιωάννη,ΚΑΛΟΓΕΡΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Παύλου,ΣΠΑΡΟΥ ΓΑΡΥΦΑΛΛΙΑ του Νικολάου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΟΡΔΑΛΗ ΜΑΡΙΑ του Κυριάκου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΤΑΪΚΟΣ ΑΛΕΞΑΝΔΡΟΣ του Χρήστου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΥΦΑΚΟΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΕΑΝ...,ΤΣΕΝΤΟΥΡΟΥ ΑΙΜΙΛΙΑ του Αθανασίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΛΙΑΚΗ ΜΑΡΙΑ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Περικλή
44 - Αργολίδος,188 E.T. Δήμου Ναυπλιέων,526,356,5,1,6,350,152,45,12,29,27,29,67,25,3,20,6,3,38,2,2,23,3,6,18,6,1,0,0,6,16,3,5,0,0,8,14,1,0,5,4,0,5,4,0,0,0,0,2,1,0,0,0,5,1,3,3,1,0,0,9,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,5,0,3,0,1,1,2,2,1,1,3,1,0,0,7,4
44 - Αργολίδος,189 E.T. Δήμου Ναυπλιέων,527,310,8,1,9,301,118,47,10,7,23,17,74,31,1,23,8,4,28,0,0,18,4,4,28,7,7,4,2,1,3,1,1,0,0,0,12,2,0,4,3,0,2,2,0,0,0,0,2,0,1,0,0,5,1,2,2,1,1,0,12,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,1,1,0,0,0,0,1,1,8,5
44 - Αργολίδος,190 E.T. Δήμου Ναυπλιέων,530,350,5,2,7,343,150,52,6,19,28,30,55,20,3,10,6,4,37,2,0,25,5,3,24,8,2,7,1,2,14,2,2,0,0,4,21,1,0,0,10,1,1,1,2,2,1,1,0,0,0,0,0,4,0,2,3,0,1,1,11,1,8,1,0,0,0,0,0,0,0,0,4,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,9,6
44 - Αργολίδος,191 E.T. Δήμου Ναυπλιέων,524,360,3,1,4,356,150,44,20,24,30,23,59,25,0,14,5,0,38,1,1,23,2,8,20,5,3,1,1,2,13,3,2,1,0,5,22,1,1,3,10,0,1,0,1,1,0,0,2,0,1,0,1,1,0,0,5,3,0,0,10,2,5,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,1,4,0,1,1,4,4,0,0,3,3,1,1,3,1,15,7
44 - Αργολίδος,192 E.T. Δήμου Ναυπλιέων,522,347,12,1,13,334,166,52,21,27,24,19,50,24,5,5,5,4,48,2,0,31,1,8,15,2,1,1,3,5,15,5,1,0,0,4,8,1,0,1,3,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,5,2,1,0,10,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,4,2,1,0,1,1,5,2
44 - Αργολίδος,193 E.T. Δήμου Ναυπλιέων,507,327,8,0,8,319,144,49,21,12,15,16,53,28,6,8,4,0,50,1,1,33,4,6,19,10,0,0,0,3,10,2,3,0,0,2,11,1,1,2,2,0,2,2,0,0,0,0,2,0,1,1,0,2,1,0,1,0,0,0,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,2,1,1,2,0,8,2
44 - Αργολίδος,194 E.T. Δήμου Ναυπλιέων,503,337,4,2,6,331,151,52,20,30,18,20,57,30,5,8,7,1,38,2,3,25,0,4,15,5,3,3,0,0,14,3,6,0,0,3,19,7,0,7,1,1,1,1,1,0,0,0,7,1,3,1,0,3,0,3,2,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,3,2,0,0,0,0,12,3
44 - Αργολίδος,195 E.T. Δήμου Ναυπλιέων,506,330,0,0,0,330,143,40,24,17,20,21,60,29,0,13,9,1,51,3,1,32,7,7,22,7,0,2,0,1,6,1,1,0,0,2,14,2,1,0,6,1,1,0,0,0,0,0,3,0,3,0,0,1,0,1,1,0,1,0,12,2,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,0,0,2,0,1,1,0,0,7,5
44 - Αργολίδος,196 E.T. Δήμου Ναυπλιέων,522,338,7,0,7,331,146,41,20,22,23,19,63,22,5,20,3,4,34,1,1,26,2,2,12,2,0,2,1,0,17,2,3,1,0,8,16,1,0,5,7,1,0,0,0,0,0,0,6,0,2,0,0,5,2,0,3,0,1,1,5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,4,2,2,2,1,3,2,9,6
44 - Αργολίδος,197 E.T. Δήμου Ναυπλιέων,529,351,9,4,13,338,152,41,20,30,31,16,64,20,0,22,6,3,37,1,1,22,5,4,28,11,5,4,0,3,5,0,0,0,0,4,20,3,1,7,7,0,1,1,0,0,0,0,2,0,1,1,0,2,1,1,1,0,1,0,5,0,4,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,1,0,0,12,7
44 - Αργολίδος,198 E.T. Δήμου Ναυπλιέων,498,329,5,0,5,324,164,35,29,25,34,27,41,12,3,16,5,1,39,2,1,24,4,6,20,6,0,2,0,8,7,1,0,0,0,3,20,1,2,2,6,2,1,1,0,0,0,0,1,0,1,0,0,6,3,2,0,0,0,0,9,1,4,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,10,7
44 - Αργολίδος,199 E.T. Δήμου Ναυπλιέων,493,328,3,1,4,324,124,39,13,22,20,23,69,29,2,22,8,1,33,1,0,20,4,4,25,6,3,3,0,4,11,0,0,1,0,6,14,0,2,4,4,2,1,1,0,0,0,0,3,1,1,0,0,1,0,1,8,3,2,1,12,1,4,1,0,0,0,0,1,1,0,0,4,1,0,2,1,0,1,0,0,1,3,2,3,1,1,1,0,0,1,1,0,0,1,1,1,0,8,4
44 - Αργολίδος,200 E.T. Δήμου Ναυπλιέων,511,340,8,3,11,329,154,48,18,30,23,15,63,26,3,14,2,3,43,0,1,31,3,5,24,7,4,6,0,0,9,2,1,1,0,3,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,10,8
44 - Αργολίδος,201 E.T. Δήμου Ναυπλιέων,481,300,2,4,6,294,125,48,11,11,32,11,60,26,2,14,9,1,40,4,1,27,3,4,21,11,2,2,0,2,10,3,1,0,0,3,10,0,2,3,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,7,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,1,3,1,1,0,2,2,1,0,1,1,1,1,2,2,3,1
44 - Αργολίδος,202 E.T. Δήμου Ναυπλιέων,512,334,5,3,8,326,119,34,12,28,22,16,82,42,3,18,5,4,45,1,0,34,6,2,17,6,1,4,0,3,6,2,0,0,0,2,10,2,0,2,2,1,3,2,1,1,0,0,2,1,0,0,0,3,1,2,4,1,0,0,14,1,7,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,4,3,0,0,0,0,11,7
44 - Αργολίδος,203 E.T. Δήμου Ναυπλιέων,504,325,9,3,12,313,115,35,21,15,12,17,52,22,2,4,6,4,53,2,1,28,7,11,22,9,1,6,0,1,6,1,0,0,0,4,16,0,1,2,4,5,3,1,1,1,0,0,4,1,0,0,1,3,1,1,3,0,0,1,13,2,6,2,1,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,13,7
44 - Αργολίδος,204 E.T. Δήμου Ναυπλιέων,476,315,4,2,6,309,128,42,9,14,37,14,51,26,2,7,4,4,32,1,0,27,1,3,31,7,1,5,1,7,11,2,3,0,0,6,20,0,4,1,9,2,1,0,0,0,0,0,2,0,0,1,0,1,1,0,3,0,0,0,8,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,1,4,1,2,0,0,0,0,0,0,0,1,1,0,0,10,3
44 - Αργολίδος,205 E.T. Δήμου Ναυπλιέων,481,320,4,1,5,315,140,39,18,20,22,23,49,25,2,8,2,6,30,0,0,14,3,10,23,11,0,3,1,2,17,3,5,5,0,3,12,1,0,1,1,3,1,0,0,0,0,0,1,0,1,0,0,4,0,4,4,0,1,0,5,0,4,0,0,0,0,0,0,0,2,1,6,1,0,5,0,0,1,0,0,1,0,0,2,0,1,0,3,2,2,2,2,1,2,0,0,0,9,6
44 - Αργολίδος,206 E.T. Δήμου Ναυπλιέων,458,305,3,2,5,300,114,34,15,30,14,14,64,28,2,14,6,8,45,4,0,29,4,4,23,10,2,4,0,3,12,1,1,0,1,6,7,1,1,0,1,2,2,1,0,0,0,0,1,0,0,1,0,6,2,1,3,1,2,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,2,11,6
44 - Αργολίδος,207 E.T. Δήμου Ναυπλιέων,425,308,6,2,8,300,148,44,15,39,16,25,44,30,3,3,2,0,33,5,0,20,0,5,14,5,0,4,0,1,13,2,1,1,1,6,11,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,18,2,13,1,1,1,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,9,4
44 - Αργολίδος,208 E.T. Δήμου Ναυπλιέων,468,312,5,1,6,306,131,30,16,26,27,23,61,27,4,8,9,5,45,1,0,36,2,4,13,4,0,6,0,0,16,2,3,1,0,5,9,1,0,2,3,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,1,0,0,15,5,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,3,2
44 - Αργολίδος,209 E.T. Δήμου Ναυπλιέων,474,345,6,0,6,339,145,48,13,17,24,23,59,24,3,17,2,5,38,0,2,29,2,3,15,3,1,3,0,2,12,1,2,2,0,5,10,1,2,2,1,0,4,2,0,0,0,0,2,1,0,0,0,7,3,4,1,1,0,0,7,5,0,2,0,0,1,0,0,0,0,0,4,1,0,0,1,2,2,0,0,0,1,0,5,0,1,2,3,3,2,1,3,1,5,1,3,2,10,7
44 - Αργολίδος,210 E.T. Δήμου Ναυπλιέων,472,312,8,0,8,304,113,28,16,19,17,19,57,30,4,6,2,5,47,1,0,27,1,11,12,2,0,3,0,2,14,1,2,2,1,1,17,3,0,9,3,0,6,5,0,0,0,0,1,0,0,0,0,5,0,3,1,0,0,1,7,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,1,2,2,3,2,0,0,1,1,0,0,11,8
44 - Αργολίδος,211 E.T. Δήμου Ναυπλιέων,506,323,5,0,5,318,131,53,1,20,16,26,64,30,2,12,5,3,41,2,0,31,1,3,31,4,0,3,5,3,10,8,1,0,0,0,14,2,0,6,2,0,0,0,0,0,2,0,0,0,0,0,0,4,2,1,1,1,0,0,4,1,1,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,1,0,0,1,0,7,3
44 - Αργολίδος,212 E.T. Δήμου Ναυπλιέων,475,320,12,3,15,305,104,42,2,24,13,16,76,43,2,14,3,4,48,2,1,39,1,2,21,6,3,0,4,1,5,0,1,1,0,3,21,0,1,0,9,5,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,8,3,4,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,3,1,2,0,2,1,0,0,1,0,0,0,0,0,7,3
44 - Αργολίδος,213 E.T. Δήμου Ναυπλιέων,125,102,0,0,0,102,55,30,4,6,7,1,6,4,0,1,0,0,21,0,0,11,0,10,3,0,1,0,0,0,4,1,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
44 - Αργολίδος,214 E.T. Δήμου Ναυπλιέων,519,395,4,1,5,390,159,60,10,26,43,15,56,36,1,2,2,6,90,1,0,74,2,6,10,5,1,0,1,1,14,4,1,0,0,8,27,1,0,2,24,0,1,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,10,0,7,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3,1,1,0,7,6
44 - Αργολίδος,215 E.T. Δήμου Ναυπλιέων,540,325,3,1,4,321,135,46,11,18,24,20,46,19,3,9,5,5,72,1,0,54,3,12,13,4,1,5,0,0,7,1,1,0,0,5,17,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,3,0,9,1,3,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,6,5
44 - Αργολίδος,216 E.T. Δήμου Ναυπλιέων,539,354,8,1,9,345,149,57,5,33,18,25,65,30,6,16,2,1,72,2,0,61,2,6,15,5,0,4,1,1,7,1,0,0,0,3,8,1,2,2,2,0,2,2,0,0,0,0,1,0,0,0,1,2,0,2,3,2,1,0,6,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,1,8,7
44 - Αργολίδος,217 E.T. Δήμου Ναυπλιέων,555,363,1,0,1,362,140,39,10,22,25,32,71,30,2,12,4,9,94,3,0,78,3,4,17,5,0,1,1,0,6,0,0,0,0,3,12,0,0,3,4,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,10,7
44 - Αργολίδος,Ετερ. Αργολίδος (από Εφετείο Θεσσαλονίκης),43,32,0,1,1,31,4,2,0,0,2,0,9,2,0,4,0,0,2,0,0,0,0,1,6,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,Ετερ. Αργολίδος (από 16ο Ε.Τ. Νομ. Αττικης-Αθηνών),486,331,2,1,3,328,139,46,8,9,28,18,71,14,15,19,10,1,34,7,1,7,4,9,34,5,2,8,1,1,5,0,0,1,1,1,6,1,0,0,1,2,1,1,0,0,0,0,4,0,3,0,0,4,0,2,3,1,0,0,10,2,3,4,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,9,7
44 - Αργολίδος,Ετερ. Αργολίδος (από Εφετείο Πειραιώς),74,47,0,1,1,46,26,10,2,1,5,1,7,0,0,3,2,0,4,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,Ε.Τ. ΑΓΡΟΤΙΚΟΥ ΚΑΤΑΣΤΗΜΑΤΟΣ ΚΡΑΤΗΣΗΣ ΕΝΗΛΙΚΩΝ ΤΙΡΥΝΘΑΣ,45,35,2,0,2,33,23,22,0,0,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,Ε.Τ. ΚΑΤΑΣΤΗΜΑΤΟΣ ΚΡΑΤΗΣΗΣ ΝΑΥΠΛΙΟΥ,245,221,19,1,20,201,40,27,0,0,7,2,150,67,14,10,5,2,3,2,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Σύνολο,,94116,59682,1128,296,1424,58258,25360,8602,2006,2640,4747,5095,10342,3602,774,2762,1173,515,9083,252,105,4623,1032,2444,2980,686,334,467,232,425,2112,497,243,112,28,735,1705,226,339,296,337,96,279,174,55,30,16,5,284,40,43,44,51,491,151,218,370,71,107,40,1662,417,742,247,95,55,75,58,8,1,40,24,278,66,35,21,44,70,210,35,59,39,126,82,385,76,95,95,104,70,301,214,281,172,177,108,111,59,1328,802
