ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΤΩΝΙΟΥ ΜΑΡΙΑ του Βασιλείου,ΚΑΝΔΥΛΗ-ΜΥΚΩΝΙΑΤΗ ΑΓΝΗ του Ανδρέα,ΤΖΗΚΑΛΑΓΙΑΣ ΖΗΣΗΣ του Γεωργίου,ΣΥΡΙΖΑ,ΓΙΑΓΚΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΣΙΣΙΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΕΛΙΓΙΟΡΙΔΟΥ ΟΛΥΜΠΙΑ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΑΡΣΑΜΗΣ ΚΟΣΜΑΣ του Μιχαήλ,ΝΤΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Ευάγγελου,ΤΣΑΛΟΥΚΙΔΟΥ ΑΘΗΝΑ του Αχιλλέα,Κ.Κ.Ε.,ΓΡΑΜΜΕΝΟΥ ΓΙΑΝΝΟΥΛΑ (ΑΝΝΕΤΑ) του Γεωργίου,ΣΑΛΒΑΡΙΝΑ ΑΝΤΩΝΙΑ (ΤΟΝΙΑ) του Δημητρίου,ΤΙΓΚΑΣ ΓΕΩΡΓΙΟΣ του Αλέξανδρου,Ελληνική Λύση - Κ. Βελόπουλος,ΠΑΥΛΟΥ ΧΡΗΣΤΟΣ του Παύλου,ΣΑΛΤΖΙΔΟΥ ΜΑΡΙΑ του Ελλάδιου,ΣΙΔΗΡΟΠΟΥΛΟΣ ΑΝΕΣΤΗΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΟΥΛΗ ΦΙΛΙΑ του Δημητρίου,ΛΙΟΥΖΑΣ ΣΤΕΦΑΝΟΣ του Γεωργίου,ΜΟΣΧΟΣ ΧΡΙΣΤΟΣ του Δημητρίου,Κ.Κ.Ε. (μ-λ),ΜΙΧΑΗΛ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΓΚΟΣΔΑ ΑΓΝΗ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΑΝΟΥΣΑΡΙΔΗΣ ΕΜΜΑΝΟΥΗΛ του Λαζάρου,Κίνημα 21,ΚΑΖΑΝΑ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΓΟΥΔΗΣ ΝΑΟΥΜ του Βασιλείου,ΝΙΚΗ,ΖΗΣΗΣ ΣΤΕΛΙΟΣ του Βασιλείου,ΚΟΥΣΟΥΝΗΣ ΓΕΡΑΣΙΜΟΣ του Αλεξίου,ΣΑΡΗΓΙΑΝΝΙΔΟΥ ΣΟΦΙΑ του Κυριάκου,κοινωνία αξιών,ΚΥΡΙΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΤΣΙΧΛΗΣ ΑΝΤΩΝΙΟΣ του Ευάγγελου,Μ-Λ Κ.Κ.Ε.,ΚΑΡΕΛΑ ΓΕΩΡΓΙΑ του Νικολάου,Ελλήνων Συνέλευσις,ΚΑΤΣΙΜΑΝΤΟΥ ΕΛΕΝΗ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΣΤΟΥΜΠΟΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,Ένωση Κεντρώων,ΜΑΝΟΥ ΕΜΜΑΝΟΥΗΛ του Δημητρίου,ΜΑΡΑΤΣΟΥ ΜΑΡΙΑ του Δημητρίου,ΠΡΟΚΟΠΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΠΟΣΤΟΛΟΥ ΜΑΡΙΑ του Ευριπίδη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΠΑΠΑΣΤΕΡΓΙΟΥ ΑΛΚΙΒΙΑΔΗΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΖΑΦΕΙΡΙΑΔΟΥ ΜΑΡΙΑ του Ηλία,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΤΟΥΛΙΑΣ ΗΛΙΑΣ του Θωμά,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΣΛΑΝΙΔΗΣ ΙΠΠΟΚΡΑΤΗΣ του Αναστασίου,ΕΑΝ...,ΣΟΥΝΤΑΣ ΜΑΡΙΟΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΟΥΣΤΑΜΠΑΣΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Μιλτιάδη
16 - Καστοριάς,72 E.T. Δήμου Καστοριάς,519,280,1,1,2,278,147,65,26,46,65,6,4,47,18,11,1,2,8,1,1,3,9,5,0,2,4,0,0,3,1,0,0,0,2,0,1,1,3,2,8,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,7,4
16 - Καστοριάς,73 E.T. Δήμου Καστοριάς,518,300,7,3,10,290,141,71,26,37,50,2,5,40,16,11,0,3,8,4,1,0,24,15,3,1,10,1,0,5,0,0,0,0,1,1,3,2,7,4,11,5,1,1,0,0,0,0,1,0,2,1,1,0,1,0,0,1,0,0,5,1,1,1,2,2,1,0,0,0,6,5
16 - Καστοριάς,74 E.T. Δήμου Καστοριάς,526,311,9,2,11,300,164,78,32,37,49,4,6,33,18,9,1,4,16,4,1,7,13,6,2,1,8,1,5,2,1,1,0,0,1,0,6,4,2,2,5,1,1,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,6,5,1,0,1,0,5,3
16 - Καστοριάς,75 E.T. Δήμου Καστοριάς,529,299,7,0,7,292,143,70,23,38,59,4,9,42,24,10,5,3,6,2,0,3,9,5,1,1,7,2,1,4,0,0,0,0,1,0,2,2,5,3,14,6,2,2,1,0,0,0,0,0,1,0,0,1,3,2,0,1,0,0,7,4,0,0,4,3,1,1,1,1,4,3
16 - Καστοριάς,76 E.T. Δήμου Καστοριάς,528,287,10,1,11,276,108,39,22,31,98,14,10,60,19,12,1,0,7,3,0,2,10,6,1,1,6,3,1,2,1,1,0,0,1,0,1,1,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,1,1,1,0,1,1,2,2,9,4
16 - Καστοριάς,77 E.T. Δήμου Καστοριάς,521,299,13,2,15,284,137,58,34,36,55,4,4,45,27,14,4,5,10,5,2,1,10,6,0,2,9,2,0,3,2,0,0,0,0,0,1,0,7,3,8,3,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,3,3,0,0,3,3,1,0,0,0,6,2
16 - Καστοριάς,78 E.T. Δήμου Καστοριάς,523,273,6,2,8,265,113,52,18,33,67,8,9,48,22,15,0,1,15,5,0,4,9,6,0,1,9,1,4,0,1,0,0,0,2,1,1,0,4,2,11,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,1,0,1,0,0,0,3,1
16 - Καστοριάς,79 E.T. Δήμου Καστοριάς,522,292,2,2,4,288,131,64,23,28,68,2,4,55,24,11,2,7,11,4,0,4,7,4,0,2,7,1,2,2,0,0,1,0,2,1,3,1,10,6,8,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,4,0,0,2,0,2,0,1,1,5,3
16 - Καστοριάς,80 E.T. Δήμου Καστοριάς,489,298,8,3,11,287,137,62,31,34,56,5,8,36,17,9,0,5,15,7,0,2,15,8,0,1,5,0,2,3,0,0,0,0,0,0,1,0,3,1,12,2,4,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,2,1,0,1,1,1,1,0,0,15,7
16 - Καστοριάς,81 E.T. Δήμου Καστοριάς,518,293,4,5,9,284,123,61,20,27,56,7,7,37,26,16,1,0,12,3,2,2,6,2,2,0,6,1,2,1,1,1,0,0,0,0,2,1,13,7,10,0,0,3,0,0,0,0,0,0,4,0,2,1,3,0,1,0,1,1,7,4,1,1,4,1,1,0,1,1,7,3
16 - Καστοριάς,82 E.T. Δήμου Καστοριάς,526,302,5,4,9,293,145,54,30,46,60,6,3,48,27,17,2,4,9,0,2,4,11,6,2,0,9,1,2,4,1,1,0,0,0,0,1,0,6,5,8,1,3,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,4,3,0,0,2,0,0,0,1,1,4,3
16 - Καστοριάς,83 E.T. Δήμου Καστοριάς,529,308,5,0,5,303,153,61,39,43,58,4,6,44,20,13,1,1,5,2,1,0,9,6,1,0,11,1,2,5,0,0,0,0,0,0,0,0,9,3,13,6,3,3,1,1,0,0,1,0,0,0,0,0,2,1,0,0,1,1,2,1,0,0,3,2,2,0,0,0,13,7
16 - Καστοριάς,84 E.T. Δήμου Καστοριάς,521,306,6,2,8,298,140,62,28,39,59,3,8,44,23,16,0,4,9,6,1,1,7,3,0,0,10,3,3,4,0,0,0,0,0,0,3,1,3,2,18,3,5,4,0,0,0,0,0,0,0,0,0,0,5,1,0,2,1,0,3,2,1,0,3,3,3,2,2,1,8,6
16 - Καστοριάς,85 E.T. Δήμου Καστοριάς,504,247,5,1,6,241,127,43,21,40,40,4,3,31,20,13,2,3,6,2,1,1,14,10,2,0,4,2,0,2,0,0,0,0,1,0,4,4,1,1,9,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,2,1,0,0,5,2
16 - Καστοριάς,86 E.T. Δήμου Καστοριάς,514,288,8,2,10,278,123,58,15,36,66,2,1,55,24,14,0,6,9,2,3,1,13,4,1,1,13,2,3,5,0,0,0,0,0,0,0,0,6,5,14,3,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,4,2
16 - Καστοριάς,87 E.T. Δήμου Καστοριάς,518,305,7,0,7,298,134,48,34,39,72,3,5,60,16,4,0,3,11,3,0,5,12,7,1,0,11,1,2,7,0,0,0,0,0,0,0,0,9,4,16,4,5,6,1,1,1,0,0,0,1,0,0,0,3,0,0,2,1,1,1,0,0,0,1,0,0,0,1,1,7,6
16 - Καστοριάς,88 E.T. Δήμου Καστοριάς,510,296,7,3,10,286,154,76,23,41,56,6,8,35,13,11,0,1,6,2,1,2,11,4,1,2,7,1,0,6,0,0,0,0,0,0,1,0,5,3,8,1,0,6,0,0,0,0,0,0,4,0,3,1,5,3,1,0,0,0,1,0,0,0,2,2,3,1,0,0,10,7
16 - Καστοριάς,89 E.T. Δήμου Καστοριάς,524,304,7,3,10,294,165,75,37,33,44,5,3,34,16,10,2,3,4,3,0,1,14,6,1,2,4,0,1,2,0,0,0,0,2,0,3,3,7,4,16,2,6,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,4,2,2,0,0,1,1,2,2,7,4
16 - Καστοριάς,90 E.T. Δήμου Καστοριάς,534,291,9,1,10,281,108,44,21,28,72,2,7,59,20,14,1,2,16,6,6,2,17,11,1,0,8,0,2,3,1,1,0,0,1,1,2,1,1,0,13,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,7,5,1,0,2,2,2,1,2,1,4,3
16 - Καστοριάς,91 E.T. Δήμου Καστοριάς,300,201,7,2,9,192,75,36,20,15,58,2,1,52,27,5,1,10,3,2,0,1,10,2,2,3,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,1,0,8,3
16 - Καστοριάς,92 E.T. Δήμου Καστοριάς,121,79,2,1,3,76,31,11,9,7,15,1,2,9,12,7,0,2,9,5,1,2,3,2,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
16 - Καστοριάς,93 E.T. Δήμου Καστοριάς,561,353,5,0,5,348,210,108,34,55,70,2,3,60,19,2,0,13,11,0,2,4,7,2,2,0,5,1,0,0,0,0,0,0,0,0,0,0,12,11,5,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,5,1
16 - Καστοριάς,94 E.T. Δήμου Καστοριάς,557,216,0,1,1,215,121,78,21,18,47,4,2,39,15,9,0,5,7,1,0,2,8,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0,1,1,3,2
16 - Καστοριάς,95 E.T. Δήμου Καστοριάς,624,286,7,2,9,277,136,64,21,38,69,2,4,57,19,11,1,1,8,1,3,0,19,5,5,0,5,0,2,1,0,0,0,0,0,0,4,2,0,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6,3
16 - Καστοριάς,96 E.T. Δήμου Καστοριάς,271,112,1,0,1,111,44,11,12,17,13,1,1,9,17,9,3,4,0,0,0,0,6,1,1,0,5,2,1,2,0,0,0,0,1,1,0,0,2,2,3,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,1,0,1,0,0,0,13,6
16 - Καστοριάς,97 E.T. Δήμου Καστοριάς,411,147,3,0,3,144,70,20,34,14,30,0,5,23,12,6,1,2,7,0,2,4,3,1,1,1,6,0,0,4,0,0,0,0,0,0,0,0,1,1,5,1,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,1,0,2,2
16 - Καστοριάς,98 E.T. Δήμου Καστοριάς,510,118,1,0,1,117,32,18,7,5,40,0,4,35,19,10,0,7,13,2,9,0,4,2,1,0,7,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16 - Καστοριάς,99 E.T. Δήμου Καστοριάς,432,82,1,0,1,81,48,25,12,11,18,0,2,16,9,2,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
16 - Καστοριάς,100 E.T. Δήμου Καστοριάς,322,76,4,1,5,71,23,8,6,6,21,1,8,12,9,7,0,1,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16 - Καστοριάς,101 E.T. Δήμου Καστοριάς,275,29,0,0,0,29,7,6,0,1,6,0,0,6,2,1,0,0,6,0,6,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
16 - Καστοριάς,102 E.T. Δήμου Καστοριάς,179,21,0,0,0,21,9,2,5,2,10,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16 - Καστοριάς,103 E.T. Δήμου Καστοριάς,386,268,8,5,13,255,114,49,17,31,48,3,0,42,35,19,5,2,3,2,0,0,10,1,2,0,6,1,1,3,0,0,0,0,0,0,0,0,2,1,19,8,1,2,0,0,0,0,1,0,5,0,4,1,1,1,0,0,1,1,2,2,0,0,4,0,1,1,0,0,3,2
16 - Καστοριάς,104 E.T. Δήμου Καστοριάς,380,251,5,3,8,243,106,31,25,39,59,4,0,52,17,5,5,4,8,3,0,2,11,4,2,1,6,1,1,4,1,0,0,0,1,1,1,1,2,1,3,1,0,1,1,0,1,1,0,0,1,0,1,0,2,0,0,1,2,0,2,2,0,0,4,4,1,0,1,0,13,9
16 - Καστοριάς,105 E.T. Δήμου Καστοριάς,514,280,2,2,4,276,133,62,26,36,49,2,0,43,21,8,1,9,3,2,0,1,22,11,2,4,3,0,0,0,0,0,0,0,1,0,2,2,3,3,16,8,2,2,0,0,1,0,0,0,3,0,3,0,1,0,0,1,0,0,1,1,1,0,2,2,0,0,2,2,12,7
16 - Καστοριάς,106 E.T. Δήμου Καστοριάς,510,249,6,1,7,242,108,55,15,31,44,2,3,38,23,9,1,5,5,3,0,1,23,7,3,5,7,2,0,5,0,0,0,0,0,0,1,1,4,1,8,6,1,1,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,2,1,0,0,10,6
16 - Καστοριάς,107 E.T. Δήμου Καστοριάς,516,300,3,1,4,296,118,50,19,39,70,7,6,50,16,7,0,6,14,4,3,5,28,13,0,4,7,1,0,5,1,1,1,0,1,0,1,1,2,0,16,6,6,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,4,3,2,0,2,1,1,0,1,0,6,5
16 - Καστοριάς,108 E.T. Δήμου Καστοριάς,407,252,1,0,1,251,92,25,24,35,59,5,3,46,30,11,2,9,13,5,4,2,14,6,2,4,19,0,0,17,0,0,0,0,1,1,3,2,0,0,10,5,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,3,1,1,1,0,0,0,0,0,0,3,0
16 - Καστοριάς,109 E.T. Δήμου Καστοριάς,390,221,5,4,9,212,99,35,20,38,23,2,0,19,22,8,9,1,11,4,1,0,14,3,5,1,19,0,0,18,0,0,0,0,1,0,1,1,1,0,10,1,0,3,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,3,2
16 - Καστοριάς,110 E.T. Δήμου Καστοριάς,473,210,2,1,3,207,103,58,17,25,46,5,1,39,12,3,0,6,3,0,1,1,12,4,3,1,7,5,0,1,0,0,0,0,0,0,2,0,5,3,3,1,0,1,0,0,0,0,0,0,2,0,1,0,2,0,1,0,2,2,1,1,0,0,1,0,1,0,1,0,4,3
16 - Καστοριάς,111 E.T. Δήμου Καστοριάς,474,295,6,2,8,287,139,75,24,32,68,1,3,59,23,9,1,10,0,0,0,0,18,6,3,2,5,2,0,1,0,0,0,0,1,1,2,0,1,1,6,1,0,2,0,0,0,0,0,0,5,0,4,1,1,0,0,0,3,1,3,1,0,0,5,2,0,0,0,0,7,2
16 - Καστοριάς,112 E.T. Δήμου Καστοριάς,474,232,4,1,5,227,105,52,21,26,55,0,4,51,15,6,1,2,5,1,0,0,19,4,5,3,3,1,0,1,0,0,0,0,0,0,5,3,1,0,9,4,1,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,4
16 - Καστοριάς,113 E.T. Δήμου Καστοριάς,473,285,9,1,10,275,133,54,24,42,64,0,4,57,14,7,1,3,11,0,2,6,10,2,0,3,2,1,1,0,1,0,0,0,3,1,5,1,5,3,8,0,3,4,1,0,0,0,1,1,1,0,1,0,3,1,0,1,0,0,1,1,2,1,3,1,0,0,1,0,6,0
16 - Καστοριάς,114 E.T. Δήμου Καστοριάς,488,280,1,4,5,275,132,63,40,20,59,2,1,51,19,10,1,4,4,0,0,1,22,14,3,2,3,1,1,1,1,0,0,0,0,0,2,1,0,0,15,3,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,2,1,1,0,0,0,9,2
16 - Καστοριάς,115 E.T. Δήμου Καστοριάς,598,197,4,0,4,193,121,69,19,24,16,0,0,15,14,3,0,6,4,3,0,0,14,5,3,0,4,1,2,1,0,0,0,0,0,0,0,0,3,2,10,3,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,2
16 - Καστοριάς,116 E.T. Δήμου Καστοριάς,618,289,5,2,7,282,100,45,13,30,76,4,7,55,25,9,3,7,4,1,1,1,27,6,11,1,8,1,0,6,0,0,0,0,2,1,8,1,2,1,8,2,1,2,2,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,5,2,7,3
16 - Καστοριάς,117 E.T. Δήμου Καστοριάς,492,195,1,0,1,194,123,59,28,27,14,2,0,12,7,5,0,2,0,0,0,0,13,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,8,3,6,0,0,0,0,0,0,5,0,5,0,2,1,0,1,0,0,1,1,2,2,0,0,0,0,0,0,9,5
16 - Καστοριάς,118 E.T. Δήμου Καστοριάς,469,182,6,2,8,174,88,46,22,17,23,2,1,19,6,2,0,4,5,3,0,1,22,0,0,17,1,0,0,1,0,0,0,0,0,0,1,0,1,1,9,3,1,4,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,3,1
16 - Καστοριάς,119 E.T. Δήμου Καστοριάς,361,147,1,0,1,146,87,36,30,12,21,0,0,20,3,0,0,2,1,1,0,0,11,2,0,5,1,0,1,0,0,0,0,0,1,0,3,1,1,0,6,3,1,1,0,0,0,0,0,0,7,0,7,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0
16 - Καστοριάς,120 E.T. Δήμου Καστοριάς,652,355,11,2,13,342,197,110,25,44,49,3,2,40,25,17,0,6,11,1,6,3,14,8,1,1,4,1,1,2,0,0,1,0,0,0,2,1,5,3,23,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,1,0,0,0,0,1,1
16 - Καστοριάς,121 E.T. Δήμου Νεστορίου,508,217,2,0,2,215,119,52,47,11,24,0,0,24,12,8,0,4,8,1,0,5,22,11,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,13,3,7,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,1,6,4
16 - Καστοριάς,122 E.T. Δήμου Νεστορίου,505,229,3,0,3,226,141,74,46,17,34,1,0,31,13,7,0,5,6,0,1,3,19,15,2,1,2,0,0,2,0,0,0,0,0,0,0,0,2,1,4,0,1,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16 - Καστοριάς,123 E.T. Δήμου Νεστορίου,332,100,1,1,2,98,36,11,8,15,51,0,0,50,0,0,0,0,2,0,0,2,4,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16 - Καστοριάς,124 E.T. Δήμου Νεστορίου,57,34,0,0,0,34,23,11,0,12,8,0,0,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16 - Καστοριάς,125 E.T. Δήμου Νεστορίου,294,113,0,0,0,113,88,36,14,33,8,0,1,7,6,2,1,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16 - Καστοριάς,126 E.T. Δήμου Νεστορίου,550,197,6,2,8,189,88,31,9,43,28,0,1,21,37,30,1,3,12,8,2,2,3,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,1,0,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,1,1,0,0,1,0
16 - Καστοριάς,127 E.T. Δήμου Νεστορίου,244,94,1,0,1,93,62,27,9,18,12,1,0,11,5,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1
16 - Καστοριάς,128 E.T. Δήμου Νεστορίου,524,210,3,2,5,205,123,85,3,32,35,1,2,32,18,10,0,8,8,0,1,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,7,5
16 - Καστοριάς,129 E.T. Δήμου Νεστορίου,135,71,1,1,2,69,47,24,15,2,12,6,1,4,3,3,0,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16 - Καστοριάς,130 E.T. Δήμου Νεστορίου,384,200,0,1,1,199,145,83,22,31,18,1,1,16,9,4,1,1,8,2,1,3,8,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0
16 - Καστοριάς,131 E.T. Δήμου Νεστορίου,220,97,0,1,1,96,60,34,11,15,18,4,0,13,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
16 - Καστοριάς,132 E.T. Δήμου Νεστορίου,514,151,2,0,2,149,73,32,9,27,23,2,0,21,24,21,0,0,11,3,3,1,3,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4
16 - Καστοριάς,133 E.T. Δήμου Νεστορίου,506,127,3,0,3,124,43,17,4,21,36,3,2,29,11,10,0,1,15,1,4,6,3,1,1,0,2,0,1,1,0,0,1,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,4,1
16 - Καστοριάς,134 E.T. Δήμου Νεστορίου,499,94,2,0,2,92,23,4,6,13,33,1,8,21,10,10,0,0,18,5,3,4,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16 - Καστοριάς,135 E.T. Δήμου Νεστορίου,511,120,1,1,2,118,53,24,10,14,19,0,1,18,18,14,1,2,10,3,5,1,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,5,2
