ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΟΝΤΟΓΕΩΡΓΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΟΙΚΟΝΟΜΟΥ ΘΩΜΑΪΣ (ΤΖΙΝΑ) του Γεωργίου,ΠΑΠΑΪΩΑΝΝΟΥ ΜΑΡΙΑ (ΜΑΙΡΗ) του Χαράλαμπου,ΣΥΡΙΖΑ,ΒΕΝΤΟΥΡΗ ΜΑΡΙΑ του Νικολάου,ΛΑΘΥΡΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΜΠΕΡΜΠΕΡΗΣ ΜΩΫΣΗΣ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΕΩΡΓΑΛΗ ΑΝΑΣΤΑΣΙΑ του Ευαγγέλου,ΜΑΡΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε.,ΔΕΣΚΟΥΡΑΚΗ ΧΑΡΑ του Κωνσταντίνου,ΠΑΖΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Πέτρου,ΠΑΠΠΑΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΓΚΑΡΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΑΤΣΟΜΗΤΡΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΠΟΥΛΕΚΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΛΥΚΟΚΑΠΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΤΡΑΓΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Νικολάου,ΦΡΑΓΚΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΟΜΛΕΚΤΣΟΓΛΟΥ ΝΙΚΟΛΑΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΖΗΣΗΣ ΒΑΣΙΛΕΙΟΣ του Χρήστου,Ο.Κ.Δ.Ε.,ΤΣΟΥΚΑΛΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΠΑΡΜΠΑΡΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,Κίνημα 21,ΚΩΣΤΗ ΕΥΡΙΔΙΚΗ του Δημητρίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΡΑΪΚΟΣ ΕΥΑΓΓΕΛΟΣ του Νικήτα,ΝΙΚΗ,ΜΑΝΤΖΟΥΡΗ ΜΑΡΙΑ του Ιωάννη,ΠΑΠΑΘΑΝΑΣΗ ΑΝΔΡΟΝΙΚΗ του Αποστόλου,ΣΥΡΙΓΟΣ ΑΝΤΩΝΙΟΣ του Εμμανουήλ,κοινωνία αξιών,ΓΕΡΟΝΤΟΓΙΑΝΝΗ ΜΥΡΤΩ του Ανδρέα,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΧΑΣΑΚΤΣΗΣ ΕΜΜΑΝΟΥΗΛ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΑΡΒΑΝΙΤΗ ΕΛΕΝΗ του Ευάγγελου,Ελλήνων Συνέλευσις,ΨΥΧΟΓΥΙΟΣ ΣΩΤΗΡΙΟΣ του Λεωνίδα,Ένωση Κεντρώων,ΑΝΑΣΤΑΣΙΟΥ ΣΤΑΥΡΟΥΛΑ του Δημητρίου,ΠΑΝΑΓΙΩΤΟΥ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΠΑΠΑΘΕΟΥ ΘΕΟΔΟΣΙΟΣ του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΥΡΚΟΥΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΧΑΡΤΑΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Ευσταθίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΛΑΝΤΙΔΗΣ ΠΕΤΡΟΣ του Σωκράτη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΤΑΒΙΑ ΣΤΥΛΙΑΝΗ του Δημητρίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΝΤΑΛΙΑΝΗΣ ΚΛΗΜΗΣ του Στεφάνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΑΜΒΑΚΑΣ ΠΕΤΡΟΣ του Νικολάου
34 - Ευρυτανίας,1 E.T. Δήμου Αγράφων,451,188,7,0,7,181,84,56,21,3,46,7,26,11,20,8,6,2,7,2,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1
34 - Ευρυτανίας,2 E.T. Δήμου Αγράφων,111,52,0,0,0,52,39,26,12,0,3,1,0,0,8,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,3 E.T. Δήμου Αγράφων,332,98,0,1,1,97,66,25,36,3,9,4,3,1,14,7,6,0,2,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,4 E.T. Δήμου Αγράφων,227,65,3,0,3,62,38,10,28,0,8,1,5,1,12,2,5,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
34 - Ευρυτανίας,5 E.T. Δήμου Αγράφων,104,52,0,0,0,52,36,11,25,0,8,0,3,4,8,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,6 E.T. Δήμου Αγράφων,75,32,0,0,0,32,17,8,7,1,10,5,0,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,7 E.T. Δήμου Αγράφων,154,70,0,2,2,68,36,3,33,0,21,5,7,2,10,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,8 E.T. Δήμου Αγράφων,43,26,0,0,0,26,11,4,3,1,10,3,1,6,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,9 E.T. Δήμου Αγράφων,94,32,0,1,1,31,20,1,19,0,2,0,1,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,10 E.T. Δήμου Αγράφων,269,79,2,0,2,77,43,8,32,1,11,0,3,5,9,1,2,3,1,1,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0
34 - Ευρυτανίας,11 E.T. Δήμου Αγράφων,552,222,7,1,8,214,104,40,57,6,37,9,14,8,41,23,10,2,8,1,5,0,3,3,0,0,4,1,0,2,2,2,0,0,0,0,2,1,2,2,2,2,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0
34 - Ευρυτανίας,12 E.T. Δήμου Αγράφων,211,74,0,1,1,73,31,16,15,0,11,2,3,2,16,14,1,0,6,1,4,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
34 - Ευρυτανίας,13 E.T. Δήμου Αγράφων,362,163,4,0,4,159,49,12,36,0,55,16,22,17,14,6,4,1,26,2,21,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
34 - Ευρυτανίας,14 E.T. Δήμου Αγράφων,226,91,1,0,1,90,63,17,45,0,17,7,3,7,5,3,0,1,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,15 E.T. Δήμου Αγράφων,298,111,0,1,1,110,56,11,43,2,26,1,13,3,12,5,6,1,4,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,1,1,1
34 - Ευρυτανίας,16 E.T. Δήμου Αγράφων,121,69,0,0,0,69,39,8,31,0,13,0,9,2,5,4,0,1,2,0,0,0,3,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,17 E.T. Δήμου Αγράφων,311,116,3,1,4,112,32,8,19,1,34,5,21,1,15,8,2,1,20,1,15,1,5,1,0,1,4,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34 - Ευρυτανίας,18 E.T. Δήμου Αγράφων,325,94,0,0,0,94,56,36,15,5,13,1,10,1,8,5,3,0,2,0,1,0,8,1,1,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34 - Ευρυτανίας,19 E.T. Δήμου Αγράφων,113,30,0,1,1,29,12,0,12,0,9,0,8,0,4,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
34 - Ευρυτανίας,20 E.T. Δήμου Αγράφων,103,47,1,0,1,46,33,3,29,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34 - Ευρυτανίας,21 E.T. Δήμου Αγράφων,300,127,2,0,2,125,36,23,12,0,22,4,2,14,13,4,7,1,46,0,46,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
34 - Ευρυτανίας,22 E.T. Δήμου Αγράφων,459,208,0,0,0,208,108,46,61,1,47,12,23,12,21,11,7,3,6,1,5,0,4,2,0,2,2,1,0,1,2,2,1,1,0,0,1,1,0,0,0,0,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,7,2,2
34 - Ευρυτανίας,23 E.T. Δήμου Αγράφων,151,73,1,0,1,72,39,13,19,2,25,16,4,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,24 E.T. Δήμου Αγράφων,244,90,2,0,2,88,49,26,22,0,12,7,5,0,20,6,9,3,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
34 - Ευρυτανίας,25 E.T. Δήμου Αγράφων,255,118,1,0,1,117,53,14,34,3,35,1,23,5,15,3,8,3,3,2,0,0,2,1,0,0,2,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,26 E.T. Δήμου Αγράφων,317,125,4,0,4,121,78,10,66,0,15,5,6,0,18,4,9,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34 - Ευρυτανίας,27 E.T. Δήμου Αγράφων,214,90,0,0,0,90,23,11,12,0,39,8,15,5,11,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,8,1,1
34 - Ευρυτανίας,28 E.T. Δήμου Αγράφων,183,78,1,0,1,77,37,15,22,0,22,5,11,1,10,2,4,0,1,1,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
34 - Ευρυτανίας,29 E.T. Δήμου Αγράφων,246,90,0,0,0,90,34,12,21,1,31,6,10,12,17,10,2,3,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
34 - Ευρυτανίας,30 E.T. Δήμου Αγράφων,85,27,0,0,0,27,19,5,11,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34 - Ευρυτανίας,31 E.T. Δήμου Αγράφων,112,36,0,0,0,36,15,6,7,1,6,1,2,0,12,1,4,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,32 E.T. Δήμου Αγράφων,99,51,0,0,0,51,14,6,8,0,16,2,5,6,7,0,6,1,1,0,0,0,7,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0
34 - Ευρυτανίας,33 E.T. Δήμου Αγράφων,223,94,1,0,1,93,36,16,16,1,40,7,2,26,5,2,2,1,6,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,34 E.T. Δήμου Αγράφων,264,124,2,0,2,122,55,27,26,1,15,1,3,7,15,2,11,0,2,0,1,0,8,2,0,1,4,2,0,2,11,8,0,0,0,0,0,0,0,0,5,5,5,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,35 E.T. Δήμου Αγράφων,324,128,1,1,2,126,51,16,30,3,44,8,12,13,16,2,10,0,5,1,1,0,2,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,36 E.T. Δήμου Αγράφων,415,213,2,0,2,211,118,43,71,2,34,5,14,14,21,2,9,1,6,2,3,0,15,3,0,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,1,2,0
34 - Ευρυτανίας,37 E.T. Δήμου Αγράφων,99,37,0,0,0,37,17,3,14,0,4,1,2,0,7,1,1,3,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,38 E.T. Δήμου Αγράφων,112,44,0,0,0,44,15,3,11,0,7,0,3,4,20,0,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,39 E.T. Δήμου Αγράφων,267,134,4,1,5,129,51,9,31,7,39,7,16,12,8,2,3,1,15,2,3,1,2,0,0,0,1,0,0,0,3,3,0,0,0,0,1,1,0,0,2,1,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,40 E.T. Δήμου Αγράφων,687,261,5,6,11,250,103,33,65,2,54,17,16,17,30,10,11,2,11,5,4,0,8,4,2,1,5,3,0,0,7,1,1,1,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,11,6
34 - Ευρυτανίας,41 E.T. Δήμου Αγράφων,117,43,0,1,1,42,22,7,15,0,10,3,2,2,3,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0
34 - Ευρυτανίας,42 E.T. Δήμου Αγράφων,173,45,0,0,0,45,25,8,14,0,2,0,0,1,8,0,5,0,1,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34 - Ευρυτανίας,43 E.T. Δήμου Αγράφων,400,201,3,0,3,198,91,32,55,1,72,9,43,7,14,3,2,8,4,0,3,0,6,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,3,3
34 - Ευρυτανίας,44 E.T. Δήμου Αγράφων,189,95,2,1,3,92,31,7,21,0,39,1,22,10,4,2,0,2,4,0,1,0,1,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,45 E.T. Δήμου Αγράφων,171,53,1,0,1,52,29,16,11,0,6,1,0,4,6,3,2,1,5,1,1,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
34 - Ευρυτανίας,46 E.T. Δήμου Αγράφων,196,62,1,0,1,61,36,17,19,0,16,4,1,8,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34 - Ευρυτανίας,47 E.T. Δήμου Αγράφων,72,30,11,0,11,19,14,13,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,48 E.T. Δήμου Αγράφων,398,148,0,0,0,148,64,32,24,5,58,7,34,7,12,2,3,1,3,2,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,2,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,49 E.T. Δήμου Αγράφων,89,48,0,0,0,48,9,8,1,0,23,5,13,3,9,1,5,1,1,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,50 E.T. Δήμου Καρπενησίου,256,35,0,0,0,35,20,3,17,0,3,0,0,1,5,2,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,51 E.T. Δήμου Καρπενησίου,557,155,4,0,4,151,56,26,24,4,23,4,9,9,25,3,2,14,12,9,2,0,6,1,0,4,7,4,0,1,1,1,2,0,0,0,2,1,0,0,1,1,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,1,4,2
34 - Ευρυτανίας,52 E.T. Δήμου Καρπενησίου,267,141,1,0,1,140,44,19,19,1,16,3,1,9,51,0,0,50,14,9,3,0,6,4,1,0,3,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
34 - Ευρυτανίας,53 E.T. Δήμου Καρπενησίου,178,43,0,0,0,43,17,4,13,0,12,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
34 - Ευρυτανίας,54 E.T. Δήμου Καρπενησίου,165,36,0,0,0,36,23,11,12,0,2,1,1,0,6,2,1,3,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,55 E.T. Δήμου Καρπενησίου,127,43,5,0,5,38,17,3,12,1,4,1,0,1,5,1,1,3,4,4,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,0,0,0,0
34 - Ευρυτανίας,56 E.T. Δήμου Καρπενησίου,109,27,2,1,3,24,11,1,10,0,1,0,0,0,11,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,57 E.T. Δήμου Καρπενησίου,185,34,1,0,1,33,16,8,7,0,6,3,0,1,4,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
34 - Ευρυτανίας,58 E.T. Δήμου Καρπενησίου,114,40,0,0,0,40,20,2,15,3,8,0,0,1,4,0,1,2,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
34 - Ευρυτανίας,59 E.T. Δήμου Καρπενησίου,450,240,6,2,8,232,93,37,40,10,51,13,6,27,26,9,5,7,17,5,7,0,8,2,0,2,8,4,0,0,1,1,1,1,0,0,3,1,2,2,3,2,9,5,2,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,4,3
34 - Ευρυτανίας,60 E.T. Δήμου Καρπενησίου,219,69,0,0,0,69,41,14,20,4,12,5,2,5,5,3,0,0,2,1,0,1,1,1,0,0,6,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,61 E.T. Δήμου Καρπενησίου,439,81,1,0,1,80,41,22,17,2,28,1,6,17,5,0,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,62 E.T. Δήμου Καρπενησίου,560,353,13,4,17,336,150,62,64,13,80,18,12,38,19,1,0,9,16,2,9,1,14,4,1,5,8,2,0,4,4,4,1,1,0,0,1,1,2,2,4,3,29,11,15,1,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,1,1,4,3
34 - Ευρυτανίας,63 E.T. Δήμου Καρπενησίου,535,369,5,2,7,362,136,58,56,19,99,24,17,45,36,6,3,19,19,4,6,2,10,2,2,2,10,3,0,1,4,2,1,0,0,0,3,0,1,1,10,10,20,6,11,0,1,0,0,0,1,0,2,1,3,0,3,0,1,0,2,2,1,0,0,0,1,1,1,0
34 - Ευρυτανίας,64 E.T. Δήμου Καρπενησίου,544,314,5,2,7,307,126,56,60,7,77,12,8,47,26,3,4,9,8,2,4,1,20,8,2,1,5,1,0,4,6,4,1,0,0,0,0,0,2,1,3,1,18,9,6,0,1,0,0,0,1,1,1,1,2,0,2,0,0,0,0,0,2,1,1,0,0,0,7,4
34 - Ευρυτανίας,65 E.T. Δήμου Καρπενησίου,556,375,14,2,16,359,144,59,63,16,80,16,7,44,37,7,5,11,21,6,10,1,9,3,0,2,7,2,1,1,7,1,2,1,0,0,2,0,1,0,6,5,26,12,7,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,3,2,1,1,1,1,9,3
