ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΑΤΡΑΝΤΖΗ ΜΟΥΣΤΑΦΑ του Χασάν,ΚΩΦΙΔΗΣ ΘΕΟΦΑΝΗΣ του Δημητρίου,ΠΕΧΛΙΒΑΝ ΣΕΒΗΛ του Σαλή,ΣΤΥΛΙΑΝΙΔΗΣ ΕΥΡΙΠΙΔΗΣ του Στυλιανού,ΧΑΤΖΗ ΕΛΕΝΗ του Ιωάννη,ΣΥΡΙΖΑ,ΓΑΒΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Σταύρου,ΓΙΑΝΝΟΥΣΑ ΕΙΡΗΝΗ του Χρήστου,ΜΕΜΕΤ ΧΟΥΣΑΜΕΤΙΝ του Σεραφετίν,ΦΕΡΧΑΤ ΟΖΓΚΙΟΥΡ του Ναζήφ,ΧΑΡΙΤΟΥ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αθανασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΧΜΕΤ ΙΛΧΑΝ του Σαμπρή,ΜΑΝΑΝΑΣ ΓΕΩΡΓΙΟΣ του Χαραλάμπους,ΜΟΥΣΤΑΦΑ ΟΓΛΟΥ ΣΙΜΠΕΛ του Σαμή,ΜΟΥΤΟΥΣΙΔΟΥ ΕΥΑΓΓΕΛΙΑ του Νικολάου,ΠΕΤΑΛΩΤΗΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,Κ.Κ.Ε.,ΕΥΑΓΓΕΛΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,ΚΑΣΑΠΑΝΤΩΝΙΟΥ ΑΜΑΛΙΑ του Γεωργίου,ΚΕΡΑΤΖΗ ΙΜΠΡΑΜ ΙΜΠΡΑΗΜ του Φερεντίν,ΤΑΞΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Παναγιώτη,ΧΑΤΣΗ ΑΛΗ ΑΛΗ του Καμπέρ,Ελληνική Λύση - Κ. Βελόπουλος,ΕΛΕΥΘΕΡΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Βάιου,ΜΑΡΙΝΗ ΘΩΜΑΗ του Αθανασίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΓΑ του Δημητρίου,ΤΖΑΒΑΡΑΣ ΘΕΟΔΩΡΟΣ του Ευάγγελου,ΧΑΤΖΗΑΠΟΣΤΟΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ του Νικολάου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΛΑΜΠΟΥΚΑΣ ΧΡΗΣΤΟΣ του Γρηγορίου,ΚΟΛΤΣΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωάννη,ΜΑΝΩΛΟΠΟΥΛΟΥ ΕΛΕΝΗ του Γεωργίου,ΜΠΟΥΛΜΠΟΥΛ ΑΛΗ του Μεχμέτ,ΧΑΣΑΝ ΟΓΛΟΥ ΝΕΡΣΙΝ του Σαδίκ,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΘΑΝΑΣΙΟΥ ΣΟΦΙΑ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΛΑΜΠΡΟΥ ΜΑΡΙΑ του Αντωνίου,ΜΟΥΣΤΑΦΑ ΕΡΧΑΝ του Αλή,Ο.Κ.Δ.Ε.,ΔΡΑΓΟΥΤΑ ΜΑΡΙΑ του Παύλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΛΑΪΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΜΑΡΓΕΛΗ ΜΥΡΤΩ του Ζώη,ΤΖΙΑΡΑΣ ΘΡΑΣΥΒΟΥΛΟΣ του Χρήσιμου,Κίνημα 21,ΣΟΥΚΙΑΣΙΑΝ ΓΕΩΡΓΙΟΣ του Αλμπέρτου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΔΡΑΓΑΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΖΕΡΒΑΣ ΞΕΝΟΦΩΝ του Δημοσθένη,ΜΑΝΩΛΑΤΟΣ ΣΠΥΡΙΔΩΝ του Διονυσίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΥΤΕΡΠΗ του Γεωργίου,ΝΙΚΗ,ΜΑΡΙΝΟΣ ΑΝΔΡΕΑΣ του Κωνσταντίνου,ΠΑΠΑΔΑΜΟΥ ΒΑΣΙΛΙΚΗ του Βασιλείου,ΣΑΛΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Χρήστου,κοινωνία αξιών,ΠΑΧΝΟΥ ΜΑΡΙΑ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΣΑΧΙΝΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ανέστη,Ο.Α.Κ.Κ.Ε.,ΣΟΦΤΖΟΓΛΟΥ ΠΑΝΤΕΛΕΗΜΩΝ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΜΠΑΤΑΓΙΑ ΑΡΓΥΡΩ του Γεωργίου,Ελλήνων Συνέλευσις,ΜΠΕΝΗ ΕΥΘΥΜΙΑ του Σάββα,ΜΥΛΩΘΡΙΔΗΣ ΗΛΙΑΣ του Αναστάσιου,ΠΑΡΑΣΚΕΥΑΣ ΣΤΕΦΑΝΟΣ του Κοσμά,Ένωση Κεντρώων,ΑΛΤΙΔΗΣ ΑΓΓΕΛΟΣ του Στεφάνου,ΒΑΡΟΥΤΑ ΝΙΚΗ του Γεωργίου,ΣΚΑΜΑΓΚΑΣ ΙΩΑΝΝΗΣ του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΒΙΖΙΩΤΗ ΠΑΝΑΓΙΩΤΑ του Σταύρου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΑΛΟΓΙΑΝΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΜΑΥΡΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,Κ.Ο.Τ.Ε.Σ.,ΛΟΥΒΡΟΣ ΝΙΚΟΛΑΟΣ του Βασιλείου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΣΥΡΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΟΥΚΙΑ ΖΩΗ του Παναγιώτη,ΝΙΚΟΛΑΪΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γρηγορίου,ΠΟΥΛΙΑΝΙΤΗΣ ΘΩΜΑΣ του Νικολάου,Οικολόγοι Πράσινοι,ΚΥΡΙΑΚΟΥ ΓΕΩΡΓΙΟΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΕΡΑΝΗΣ ΝΙΚΟΛΑΟΣ του Ηλία
2 - Ροδόπης,240 E.T. Δήμου Μαρωνείας - Σαπών,331,179,4,0,4,175,78,1,4,0,67,2,22,1,2,0,0,18,29,0,5,0,4,19,12,6,4,0,1,0,10,4,0,1,2,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,9,3,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4
2 - Ροδόπης,241 E.T. Δήμου Μαρωνείας - Σαπών,183,98,1,1,2,96,53,2,12,0,34,1,19,0,7,1,5,5,12,4,3,0,0,5,2,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2 - Ροδόπης,242 E.T. Δήμου Μαρωνείας - Σαπών,333,174,1,1,2,172,19,16,0,0,1,0,99,1,0,25,71,1,32,9,0,22,0,0,18,1,0,0,0,16,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,243 E.T. Δήμου Μαρωνείας - Σαπών,514,292,6,1,7,285,38,31,1,0,5,0,127,3,0,28,93,1,85,71,0,13,0,0,14,0,0,0,0,13,1,0,0,0,1,0,14,0,0,0,11,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
2 - Ροδόπης,244 E.T. Δήμου Μαρωνείας - Σαπών,465,230,2,4,6,224,29,18,0,0,10,0,82,0,0,16,63,3,79,61,0,16,0,0,20,0,0,6,0,14,0,0,0,0,0,0,13,0,0,0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,245 E.T. Δήμου Μαρωνείας - Σαπών,294,137,5,1,6,131,62,0,8,0,44,4,23,2,6,0,0,15,15,1,3,1,0,9,4,1,0,0,0,1,13,1,2,0,0,7,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
2 - Ροδόπης,246 E.T. Δήμου Μαρωνείας - Σαπών,475,280,0,0,0,280,122,2,5,0,108,3,32,2,0,0,1,28,48,0,17,2,1,27,6,2,1,0,2,0,32,12,5,4,5,2,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,5,0,0,2,0,1,0,9,0,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,5,3,1,1,0,0,2,2,0,0,0,0,0,0,9,7
2 - Ροδόπης,247 E.T. Δήμου Μαρωνείας - Σαπών,475,265,13,3,16,249,104,5,5,0,87,4,35,0,4,0,4,24,23,0,12,0,0,9,4,3,1,0,0,0,29,9,8,4,3,4,10,5,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,13,3,7,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,5,1,0,0,0,4,3,5,5
2 - Ροδόπης,248 E.T. Δήμου Μαρωνείας - Σαπών,440,213,4,3,7,206,48,4,4,0,35,0,72,1,3,0,61,6,54,39,1,4,0,7,7,3,1,1,1,0,6,5,0,0,0,1,3,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,6,6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
2 - Ροδόπης,249 E.T. Δήμου Μαρωνείας - Σαπών,442,208,3,2,5,203,35,5,8,1,20,0,122,2,0,8,97,9,34,9,0,16,1,7,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0
2 - Ροδόπης,250 E.T. Δήμου Μαρωνείας - Σαπών,454,209,3,1,4,205,27,4,1,2,19,1,115,5,2,13,83,9,53,35,1,7,0,10,2,0,0,2,0,0,3,1,0,0,0,1,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,251 E.T. Δήμου Μαρωνείας - Σαπών,435,217,9,1,10,207,43,5,8,0,25,4,103,4,0,8,77,2,44,19,1,16,0,6,7,2,0,5,0,0,3,0,0,0,1,1,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,252 E.T. Δήμου Μαρωνείας - Σαπών,583,323,6,0,6,317,35,2,6,1,24,0,113,0,1,11,92,5,138,111,1,16,0,6,16,2,1,12,0,0,2,1,0,0,0,1,7,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,253 E.T. Δήμου Μαρωνείας - Σαπών,201,71,0,1,1,70,37,0,7,0,29,0,12,0,0,0,0,12,11,0,2,0,1,7,1,1,0,0,0,0,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,254 E.T. Δήμου Μαρωνείας - Σαπών,151,55,2,1,3,52,23,1,0,0,20,1,14,1,0,0,0,13,10,0,0,0,2,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,255 E.T. Δήμου Μαρωνείας - Σαπών,350,173,3,1,4,169,65,6,5,0,44,6,35,1,4,3,11,11,30,18,0,0,0,10,21,5,4,5,0,5,7,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 - Ροδόπης,256 E.T. Δήμου Μαρωνείας - Σαπών,346,198,7,3,10,188,52,13,2,2,27,6,28,1,1,0,20,6,83,70,2,5,0,6,10,2,5,3,0,0,6,0,0,1,4,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
2 - Ροδόπης,257 E.T. Δήμου Μαρωνείας - Σαπών,438,173,4,0,4,169,49,3,4,1,37,2,42,2,1,8,16,12,32,12,3,3,1,11,23,2,2,14,1,0,5,2,2,0,1,0,3,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
2 - Ροδόπης,258 E.T. Δήμου Μαρωνείας - Σαπών,438,168,4,2,6,162,77,1,24,3,44,3,30,3,0,3,14,7,26,12,3,1,3,7,19,0,1,12,1,4,5,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,259 E.T. Δήμου Μαρωνείας - Σαπών,281,139,2,0,2,137,88,0,33,0,45,3,10,2,1,0,0,7,8,0,2,0,1,4,4,0,0,0,0,0,6,0,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,3,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,2,1,0,0,0,0,1,0,1,0
2 - Ροδόπης,260 E.T. Δήμου Μαρωνείας - Σαπών,555,234,19,4,23,211,67,4,21,0,31,5,50,8,1,4,16,20,41,12,6,3,2,16,9,0,1,6,0,0,17,4,0,4,1,6,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,2,0,0,1,12,7,3,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2
2 - Ροδόπης,261 E.T. Δήμου Μαρωνείας - Σαπών,553,223,6,2,8,215,65,1,17,1,40,2,65,8,3,2,20,25,27,8,5,0,3,9,8,0,1,6,0,0,18,8,0,3,0,1,4,0,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,2,0,0,1,0,0,0,2,1,0,0,2,1,5,3
2 - Ροδόπης,262 E.T. Δήμου Μαρωνείας - Σαπών,540,200,11,2,13,187,58,5,14,1,28,3,67,7,2,1,27,24,18,3,1,4,0,7,6,3,1,0,0,0,23,8,3,4,0,3,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2 - Ροδόπης,263 E.T. Δήμου Μαρωνείας - Σαπών,537,248,11,5,16,232,83,1,41,1,32,5,47,9,1,2,11,22,30,5,5,3,4,12,12,4,2,2,1,0,21,8,3,2,3,3,2,0,2,0,0,0,1,1,2,1,0,0,0,0,0,0,0,3,2,0,0,3,3,0,0,13,7,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,1,0,0,2,0,2,0,1,0,2,2,3,3
2 - Ροδόπης,264 E.T. Δήμου Μαρωνείας - Σαπών,554,196,12,2,14,182,65,3,20,0,37,2,48,1,0,3,38,6,37,17,0,7,1,11,20,5,2,9,1,1,4,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2 - Ροδόπης,265 E.T. Δήμου Μαρωνείας - Σαπών,546,172,7,2,9,163,42,0,19,0,21,1,53,5,1,1,24,17,15,2,4,2,3,3,4,2,0,1,0,1,20,7,0,7,2,1,3,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,2,2,1,1,2,0,0,0,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,1,0,1,0,2,2,1,1
2 - Ροδόπης,266 E.T. Δήμου Μαρωνείας - Σαπών,549,222,5,3,8,214,64,1,34,0,24,3,71,7,1,2,24,33,33,6,4,2,6,14,12,1,2,4,2,1,16,7,0,5,1,1,1,0,0,1,0,0,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2 - Ροδόπης,267 E.T. Δήμου Μαρωνείας - Σαπών,540,225,7,3,10,215,61,3,29,0,28,1,61,7,4,3,14,32,47,13,7,3,2,18,4,0,0,2,0,1,15,7,1,4,0,3,10,3,2,3,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2 - Ροδόπης,268 E.T. Δήμου Μαρωνείας - Σαπών,526,242,11,3,14,228,72,2,19,2,40,4,53,3,1,2,28,17,40,12,1,2,2,20,20,1,0,17,0,0,8,0,0,2,1,3,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,1,0,0,1,7,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,1,1,1,4,2,2,0,0,0,2,1
2 - Ροδόπης,269 E.T. Δήμου Μαρωνείας - Σαπών,105,51,1,1,2,49,15,0,3,0,11,0,12,2,0,0,0,7,7,0,1,0,1,3,2,0,0,0,0,0,4,0,1,0,0,1,3,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2 - Ροδόπης,270 E.T. Δήμου Μαρωνείας - Σαπών,429,256,1,0,1,255,87,5,17,0,49,5,44,3,2,2,15,16,37,18,3,7,2,7,55,2,1,47,1,2,14,5,0,3,1,4,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,1
2 - Ροδόπης,271 E.T. Δήμου Μαρωνείας - Σαπών,410,247,5,1,6,241,62,2,20,1,33,1,38,1,1,2,22,8,62,29,1,15,2,14,59,1,0,56,0,0,11,1,0,0,1,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
2 - Ροδόπης,272 E.T. Δήμου Μαρωνείας - Σαπών,299,74,2,2,4,70,4,1,0,0,1,0,25,1,0,2,20,0,27,4,1,17,0,3,7,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,273 E.T. Δήμου Μαρωνείας - Σαπών,318,65,4,0,4,61,1,0,0,0,1,0,22,0,0,2,18,0,23,2,1,11,0,8,10,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,274 E.T. Δήμου Μαρωνείας - Σαπών,317,211,0,0,0,211,54,0,5,0,34,7,61,0,0,7,36,14,52,24,8,0,3,14,0,0,0,0,0,0,16,9,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,0,12,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,3
2 - Ροδόπης,275 E.T. Δήμου Μαρωνείας - Σαπών,297,143,0,1,1,142,51,0,7,0,43,0,47,0,0,2,37,8,29,11,3,4,2,8,1,0,1,0,0,0,3,0,0,0,0,2,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2 - Ροδόπης,276 E.T. Δήμου Μαρωνείας - Σαπών,324,186,3,0,3,183,93,0,29,0,56,3,25,1,1,1,9,12,27,3,7,0,1,13,9,2,1,4,1,0,12,6,0,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,2,0,0,1,1,1,0,1,0,0,0,2,2,1,1
2 - Ροδόπης,277 E.T. Δήμου Μαρωνείας - Σαπών,287,144,0,0,0,144,66,0,7,0,56,3,15,1,0,0,0,14,20,0,4,0,1,15,3,1,2,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,0,0,15,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,1,0,1,1,1,1
2 - Ροδόπης,278 E.T. Δήμου Μαρωνείας - Σαπών,395,193,9,1,10,183,79,1,9,0,62,6,20,2,5,0,0,11,32,0,3,0,3,22,12,2,6,3,0,0,18,7,2,1,1,4,5,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,0,0,0,1,1,2,2
2 - Ροδόπης,Ε.Τ. ΚΑΤΑΣΤΗΜΑΤΟΣ ΚΡΑΤΗΣΗΣ ΚΟΜΟΤΗΝΗΣ,155,147,10,1,11,136,42,1,1,1,29,2,50,14,4,2,1,7,22,0,3,0,2,14,2,0,1,0,0,0,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,1,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2 - Ροδόπης,Ετερ. Ροδόπης (από 35ο Ε.Τ. Νομ. Θεσσαλονικης),265,174,2,3,5,169,99,0,3,1,83,9,20,6,0,0,0,9,13,1,1,0,6,2,12,2,1,2,1,0,4,2,1,0,0,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,1,0,0,0,0,0,0,3,2
2 - Ροδόπης,Ετερ. Ροδόπης (από Εφετείο Θεσσαλονίκης),40,28,1,0,1,27,11,0,0,0,10,0,6,0,2,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,3,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
