ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΛΑΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΒΛΑΧΟΥ ΑΛΕΞΑΝΔΡΑ του Λεωνίδα,ΔΑΛΙΑΝΗ ΦΩΤΕΙΝΗ του Κωνσταντίνου,ΜΠΕΝΤΕΒΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Κυριάκου,ΣΠΥΡΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Ροβέρτου,ΣΥΡΙΖΑ,ΓΙΑΝΝΟΥΛΗ ΑΝΤΩΝΙΑ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Γεωργίου,ΠΑΠΑΗΛΙΟΥ ΓΕΩΡΓΙΟΣ του Ηλία,ΣΤΑΪΚΟΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΦΙΛΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΙΑΝΝΑΚΟΥΡΑΣ ΕΥΑΓΓΕΛΟΣ (ΒΑΓΓΕΛΗΣ) του Θεοχάρη,ΓΙΑΝΝΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Σπυρίδωνα,ΚΩΝΣΤΑΝΤΙΝΟΠΟΥΛΟΣ ΟΔΥΣΣΕΑΣ του Κωνσταντίνου,ΛΙΛΗ ΑΙΜΙΛΙΑ του Παναγιώτη,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΑΔΑΜΑΝΤΙΑ (ΔΙΑΜΑΝΤΩ) του Αριστείδη,Κ.Κ.Ε.,ΑΣΗΜΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΑΡΑΘΑΝΑΣΗ ΔΑΝΑΗ του Παρασκευά,ΚΑΤΣΙΡΟΥΜΠΑΣ ΓΕΩΡΓΙΟΣ του Ευθυμίου,ΠΑΝΟΥΣΗ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΡΟΥΣΑΛΗΣ ΙΩΑΝΝΗΣ του Παναγιώτη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΒΑΝΙΤΙΔΟΥ ΕΙΡΗΝΗ του Μιλτιάδη,ΝΙΚΟΛΑΟΥ ΑΝΤΩΝΙΟΣ του Αναστασίου,ΣΑΡΑΝΤΙΔΗΣ ΕΥΑΓΓΕΛΟΣ του Πέτρου,ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΑ του Χρήστου,ΧΑΣΑΠΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΑΝΔΡΗΣ ΣΑΡΑΝΤΟΣ του Νικολάου,ΓΚΑΡΤΖΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΚΟΠΕΪΤΖ ΓΟΥΕΝΤΙ του Τζορτζ Χένρι,ΠΑΠΑΔΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Βασιλείου,ΧΟΥΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΔΗΜΟΠΟΥΛΟΥ ΝΑΤΑΛΙΑ του Βασιλείου,ΛΟΥΦΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΚΑΤΡΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΚΑΡΔΑΣΗΣ ΣΩΤΗΡΙΟΣ του Σπυρίδωνος,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΙΩΑΝΝΙΔΟΥ ΑΛΕΞΑΝΔΡΑ του Αναστασίου,ΚΑΣΣΕΛΟΥΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,Κίνημα 21,ΓΙΑΝΝΟΥΛΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΒΡΑΝΤΙΝΗ ΛΑΣΚΑΡΙΝΑ του Βασιλείου,ΓΑΡΤΑΓΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Κωνσταντίνου,ΣΤΑΘΗΣ ΔΙΟΝΥΣΙΟΣ του Γρηγορίου,ΝΙΚΗ,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ του Ευαγγέλου,ΜΑΝΤΖΙΩΡΗ ΧΑΙΔΩ του Γεωργίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,κοινωνία αξιών,ΚΑΛΟΓΕΡΟΠΟΥΛΟΥ ΛΑΜΠΡΙΝΗ του Χρήστου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΑΠΑΣΩΤΗΡΙΟΥ ΣΤΥΛΙΑΝΗ του Αλεξίου,Ο.Α.Κ.Κ.Ε.,ΓΚΟΡΟΓΙΑΣ ΤΑΞΙΑΡΧΗΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΑΔΡΙΑΝΟΣ ΙΑΣΩΝ-ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΓΙΑΝΝΑΚΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Μιχαήλ,ΘΕΟΔΟΣΙΟΥ ΑΘΑΝΑΣΙΟΣ του Σωτηρίου,ΚΑΡΑΜΠΗ ΙΩΑΝΝΑ του Δημητρίου,ΤΑΜΠΑΚΗ ΜΑΡΙΝΑ του Δημητρίου,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Αναστασίου,ΣΑΚΑΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλέξανδρου,ΣΩΤΗΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Αγγελή,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΝΤΩΝΙΟΥ ΔΗΜΗΤΡΙΟΣ του Γεώργιου,ΖΑΦΕΙΡΟΠΟΥΛΟΣ ΜΠΑΜΠΗΣ του Παναγώτη,ΧΑΤΖΟΥΔΗ ΕΛΕΝΗ του Αθανάσιου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΝΤΩΝΙΟΥ ΜΑΡΙΑ του Νικολάου,ΔΡΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Κανέλλου,ΠΑΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΓΚΑΒΕΤΑΣ ΣΤΑΜΑΤΙΟΣ του Παντελή,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΡΗΓΟΡΙΟΥ ΠΟΛΥΞΕΝΗ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΥΒΕΛΑΣ ΔΗΜΗΤΡΙΟΣ του Αλεξίου,ΣΠΥΡΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΑΣΙΛΕΙΟΥ ΑΘΑΝΑΣΙΟΣ του Αναστασίου,ΔΗΜΗΤΡΙΟΥ ΑΛΕΞΑΝΔΡΑ του Παναγιώτη,Οικολόγοι Πράσινοι,ΔΡΟΥΖΙΑΣ ΘΕΟΔΩΡΟΣ του Νικολάου,ΚΑΡΒΕΛΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΑΡΑΝΤΗ ΕΛΕΝΗ του Κωνσταντίνου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΡΑΔΗΜΑΣ ΓΕΩΡΓΙΟΣ του Χρήστου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου
45 - Αρκαδίας,38 E.T. Δήμου Βόρειας Κυνουρίας,200,73,1,1,2,71,17,12,2,0,0,0,26,19,0,5,1,0,14,5,0,6,0,1,10,1,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45 - Αρκαδίας,39 E.T. Δήμου Γορτυνίας,505,285,1,8,9,276,112,56,6,6,23,12,48,12,2,12,10,4,41,9,2,23,2,4,17,3,1,1,6,0,20,6,3,3,2,2,7,2,1,0,0,0,5,2,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,10,3,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3
45 - Αρκαδίας,40 E.T. Δήμου Γορτυνίας,377,197,5,1,6,191,90,47,3,3,16,10,27,4,2,11,3,3,27,7,1,15,0,1,18,3,5,0,2,1,4,1,1,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,8
45 - Αρκαδίας,41 E.T. Δήμου Γορτυνίας,355,181,2,3,5,176,72,25,1,5,10,16,19,6,0,5,5,1,38,8,3,19,1,3,16,4,0,3,5,0,3,1,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,1,0,2,2,0,0,3,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,5,3
45 - Αρκαδίας,42 E.T. Δήμου Γορτυνίας,97,49,1,0,1,48,25,16,1,1,3,2,9,3,0,0,5,0,7,0,0,6,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
45 - Αρκαδίας,43 E.T. Δήμου Γορτυνίας,560,228,5,3,8,220,66,34,0,1,22,2,42,6,1,16,6,8,61,40,1,16,0,3,10,3,0,0,6,0,14,1,4,0,2,0,3,0,0,0,3,0,7,1,5,0,0,0,0,0,0,0,0,4,2,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,3,1
45 - Αρκαδίας,44 E.T. Δήμου Γορτυνίας,90,42,0,0,0,42,22,10,0,0,9,2,3,1,0,1,0,0,3,2,0,1,0,0,1,0,0,0,0,0,6,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
45 - Αρκαδίας,45 E.T. Δήμου Γορτυνίας,319,106,2,0,2,104,43,21,0,1,15,3,24,4,0,10,8,1,16,7,1,7,1,0,8,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,46 E.T. Δήμου Γορτυνίας,312,139,3,1,4,135,54,32,1,0,8,4,31,8,0,7,9,2,7,1,0,6,0,0,16,1,1,1,5,0,3,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,1,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
45 - Αρκαδίας,47 E.T. Δήμου Γορτυνίας,523,261,3,2,5,256,106,65,2,4,8,14,54,4,2,23,17,1,39,10,4,22,1,1,13,1,3,0,7,0,7,1,1,0,1,0,4,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,2,2,1,1,0,0,0,0,3,0,3,0,1,0,9,4
45 - Αρκαδίας,48 E.T. Δήμου Γορτυνίας,489,265,7,1,8,257,92,66,3,3,8,3,70,9,1,24,23,4,36,5,4,21,4,0,7,0,2,0,2,1,4,0,2,0,0,0,7,2,0,2,0,1,1,1,0,3,1,0,0,2,0,0,0,2,1,2,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,4,1,2,1,1,0,0,0,1,1,0,0,0,0,4,0,3,0,2,1,11,6
45 - Αρκαδίας,49 E.T. Δήμου Γορτυνίας,270,90,1,0,1,89,40,28,0,0,7,2,23,4,0,6,8,2,17,5,1,9,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
45 - Αρκαδίας,50 E.T. Δήμου Γορτυνίας,239,110,4,0,4,106,47,33,1,2,2,3,32,5,1,16,7,2,6,3,0,1,0,0,5,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,7,4
45 - Αρκαδίας,51 E.T. Δήμου Γορτυνίας,97,32,1,0,1,31,14,9,0,1,0,3,2,0,1,0,0,0,5,0,1,2,2,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,52 E.T. Δήμου Γορτυνίας,83,36,0,0,0,36,7,6,1,0,0,0,11,5,0,0,6,0,6,1,0,5,0,0,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,53 E.T. Δήμου Γορτυνίας,184,64,0,0,0,64,25,14,0,3,4,3,19,5,0,12,0,1,7,5,0,2,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,3,0
45 - Αρκαδίας,54 E.T. Δήμου Γορτυνίας,53,26,0,0,0,26,19,18,0,0,0,1,0,0,0,0,0,0,5,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,55 E.T. Δήμου Γορτυνίας,217,89,0,0,0,89,51,43,1,3,0,3,12,1,1,3,3,2,14,8,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
45 - Αρκαδίας,56 E.T. Δήμου Γορτυνίας,70,29,0,0,0,29,19,14,1,0,1,3,5,1,1,3,0,0,3,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,57 E.T. Δήμου Γορτυνίας,54,31,0,0,0,31,12,9,0,0,3,0,9,0,0,4,5,0,5,0,1,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,58 E.T. Δήμου Γορτυνίας,170,93,2,0,2,91,34,19,0,1,4,7,17,5,1,5,0,2,26,17,3,4,0,1,5,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
45 - Αρκαδίας,59 E.T. Δήμου Γορτυνίας,221,88,1,0,1,87,40,35,0,0,5,0,11,1,0,6,0,0,17,5,2,10,0,0,14,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,60 E.T. Δήμου Γορτυνίας,125,67,0,1,1,66,25,20,0,0,0,2,10,2,1,3,3,0,23,9,0,13,0,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
45 - Αρκαδίας,61 E.T. Δήμου Γορτυνίας,426,163,0,0,0,163,92,77,0,0,4,6,22,3,1,10,2,0,29,12,5,12,0,0,7,3,0,0,1,0,2,1,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,62 E.T. Δήμου Γορτυνίας,97,13,2,0,2,11,6,3,0,0,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,63 E.T. Δήμου Γορτυνίας,115,44,2,0,2,42,25,16,2,0,0,7,4,0,0,4,0,0,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,64 E.T. Δήμου Γορτυνίας,164,101,2,0,2,99,46,36,1,2,2,3,13,1,0,2,6,1,27,20,1,4,1,0,5,0,2,0,1,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0
45 - Αρκαδίας,65 E.T. Δήμου Γορτυνίας,289,95,2,0,2,93,61,45,3,2,9,0,2,0,0,1,0,0,13,6,1,6,0,0,5,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
45 - Αρκαδίας,66 E.T. Δήμου Γορτυνίας,170,78,0,0,0,78,37,31,0,1,0,2,15,0,0,9,3,1,15,6,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
45 - Αρκαδίας,67 E.T. Δήμου Γορτυνίας,285,91,0,0,0,91,30,19,0,0,2,6,33,3,3,11,6,1,15,5,5,5,0,0,6,0,2,0,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,68 E.T. Δήμου Γορτυνίας,209,75,0,1,1,74,43,37,2,2,1,0,7,2,0,1,3,0,21,10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,69 E.T. Δήμου Γορτυνίας,77,23,1,0,1,22,9,6,0,0,0,3,1,0,0,0,0,1,5,1,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
45 - Αρκαδίας,70 E.T. Δήμου Γορτυνίας,35,17,0,0,0,17,4,4,0,0,0,0,9,1,0,5,3,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,71 E.T. Δήμου Γορτυνίας,73,35,0,0,0,35,10,9,0,0,0,0,10,1,0,8,1,0,10,7,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,72 E.T. Δήμου Γορτυνίας,353,189,1,0,1,188,47,29,2,2,11,0,30,6,0,14,6,1,87,7,3,76,1,0,14,3,1,1,5,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
45 - Αρκαδίας,73 E.T. Δήμου Γορτυνίας,157,45,0,1,1,44,18,11,0,3,1,0,17,6,0,8,0,0,4,2,0,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,74 E.T. Δήμου Γορτυνίας,429,217,3,1,4,213,98,70,0,3,9,16,21,6,1,11,2,0,44,10,4,29,0,0,13,0,3,0,2,2,4,3,0,0,0,0,4,0,0,0,2,1,3,1,1,0,0,0,0,3,0,0,2,0,0,2,1,0,0,13,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3
45 - Αρκαδίας,75 E.T. Δήμου Γορτυνίας,432,206,4,2,6,200,114,76,1,0,22,9,15,1,1,8,1,1,28,5,0,22,0,0,11,5,0,1,3,0,6,1,0,1,1,2,6,1,1,1,0,1,2,1,0,0,0,0,0,4,0,0,4,1,1,1,1,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
