ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΛΑΧΟΓΙΑΝΝΗΣ ΗΛΙΑΣ του Γεωργίου,ΛΙΟΥΤΑΣ ΑΘΑΝΑΣΙΟΣ του Αχιλλέα,ΞΑΝΘΗ ΧΑΡΙΚΛΕΙΑ του Ματθαίου,ΠΑΠΑΚΩΣΤΑ-ΠΑΛΙΟΥΡΑ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Δημητρίου,ΣΚΡΕΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΧΑΤΖΗΓΑΚΗΣ ΜΙΧΑΗΛ (ΜΙΚΕΛΗΣ) του Σωτηρίου,ΣΥΡΙΖΑ,ΔΡΙΤΣΕΛΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΚΟΝΤΟΤΟΛΗ ΜΑΡΙΝΑ του Γεωργίου,ΣΙΜΟΡΕΛΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΤΣΙΚΡΙΚΑΣ ΕΛΕΥΘΕΡΙΟΣ του Βασιλείου,ΧΑΪΔΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΧΑΡΤΟΠΟΥΛΟΥ ΠΕΡΙΣΤΕΡΑ (ΠΕΡΥ) του Μενελάου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΖΟΛΩΤΑ ΣΤΥΛΙΑΝΗ (ΛΙΑΝΑ) του Γεωργίου,ΗΛΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Προκοπίου,ΚΑΡΡΑ - ΖΟΥΖΟΥΛΑ ΙΩΑΝΝΑ του Βάιου,ΚΩΣΤΟΥΛΗΣ ΧΡΗΣΤΟΣ του Ζήση,ΜΠΛΕΤΣΑΣ ΣΩΤΗΡΙΟΣ του Σεραφείμ,ΟΙΚΟΝΟΜΟΥ ΓΕΩΡΓΙΟΣ του Χρήστου,Κ.Κ.Ε.,ΚΑΪΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΚΑΝΤΑΡΤΖΗΣ ΑΧΙΛΛΕΑΣ του Κλεομένη,ΚΑΠΕΤΗ ΓΕΩΡΓΙΑ του Παντελή,ΛΙΑΤΙΦΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΤΟΥΡΛΙΟΣ ΛΑΜΠΡΟΣ του Νικολάου,ΣΤΑΜΟΥ ΕΥΘΥΜΙΑ του Ελευθερίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΓΥΡΟΠΟΥΛΟΥ ΧΑΡΑΛΑΜΠΙΑ του Κωνσταντίνου,ΚΑΛΑΜΠΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Ματθαίου,ΚΑΤΣΙΛΟΓΙΑΝΝΗ ΕΛΕΝΗ του Αθανασίου,ΜΠΑΚΑΛΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΠΑΠΟΥΛΙΔΗΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΤΣΙΟΥΜΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΟΤΑΣ ΕΥΘΥΜΙΟΣ του Ιωάννη,ΚΟΚΟΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΙΚΑΣ ΔΗΜΗΤΡΙΟΣ του Βάιου,ΜΑΡΑΓΚΟΥ ΙΟΒΗ του Γεωργίου,ΜΠΕΓΛΕΡΙΔΟΥ ΕΛΕΝΗ του Αλέξανδρου,ΠΑΠΑΘΑΝΑΣΙΟΥ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΓΙΑΝΝΕΤΟΒΑ ΛΕΝΚΑ του Αιμήλ,ΝΙΖΑΜΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΜΟΥΤΗΣ ΘΩΜΑΣ του Δημητρίου,Κ.Κ.Ε. (μ-λ),ΓΚΟΥΝΤΟΥΡΑ ΕΥΑΓΓΕΛΗ του Ιωάννη,ΖΟΛΩΤΑ ΕΥΑΓΓΕΛΗ (ΕΛΙΖΑ) του Γεωργίου,ΜΠΑΛΑΦΑΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΣΑΠΟΥΝΑ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,ΤΟΥΦΕΞΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΑΝΔΡΙΩΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΑΡΑΣ ΛΑΜΠΡΟΣ του Χρήστου,ΜΗΤΡΟΠΑΝΟΥ ΜΥΡΣΙΝΗ του Δημητρίου,ΠΡΕΚΑΤΕΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΤΑΧΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Δημητρίου,Κίνημα 21,ΜΠΙΤΟΣ ΗΛΙΑΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΡΙΝΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΠΡΙΝΙΩΤΑΚΗ ΑΙΜΙΛΙΑ του Ιωάννη,ΣΕΠΥΡΓΙΩΤΗ ΑΓΓΕΛΙΚΗ του Ευσταθίου,ΤΣΙΑΣΙΩΤΗΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΝΙΚΗ,ΑΥΤΖΟΓΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΓΕΩΡΓΑΔΑΚΗ ΙΦΙΓΕΝΕΙΑ του Γεωργίου,ΚΑΛΑΜΠΑΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΠΑΛΛΑΣ ΦΩΤΙΟΣ του Γεωργίου,κοινωνία αξιών,ΤΥΜΠΑΣ ΓΡΗΓΟΡΙΟΣ του Ηλία,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΖΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,Ο.Α.Κ.Κ.Ε.,ΒΑΣΚΟΣ ΣΩΤΗΡΙΟΣ του Αθανασίου,Μ-Λ Κ.Κ.Ε.,ΣΤΑΥΡΙΔΟΥ ΑΝΝΑ του Πολυχρόνη,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΣΤΕΦΑΝΟΣ του Βασίλειου,ΛΙΑΠΗ ΕΙΡΗΝΗ ΚΩΝΣΤΑΝΤΙΝΑ του Δημητρίου,Ένωση Κεντρώων,ΓΟΥΡΓΙΩΤΗ ΣΤΑΜΑΤΙΑ του Κωνσταντίνου,ΜΗΤΡΟΠΟΥΛΟΥ ΑΓΑΘΗ του Διονύσιου,ΣΚΛΗΒΑΓΚΟΣ ΣΤΑΥΡΟΣ του Βασιλείου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΑΛΟΓΗΡΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΟΛΙΑ ΓΙΑΝΝΟΥΛΑ του Φωτίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΜΠΑΛΑΝΗΣ ΑΓΓΕΛΟΣ του Γρηγορίου,Κ.Ο.Τ.Ε.Σ.,ΜΠΑΤΑΛΑΣ ΠΑΥΛΟΣ του Στεφάνου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΠΠΑΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΝΤΑΡΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΓΕΡΟΚΩΣΤΑ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΔΕΛΙΤΖΙΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΛΑΛΑ ΒΑΓΓΙΕΛ του Παντελή,ΜΠΟΖΟΒΙΤΗ ΙΩΑΝΝΑ του Κωνσταντίνου,ΜΠΟΥΛΟΓΕΩΡΓΟΣ ΑΘΑΝΑΣΙΟΣ του Αριστείδη,Οικολόγοι Πράσινοι,ΤΖΑΝΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΕΑΝ...,ΚΟΤΟΠΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΝΕΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΖΩΓΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου
24 - Τρικάλων,69 E.T. Δήμου Μετεώρων,361,162,1,0,1,161,58,15,9,4,16,30,18,40,6,14,6,5,20,8,21,4,8,7,1,0,10,33,17,22,4,2,1,6,2,0,1,0,2,0,0,3,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,70 E.T. Δήμου Μετεώρων,544,219,3,0,3,216,80,33,16,12,18,40,13,67,10,25,23,12,26,3,24,8,7,3,3,0,12,20,9,15,4,1,0,4,7,3,3,1,2,1,2,2,0,1,0,0,1,1,0,0,0,0,3,1,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,6,4
24 - Τρικάλων,71 E.T. Δήμου Μετεώρων,387,171,8,2,10,161,70,18,9,4,31,34,23,36,17,4,6,1,24,8,35,1,11,5,17,6,19,7,4,5,3,0,1,1,1,0,0,0,1,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,2,2
24 - Τρικάλων,72 E.T. Δήμου Μετεώρων,374,178,5,0,5,173,71,14,16,14,23,33,25,28,16,4,5,0,10,0,37,3,8,12,12,1,17,10,5,5,1,1,0,3,7,2,2,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,4,4,0,0,3,3,1,0,0,0,1,0,0,1,0,4,4,0,0,3,2
24 - Τρικάλων,73 E.T. Δήμου Μετεώρων,370,182,2,0,2,180,66,14,11,4,27,25,20,52,22,15,15,5,19,7,29,2,6,10,7,1,22,13,5,10,3,0,0,5,10,3,2,4,1,2,3,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
24 - Τρικάλων,74 E.T. Δήμου Μετεώρων,381,202,7,0,7,195,69,14,16,2,38,24,16,47,19,17,5,1,17,6,31,2,3,11,3,1,21,15,6,9,1,0,0,1,19,5,11,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,4
24 - Τρικάλων,75 E.T. Δήμου Μετεώρων,264,93,1,1,2,91,34,4,9,1,24,19,2,22,12,4,5,2,9,2,18,1,3,5,8,2,12,6,5,4,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
24 - Τρικάλων,76 E.T. Δήμου Μετεώρων,239,102,0,0,0,102,50,12,15,1,27,31,7,18,12,10,2,1,2,3,12,0,1,1,7,0,5,0,0,0,0,0,0,0,6,3,2,1,3,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2
24 - Τρικάλων,77 E.T. Δήμου Μετεώρων,284,137,2,1,3,134,65,16,20,1,28,28,12,28,9,2,2,2,19,12,17,0,5,5,3,0,11,9,4,6,1,2,2,2,3,2,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
24 - Τρικάλων,78 E.T. Δήμου Μετεώρων,467,222,2,0,2,220,129,47,23,2,62,48,29,39,27,4,3,3,12,13,28,3,1,24,8,0,8,4,2,3,1,0,0,0,3,0,1,1,1,0,1,3,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,8,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24 - Τρικάλων,79 E.T. Δήμου Μετεώρων,233,128,0,2,2,126,58,8,8,1,14,46,23,30,15,13,8,1,12,4,16,1,1,5,4,0,8,3,2,3,0,0,0,1,3,2,2,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,80 E.T. Δήμου Μετεώρων,414,141,8,0,8,133,59,19,18,2,16,28,14,29,21,11,7,1,8,4,23,0,3,7,9,1,11,3,3,0,2,0,0,0,6,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,81 E.T. Δήμου Μετεώρων,584,309,9,1,10,299,101,23,25,3,50,50,13,92,84,3,5,5,15,4,24,2,1,7,8,2,8,23,7,12,0,1,1,4,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,15,1,0,8,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30,0,7,30,1,2,0,1,0,0,0,0,0,2,1
24 - Τρικάλων,82 E.T. Δήμου Μετεώρων,122,58,0,0,0,58,33,3,10,2,18,19,7,16,13,3,4,3,7,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
24 - Τρικάλων,83 E.T. Δήμου Μετεώρων,350,150,0,0,0,150,77,8,27,2,19,36,32,14,6,1,1,2,1,3,28,4,2,1,7,0,20,5,4,0,1,0,0,2,5,1,0,0,0,0,1,3,1,2,1,1,1,0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,84 E.T. Δήμου Μετεώρων,368,182,4,0,4,178,90,20,31,1,30,51,28,23,13,9,5,0,6,3,32,2,9,7,4,4,16,9,1,0,1,0,6,0,6,1,1,0,0,0,1,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1,5,7,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,85 E.T. Δήμου Μετεώρων,682,444,16,2,18,426,228,37,104,12,73,79,56,84,36,19,29,5,26,11,35,1,15,4,11,2,19,10,2,4,2,1,2,2,7,1,1,2,2,3,0,3,1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,5,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,2,2,1,28,11,1,0,0,0,0,0,0,1,0,0,0,0,0,9,5
24 - Τρικάλων,86 E.T. Δήμου Πύλης,361,238,3,1,4,234,115,23,45,7,25,67,30,51,12,21,23,9,16,3,17,2,9,1,0,4,8,17,3,11,8,0,3,4,4,1,0,0,2,0,1,8,0,1,0,1,1,1,0,0,0,0,3,0,0,0,3,0,0,0,3,0,2,2,2,0,0,2,0,1,0,1,6,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,3
24 - Τρικάλων,87 E.T. Δήμου Πύλης,370,244,8,1,9,235,109,37,33,6,24,64,18,47,17,18,15,4,14,0,16,1,8,7,0,2,6,37,10,25,11,2,4,4,6,5,0,2,2,0,3,7,0,0,2,2,3,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1
24 - Τρικάλων,88 E.T. Δήμου Πύλης,70,53,0,0,0,53,26,10,10,2,5,11,6,20,13,12,5,0,5,1,1,0,0,0,0,0,1,2,1,1,0,0,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,89 E.T. Δήμου Πύλης,291,201,4,0,4,197,113,26,23,3,23,55,36,38,8,7,3,10,23,4,16,1,11,2,3,2,7,11,1,10,7,0,0,1,1,0,1,0,1,0,0,2,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
24 - Τρικάλων,90 E.T. Δήμου Πύλης,294,187,4,2,6,181,111,36,43,3,20,48,30,15,5,9,5,0,4,0,10,2,6,0,0,0,7,11,2,5,0,5,0,5,8,2,1,2,5,0,1,1,0,1,0,0,1,0,5,1,5,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,0,0,0,0,0,9,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,2,0,0,3,2
24 - Τρικάλων,91 E.T. Δήμου Πύλης,511,375,13,2,15,360,240,46,67,12,46,134,74,44,8,9,24,3,19,1,31,1,8,0,3,19,13,8,5,3,1,1,1,0,4,0,0,1,2,2,0,1,0,0,0,0,1,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,8,3,1,6,4,0,0,0,0,0,0,0,0,1,1,0,3,2,2,0,0,0,0,0,1,1,0,0,0,0,4,4,0,1,0,1,0,0,0,0,0,1,0,8,7
24 - Τρικάλων,92 E.T. Δήμου Πύλης,489,340,2,1,3,337,201,28,73,16,35,119,64,39,3,8,16,4,9,5,42,0,18,1,6,18,16,16,6,12,0,1,1,0,8,2,0,0,2,0,0,4,0,0,0,0,3,1,3,0,1,3,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,12,2,0,9,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4
24 - Τρικάλων,93 E.T. Δήμου Πύλης,208,124,1,1,2,122,78,16,39,4,19,31,9,21,11,16,2,2,4,0,9,0,3,0,0,4,2,1,0,1,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24 - Τρικάλων,94 E.T. Δήμου Πύλης,231,143,4,0,4,139,76,16,19,4,11,41,30,13,7,5,1,0,5,0,29,1,2,8,1,1,25,13,3,11,1,2,1,1,1,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
24 - Τρικάλων,95 E.T. Δήμου Πύλης,288,151,0,0,0,151,82,42,12,7,16,21,26,33,5,11,14,3,15,1,9,0,1,0,1,0,9,10,1,3,1,1,0,1,2,0,0,0,0,0,0,2,0,0,1,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
24 - Τρικάλων,96 E.T. Δήμου Πύλης,317,213,5,2,7,206,76,16,24,5,20,39,19,55,21,23,10,11,21,1,38,2,9,1,1,0,30,12,3,7,4,1,0,3,4,2,1,0,1,0,2,4,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,1,0,0,5,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2
24 - Τρικάλων,97 E.T. Δήμου Πύλης,208,156,1,0,1,155,97,18,24,3,36,35,41,18,4,5,11,1,1,3,12,0,3,0,0,0,10,10,0,10,4,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,3,0,1,2,1,1,1,3,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24 - Τρικάλων,98 E.T. Δήμου Πύλης,229,153,1,1,2,151,93,16,24,5,32,58,21,24,6,6,3,0,5,1,20,1,2,2,1,7,15,1,0,0,0,0,0,0,2,1,0,1,2,0,0,5,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,99 E.T. Δήμου Πύλης,558,374,5,3,8,366,180,49,60,7,53,78,59,61,11,14,25,11,21,4,38,5,21,9,5,1,19,19,10,7,5,3,1,8,7,2,3,0,0,0,2,2,0,0,1,0,1,0,6,0,6,1,1,1,1,0,0,0,0,0,6,3,1,3,4,1,1,3,0,1,1,1,15,1,1,13,11,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,17,7
24 - Τρικάλων,100 E.T. Δήμου Πύλης,555,374,9,1,10,364,192,26,88,15,52,78,42,53,5,19,24,10,17,4,60,10,38,6,9,6,24,13,5,1,0,1,1,5,8,3,0,2,0,0,1,1,1,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,1,1,1,0,1,0,15,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0,2,1,0,0,0,0,0,2,2,1,1,0,0,1,0
24 - Τρικάλων,101 E.T. Δήμου Πύλης,537,355,1,1,2,353,181,35,73,9,34,83,46,60,11,13,34,15,13,3,54,6,36,8,13,3,22,9,2,1,1,0,0,2,6,0,0,1,1,2,1,4,0,0,0,1,2,3,2,0,2,1,2,0,0,1,0,0,0,0,2,0,1,0,1,0,0,4,2,0,0,4,15,4,4,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,0,1,1,1,0,0,0,0,0,0,1,1,3,2,0,0,1,0
24 - Τρικάλων,102 E.T. Δήμου Πύλης,515,346,5,3,8,338,147,38,42,6,58,64,20,60,13,8,30,8,18,1,34,3,10,5,4,4,26,30,7,20,10,1,4,5,12,4,4,0,1,0,0,4,1,0,0,2,1,1,7,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,18,1,0,13,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,4,3,1,0,1,0,0,2,1,0,0,1,1,6,3
24 - Τρικάλων,103 E.T. Δήμου Πύλης,372,237,1,1,2,235,132,18,30,8,63,77,35,42,3,7,34,5,0,2,11,0,5,3,0,0,10,20,4,14,10,0,5,0,8,4,2,1,1,1,1,3,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,3
