ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΟΥΤΣΗΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΝΗΣ) του Βασιλείου,ΚΑΦΟΥΡΟΣ ΜΑΡΚΟΣ του Εμμανουήλ,ΜΟΝΟΓΥΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΠΡΙΝΙΑ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΦΟΡΤΩΜΑΣ ΦΙΛΙΠΠΟΣ του Αριστοτέλη,ΧΑΛΚΙΑ ΑΝΘΗ του Γεωργίου,ΣΥΡΙΖΑ,ΒΛΑΣΤΑΡΗ ΕΙΡΗΝΗ του Κωνσταντίνου,ΓΛΕΖΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΚΑΡΑΜΟΛΕΓΚΟΥ ΘΑΛΛΕΛΑΙΑ (ΙΑΚΩΒΙΝΑ - ΘΑΛΕΙΑ) του Ηλία,ΜΑΡΑΓΚΟΣ ΓΕΩΡΓΙΟΣ του Ισιδώρου,ΣΥΡΜΑΛΕΝΙΟΣ ΝΙΚΟΛΑΟΣ του Ευάγγελου,ΧΑΝΙΩΤΗ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ (ΑΝΤΩΝΑΚΗ) ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΒΛΑΣΕΡΟΣ ΙΩΑΝΝΗΣ του Νικολάου,ΜΑΚΡΥΩΝΙΤΗΣ ΓΕΩΡΓΙΟΣ (ΤΖΩΡΤΖΗΣ) του Νικολάου,ΠΟΛΑΤΣΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΠΟΛΙΤΗ ΟΛΓΑ του Νικολάου,ΠΟΛΥΧΡΟΝΑΚΟΣ ΙΩΑΝΝΗΣ του Αλεξίου (Σέργης),Κ.Κ.Ε.,ΒΛΑΧΟΣ ΑΝΔΡΕΑΣ του Χρήστου,ΓΚΙΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Ιωάννη,ΚΑΪΛΗΣ ΝΙΚΟΛΑΟΣ του Αποστόλου,ΚΟΡΡΕΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΠΡΩΤΟΠΑΠΑ ΦΡΑΤΖΕΣΚΑ του Ιακώβου,ΡΕΜΟΥΝΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΑΜΠΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΒΡΑΧΑΜΗ ΕΙΡΗΝΗ του Ελευθερίου,ΜΠΟΥΛΜΕΤΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΣΑΚΕΛΛΑΡΙΟΣ ΝΙΚΟΛΑΟΣ του Φλώρου,ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Θεοδώρου,ΧΑΣΤΑΤΖΕΡΗ ΣΟΥΛΙΩΤΗ ΒΑΣΙΛΙΚΗ του Σωκράτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΛΕΖΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΛΕΝΗ ΜΑΡΙΑ του Αναστασίου,ΖΟΥΛΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΝΕΡΟΥΤΣΟΣ ΙΣΙΔΩΡΟΣ του Ιωάννη,ΠΑΠΙΟΠΟΥΛΟΥ ΑΝΝΑ του Παναγιώτη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΙΝΤΖΑΣ ΑΘΑΝΑΣΙΟΣ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΜΑΚΟΣ ΗΛΙΑΣ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΣΕΜΙΖΙΔΟΥ ΜΑΡΙΑ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΣΙΛΑ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΒΟΥΤΣΙΝΟΣ ΑΝΤΩΝΙΟΣ του Νικολάου,ΔΗΜΗΤΡΕΛΟΣ ΛΟΥΚΑΣ του Δημητρίου,ΚΑΜΠΡΗΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΠΛΑΚΙΩΤΗ ΧΡΥΣΟΥΛΑ του Μιχαήλ,Κίνημα 21,ΑΡΑΓΙΑΝΝΗΣ ΕΥΑΓΓΕΛΟΣ του Πέτρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΔΑΜΙΔΗΣ ΦΙΛΙΠΠΟΣ του Παναγιώτη,ΔΗΜΗΤΡΙΟΥ ΠΕΤΡΟΣ του Ευαγγέλου,ΜΑΝΟΥ ΑΛΕΞΑΝΔΡΑ του Ορφέως Γεωργίου,ΜΟΣΧΟΒΗ ΑΝΝΑ του Βασιλείου,ΝΙΚΗ,ΑΥΛΙΤΗ ΘΕΟΔΩΡΑ του Μάρκου,ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη,ΣΑΝΗ ΙΩΑΝΝΑ του Νικολάου,ΣΥΡΙΑΝΟΥ ΜΑΡΙΑ της Νικολάου,ΧΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννου,κοινωνία αξιών,ΧΑΛΑΡΗΣ ΦΙΛΙΠΠΟΣ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΞΑΓΟΡΑΡΗ ΦΩΤΕΙΝΗ του Δημήτρίου,ΟΡΦΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,Ο.Α.Κ.Κ.Ε.,ΔΙΠΛΑΡΑΚΗ ΑΝΝΑ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΤΣΩΝΗ ΙΩΑΝΝΑ του Μιχαήλ,Ελλήνων Συνέλευσις,ΒΑΒΛΙΑΚΗ ΣΤΑΥΡΟΥΛΑ του Δημητρίου,ΚΟΥΝΑΔΗΣ ΙΩΑΝΝΗΣ του Ματθαίου,Ένωση Κεντρώων,ΑΑΡΩΝ ΣΤΥΛΙΑΝΟΣ του Δημητρίου,ΔΡΙΛΛΗ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΜΑΝΔΗΛΑΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΥΡΣΙΑΔΗ ΚΑΛΛΙΟΠΗ - ΔΗΜΗΤΡΑ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΜΠΑΤΖΑΚΑ ΛΕΥΚΗ του Ιωάννη,ΠΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΛΕΞΑΝΔΡΑΚΗ ΔΙΑΜΑΝΤΩ του Αθανασίου,ΔΟΓΟΥ ΖΩΓΡΑΦΙΑ του Παντελή,ΛΑΜΠΡΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Εμμανουήλ,ΠΑΠΑΜΑΝΩΛΗ ΑΣΗΜΙΝΑ του Γεωργίου,ΣΙΔΕΡΗΣ ΙΩΑΝΝΗΣ του Παύλου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΡΒΑΡΑ του Βασιλείου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΖΥΜΒΡΑΓΟΥΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΒΑΓΙΟΥ ΣΤΥΛΙΑΝΗ του Ιωάννη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΛΜΠΕΡΤΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΒΙΡΒΙΛΗ ΣΤΑΥΡΟΥΛΑ του Σταύρου,ΚΑΜΝΙΤΣΗ ΝΙΟΒΗ του Χρήστου,ΜΑΛΑΚΑΤΕΣ ΕΥΑΓΓΕΛΟΣ του Ιακώβου,ΤΣΟΥΚΑΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,Οικολόγοι Πράσινοι,ΔΕΛΛΑΤΟΛΑΣ ΜΑΤΘΑΙΟΣ του Ιωάννη,ΚΑΛΛΙΒΡΟΥΣΗΣ ΦΡΑΝΤΖΕΣΚΟΣ του Στεργίου,ΣΟΦΟΥ ΕΙΡΗΝΗ του Παναγιώτη,ΕΑΝ...,ΑΓΑΣ ΣΤΑΜΑΤΙΟΣ του Νικολάου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΖΑΒΑΛΗΣ ΑΓΓΕΛΟΣ του Αντωνίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΜΠΑΝΟΣ ΔΗΜΗΤΡΙΟΣ του Εμμανουήλ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Διογένη
51 - Κυκλάδων,100 E.T. Δήμου Μήλου,417,205,8,1,9,196,89,51,10,44,6,25,2,26,4,4,4,0,15,3,20,8,6,4,4,3,3,16,6,1,3,0,4,6,7,3,2,0,1,1,2,17,0,0,17,0,1,4,3,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,7,3,2
51 - Κυκλάδων,101 E.T. Δήμου Μήλου,382,194,4,1,5,189,104,55,8,46,2,27,7,30,6,7,4,1,18,1,11,3,1,1,0,3,3,14,2,0,2,1,1,3,6,3,0,0,0,0,4,10,0,0,10,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1
51 - Κυκλάδων,102 E.T. Δήμου Σερίφου,468,263,2,1,3,260,147,103,10,56,2,34,7,34,12,5,1,3,21,8,37,29,15,4,3,5,3,11,0,2,3,2,2,2,7,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,0,0,0,5,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,2,1,3,0,0,2,1,3,3,3
51 - Κυκλάδων,103 E.T. Δήμου Σερίφου,500,244,2,1,3,241,101,59,11,61,4,19,4,30,8,5,3,7,15,10,57,43,18,11,3,7,4,17,2,2,6,5,5,4,7,3,4,0,0,2,3,8,4,2,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,1,1,2,2,2,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0
51 - Κυκλάδων,104 E.T. Δήμου Σερίφου,487,253,6,0,6,247,99,64,11,51,4,13,7,39,16,4,3,11,24,6,54,44,22,2,3,7,3,16,2,4,6,3,0,0,4,3,2,0,1,1,1,6,6,3,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,1,1,2,1,0,0,1,6,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,4,3,6,3,4
51 - Κυκλάδων,105 E.T. Δήμου Σερίφου,473,255,2,1,3,252,117,58,22,65,1,39,2,43,13,8,7,7,9,12,45,36,18,5,4,7,2,17,1,3,4,3,5,3,3,0,0,0,1,2,0,4,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,1,0,0,0,5,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,1,0,2,0,1,0,2,0,3,1,1,1,1,1,1,1,3,2,3
51 - Κυκλάδων,106 E.T. Δήμου Σίφνου,483,259,9,2,11,248,104,75,15,42,4,27,6,38,9,6,7,7,26,7,35,18,9,7,4,12,4,6,0,2,0,0,1,3,16,2,0,0,1,1,16,12,6,3,3,3,1,3,3,0,0,0,0,1,0,0,0,0,0,1,1,3,1,0,0,0,3,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,1,2,1,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,10,7,8
51 - Κυκλάδων,107 E.T. Δήμου Σίφνου,489,300,2,3,5,295,140,76,13,52,4,50,4,37,6,3,7,9,19,10,30,14,8,8,1,6,6,16,1,3,2,2,3,4,18,3,1,0,1,0,15,12,3,3,3,2,1,5,4,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,7,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,2,1,2,2,1,0,0,1,0,0,3,0,0,2,0,0,1,0,9,8,6
51 - Κυκλάδων,108 E.T. Δήμου Σίφνου,490,280,4,3,7,273,126,79,12,55,6,41,8,37,7,7,6,4,14,7,22,4,3,5,1,7,7,13,5,2,1,5,5,2,18,3,5,0,0,1,16,13,7,2,2,3,2,3,2,0,0,0,0,1,1,0,1,0,0,1,0,2,1,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,7,3,2,1,0,2,0,0,4,2,0,0,1,1,1,0,0,0,2,2,0,2,0,0,2,1,16,8,10
51 - Κυκλάδων,109 E.T. Δήμου Σίφνου,517,280,4,3,7,273,128,88,8,54,6,40,6,25,6,3,7,6,7,6,37,15,5,9,0,12,6,10,0,1,2,0,4,3,21,5,3,0,0,0,15,15,11,7,2,7,3,1,1,0,0,0,0,0,0,0,0,0,0,4,3,4,3,2,1,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,2,1,2,2,2,1,0,2,0,0,1,1,0,1,1,1,1,1,13,6,9
51 - Κυκλάδων,110 E.T. Δήμου Σίφνου,426,247,10,2,12,235,117,86,11,56,4,28,4,24,4,3,7,4,14,2,24,7,12,5,0,16,2,9,2,2,0,2,4,4,18,1,2,1,1,1,14,9,6,2,2,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,3,7,3,2,2,2,1,2,2,0,0,0,0,0,0,0,1,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,1,2,1,0,0,2,2,4,2,0
51 - Κυκλάδων,111 E.T. Δήμου Σίφνου,431,248,7,3,10,238,114,75,5,63,8,27,3,31,7,7,5,9,15,9,35,14,12,8,1,7,6,11,1,1,3,1,5,3,11,3,2,2,0,1,6,8,4,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,7,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,0,0,0,5,0,2,0,2,2,0,0,0,0,2,2,1,1,0,1,0,0,2,0,0,0,0,0,1,0,4,2,3
51 - Κυκλάδων,112 E.T. Δήμου Σίφνου,410,244,3,2,5,239,135,102,11,72,0,40,3,31,9,6,7,8,19,9,38,14,19,1,1,16,6,6,2,0,0,2,1,1,10,0,1,0,0,1,9,4,1,2,0,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0
51 - Κυκλάδων,113 E.T. Δήμου Μυκόνου,501,341,6,4,10,331,192,64,2,156,5,2,6,42,6,4,6,7,20,16,29,10,2,4,1,13,3,13,1,1,1,1,3,4,9,4,3,0,2,0,2,7,3,0,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,16,0,4,0,10,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,1,1,0,0,7,3,0,2,0,0,0,0,7,3,6
51 - Κυκλάδων,114 E.T. Δήμου Μυκόνου,469,322,10,4,14,308,141,57,2,105,5,13,3,30,8,3,8,2,11,13,40,14,2,6,7,20,0,23,2,9,8,3,11,4,12,8,4,0,3,2,0,10,6,1,4,2,0,5,4,0,0,0,0,1,0,0,0,0,0,7,3,9,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,4,1,1,2,2,1,0,0,0,0,1,1,1,0,0,1,0,0,5,2,1,2,1,0,0,0,14,9,7
51 - Κυκλάδων,115 E.T. Δήμου Μυκόνου,449,346,3,2,5,341,204,83,5,162,8,26,13,40,19,15,3,1,9,17,21,9,3,3,3,9,4,15,4,4,1,0,4,6,14,6,5,1,2,2,1,2,0,0,2,0,1,2,2,1,1,0,0,1,0,0,0,0,0,1,0,2,1,0,2,1,17,3,6,1,12,1,1,1,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2
51 - Κυκλάδων,116 E.T. Δήμου Μυκόνου,461,288,12,1,13,275,161,55,7,128,7,27,9,29,10,3,3,7,7,19,21,8,3,3,1,8,5,12,2,2,1,0,6,3,10,4,2,0,2,2,3,9,6,1,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,5,0,0,1,5,2,0,0,0,0,0,0,0,0,0,2,0,1,3,1,0,1,1,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,2,0,2,0,0,0,0,12,9,10
51 - Κυκλάδων,117 E.T. Δήμου Μυκόνου,467,360,9,3,12,348,184,62,9,147,7,45,8,42,9,9,11,7,15,15,24,13,1,5,4,12,3,16,1,3,3,3,7,5,14,7,4,3,0,4,2,14,5,1,7,3,2,5,5,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,1,1,1,1,6,0,4,2,1,0,0,0,4,4,1,1,0,0,0,0,0,0,4,4,2,2,3,3,0,0,19,12,10
51 - Κυκλάδων,118 E.T. Δήμου Μυκόνου,524,305,11,3,14,291,171,80,5,132,11,30,9,33,16,7,5,2,7,15,17,5,3,1,2,8,3,14,4,5,2,4,6,6,22,8,10,2,5,5,7,3,2,1,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,1,1,2,0,2,0,2,0,3,1,1,3,1,1,0,0,7,2,3
51 - Κυκλάδων,119 E.T. Δήμου Μυκόνου,461,325,5,6,11,314,202,74,5,165,9,30,11,25,11,2,3,4,6,6,28,18,4,9,0,13,7,4,0,3,1,0,3,0,7,5,4,0,2,0,2,7,1,1,4,0,1,6,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,4,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,3,3,1,1,1,1,3,0,1,0,2,0,0,0,1,0,2,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,9,5,5
51 - Κυκλάδων,120 E.T. Δήμου Μυκόνου,493,334,15,1,16,318,196,69,3,146,7,25,7,27,6,7,5,5,9,12,24,5,2,3,1,9,3,10,1,0,1,3,3,0,10,3,5,0,0,1,2,4,3,0,2,0,1,3,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,10,2,2,0,6,1,1,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,0,0,2,0,0,0,0,0,1,0,2,1,4,1,0,0,0,0,0,0,5,2,0,0,0,0,1,0,11,3,7
51 - Κυκλάδων,121 E.T. Δήμου Μυκόνου,463,252,9,2,11,241,124,42,3,81,10,7,6,39,10,8,2,8,14,16,19,7,1,6,0,8,1,4,0,1,0,2,2,2,7,1,3,1,0,1,3,10,6,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,5,2,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,0,1,1,1,1,3,2,2,0,1,0,0,0,1,1,3,3,3,2,0,0,0,1,5,2,1,3,0,0,1,0,8,7,6
51 - Κυκλάδων,122 E.T. Δήμου Μυκόνου,461,267,9,0,9,258,142,57,4,106,10,20,9,43,19,12,4,5,7,20,23,8,8,2,3,5,1,13,2,1,2,0,6,7,14,4,9,0,4,0,4,2,1,1,0,1,1,4,3,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,3,1,1,0,3,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,2,1,0,0,2,0,1,1,0,0,0,0,0,0,3,2,2
51 - Κυκλάδων,123 E.T. Δήμου Μυκόνου,478,308,4,2,6,302,175,70,7,137,11,29,14,46,11,13,7,10,17,15,15,5,4,1,0,6,1,6,0,2,1,1,4,1,12,5,6,2,2,2,2,9,5,1,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,3,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,1,3,0,1,1,0,0,0,0,1,1,5,3,0,0,0,0,0,0,4,2,1,2,1,1,1,0,10,6,6
51 - Κυκλάδων,124 E.T. Δήμου Μυκόνου,476,273,13,1,14,259,145,52,7,117,2,31,5,37,11,8,8,6,15,12,19,9,4,5,1,1,4,12,3,4,2,3,3,4,12,6,2,2,2,1,4,7,4,0,4,1,0,3,2,0,0,0,0,3,2,1,0,0,3,0,0,2,2,0,1,0,4,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,6,3,3
51 - Κυκλάδων,125 E.T. Δήμου Μυκόνου,467,288,6,2,8,280,167,67,4,98,3,36,11,37,4,11,8,2,12,16,15,4,0,4,3,5,5,6,0,0,1,1,3,2,7,3,0,0,4,1,1,6,3,1,4,0,1,3,3,0,0,0,0,2,2,0,0,0,2,1,1,2,0,0,0,0,13,1,4,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,4,3,1,0,9,5,4
51 - Κυκλάδων,126 E.T. Δήμου Μυκόνου,467,285,14,1,15,270,158,71,3,115,3,27,13,32,8,5,4,4,9,12,19,12,4,5,2,5,3,11,1,3,3,2,5,3,7,2,2,0,0,0,3,6,4,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,1,3,4,6,1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7,2,1,4,2,1,0,0,8,4,7
51 - Κυκλάδων,127 E.T. Δήμου Μυκόνου,466,291,8,1,9,282,145,61,6,113,7,30,11,41,17,6,4,7,6,21,26,12,1,9,2,9,7,12,0,6,4,2,4,1,14,7,8,1,3,2,4,10,7,2,5,0,3,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,0,0,0,0,2,1,0,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,1,0,1,1,3,2,0,0,13,9,9
51 - Κυκλάδων,128 E.T. Δήμου Μυκόνου,497,306,8,0,8,298,146,45,5,102,11,25,13,45,15,13,4,6,18,12,23,7,8,6,5,10,2,11,1,2,1,1,3,3,20,9,6,4,2,2,1,13,6,6,3,1,3,0,0,1,1,0,0,2,1,1,0,0,2,2,1,4,2,1,0,0,8,0,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,4,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,2,0,0,2,2,10,4,4
51 - Κυκλάδων,129 E.T. Δήμου Μυκόνου,435,257,6,1,7,250,125,41,2,100,7,12,15,42,11,10,2,6,13,15,25,5,3,3,3,9,5,13,1,2,4,2,3,0,12,7,3,0,5,1,1,7,2,1,2,1,1,1,1,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,5,0,4,0,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,2,1,2,1,2,1,0,0,5,2,5
51 - Κυκλάδων,130 E.T. Δήμου Μυκόνου,431,255,5,1,6,249,136,43,2,110,7,19,4,26,2,7,7,5,8,9,20,8,0,1,0,15,0,15,6,4,2,2,4,5,9,5,3,1,1,1,3,9,5,1,3,2,2,4,3,1,0,0,0,0,0,0,0,0,0,1,1,4,0,2,3,3,4,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,4,4,1,3,1,0,1,1,6,2,5
51 - Κυκλάδων,131 E.T. Δήμου Μυκόνου,415,209,9,1,10,199,97,36,1,82,3,20,7,36,10,11,0,4,9,14,11,5,3,2,3,5,2,12,0,1,1,4,6,3,9,4,3,0,1,3,2,5,2,2,3,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,2,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,2,1,1,1,1,0,0,10,6,7
51 - Κυκλάδων,132 E.T. Δήμου Μυκόνου,438,271,5,2,7,264,121,42,1,91,5,20,9,40,10,7,7,5,11,13,32,9,8,8,1,14,11,11,2,4,6,1,4,1,15,6,5,1,2,2,5,3,2,0,1,2,0,5,4,1,1,0,0,0,0,0,0,0,0,4,2,4,0,1,1,0,7,2,2,2,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,3,3,0,0,8,4,6
