ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΑΝΕΛΛΟΣ ΣΤΥΛΙΑΝΟΣ του Ευαγγέλου,ΚΟΤΡΩΝΙΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΑΚΡΗ-ΘΕΟΔΩΡΟΥ ΕΛΕΝΗ του Ευαγγέλου,ΟΙΚΟΝΟΜΟΥ ΙΩΑΝΝΗΣ (ΓΙΑΝΝΗΣ) του Δημητρίου,ΣΙΜΟΥ-ΠΑΛΑΙΟΛΟΓΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Ηλία,ΣΤΑΪΚΟΥΡΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΣΥΡΙΖΑ,ΓΙΑΒΡΗ ΠΑΡΑΣΚΕΥΗ του Θεοφάνη,ΚΑΡΑΦΕΡΗ ΑΡΓΥΡΩ του Νικολάου,ΛΑΖΟΥ ΒΑΣΙΛΙΚΗ του Ανδρέα,ΛΟΥΚΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΠΟΥΤΣΑΣ ΝΙΚΟΛΑΟΣ του Ευάγγελου,ΣΑΡΑΚΙΩΤΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΤΕΡΡΙΩΤΗ ΚΩΝΣΤΑΝΤΙΑ του Παναγιώτη,ΒΕΝΤΟΥΡΗ - ΝΑΣΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Κωνσταντίνου -Βασιλείου,ΜΑΣΤΡΟΓΙΑΝΝΗΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΠΕΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΠΑΠΑΓΟΡΑΣ ΑΝΤΩΝΙΟΣ του Αθανασίου,ΤΣΩΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε.,ΚΟΥΤΣΟΥΜΠΑΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΓΕΡΟΚΟΥΔΗ ΔΗΜΗΤΡΑ του Αθανασίου,ΜΠΑΣΔΕΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜΠΑΦΟΥΤΣΟΥ ΑΝΤΡΙΑΝΑ του Γεωργίου,ΠΑΣΟΥΛΑΣ ΧΡΙΣΤΟΣ του Γεωργίου,ΠΟΛΙΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΝΤΖΟΛΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΒΟΥΡΛΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΔΗΜΗΤΡΑΝΤΖΟΥ ΒΑΣΙΛΙΚΗ του Κωνσταντίνου,ΛΑΪΛΑΚΙΔΟΥ ΕΛΠΙΣ του Λαζάρου,ΜΠΟΧΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θωμά,ΜΥΛΩΝΑΚΗΣ ΣΤΕΡΓΙΟΣ του Μιχαήλ,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΟΤΖΑΜΑΝΗΣ ΔΟΝΑΤΟΣ του Οδυσσέα,ΚΟΤΡΩΝΗΣ ΙΩΑΝΝΗΣ του Χρήστου,ΡΑΜΜΟΥ ΔΕΣΠΟΙΝΑ του Αθανασίου,ΤΣΑΚΑΛΟΥ ΑΡΓΥΡΟΥΛΑ (ΥΡΩ) του Ιωάννη,ΤΣΙΡΩΝΗΣ ΜΙΛΤΙΑΔΗΣ του Ιωάννη,ΦΥΣΟΛΟΗΣ ΑΝΑΣΤΑΣΙΟΣ-ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΛΑΟΥΤΑΡΗΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΒΕΡΟΥΣΗ ΣΟΦΙΑ του Γεωργίου,ΓΑΛΑΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΚΤΕΝΑ ΣΜΑΡΩ του Αθανασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΥΛΑΚΙΩΤΗΣ ΑΠΟΣΤΟΛΟΣ του Ιωάννη,ΔΑΡΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΖΟΥΜΠΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΜΕΛΕΤΗ ΧΡΥΣΑΝΘΗ του Αλεξάνδρου,ΜΕΛΛΙΟΣ ΙΩΑΝΝΗΣ του Φωτίου,ΤΖΙΟΥΒΑΡΑ ΟΛΥΜΠΙΑ ΠΑΡΑΣΚΕΥΗ του Κωνσταντίνου,Κίνημα 21,ΖΑΧΑΡΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΤΣΙΤΟΥΡΑΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Βασιλείου,ΜΑΡΑΝΔΙΑΝΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΠΑΛΑΙΟΛΟΓΟΥ ΜΑΡΙΑ του Λάμπρου,ΣΙΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΝΙΚΗ,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευάγγελου,ΚΑΡΑΤΖΑ ΟΛΓΑ του Πέτρου,ΤΥΡΜΠΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΦΑΚΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννου,κοινωνία αξιών,ΚΑΛΛΙΩΡΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΟΥΡΣΑΙΤΙΔΗΣ ΠΕΡΙΚΛΗΣ του Χαράλαμπου,ΣΙΨΗ ΕΥΣΤΑΘΙΑ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΠΟΛΥΔΕΥΚΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΚΑΡΑΜΗΤΣΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΚΥΒΩΤΙΔΟΥ ΔΟΜΝΙΚΗ του Παναγιώτη,ΤΑΓΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Στεργίου,Ένωση Κεντρώων,ΚΑΡΑΒΕΛΟΥ ΑΡΓΥΡΟΥΛΑ του Ευθυμίου,ΣΑΒΒΙΔΗΣ - ΒΑΣΙΛΕΙΑΔΗΣ ΛΑΖΑΡΟΣ του Ευστάθιου,ΧΛΙΑΠΑ ΜΑΡΙΑ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΑΤΣΑΟΥΝΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΑΡΑΣΑΝΤΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΟΥΣΤΑΚΑ ΑΙΚΑΤΕΡΙΝΗ του Βασιλείου,ΠΑΝΟΥ ΧΡΗΣΤΟΣ του Ευσταθίου,ΦΥΚΑ ΦΡΕΙΔΕΡΙΚΗ του Κωνσταντίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΖΗΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΑΓΚΛΑΡΑ ΕΥΘΑΛΙΑ του Νικολάου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΑΣΙΚΩΣΤΑΣ ΧΡΗΣΤΟΣ του Αθανασίου,Οικολόγοι Πράσινοι,ΑΔΑΜΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΡΑΠΑ ΑΝΝΑ του Κωνσταντίνου,ΣΚΑΜΑΓΚΟΣ ΘΕΟΔΩΡΟΣ του Μιχαήλ,ΕΑΝ...,ΛΕΜΟΝΗΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΛΕΒΕΝΤΗ ΕΛΕΝΗ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΑΛΕΞΙΟΥ ΑΝΑΡΓΥΡΟΣ του Αλεξάνδρου,ΑΝΑΣΤΑΣΙΟΥ ΔΗΜΗΤΡΑ του Βασιλείου,ΘΕΟΦΑΝΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Κοσμά,ΛΙΘΑΔΙΩΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΙΧΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΧΟΝΔΡΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου
33 - Φθιώτιδας,316 E.T. Δήμου Μακρακώμης,276,123,0,1,1,122,64,1,3,13,35,0,56,18,5,3,2,4,2,15,12,1,2,0,3,1,5,9,0,3,3,1,0,1,3,1,2,1,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,317 E.T. Δήμου Μακρακώμης,435,290,0,2,2,288,144,14,12,24,81,2,104,63,23,9,9,12,7,42,15,3,2,2,8,1,7,14,0,4,0,2,4,0,17,4,4,6,1,1,3,1,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,11,3,5,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,0,0,2,0,1,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,5,1,3,0,2,2,2
33 - Φθιώτιδας,318 E.T. Δήμου Μακρακώμης,206,122,2,1,3,119,43,2,1,7,25,0,36,34,8,4,7,8,4,22,12,2,2,1,6,0,8,14,0,1,1,0,8,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
33 - Φθιώτιδας,319 E.T. Δήμου Μακρακώμης,404,232,2,2,4,228,110,2,16,14,58,1,10,49,5,9,5,7,3,32,30,4,2,0,18,2,12,12,0,0,0,2,1,0,8,0,0,1,1,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,1,0,1,0,0
33 - Φθιώτιδας,320 E.T. Δήμου Μακρακώμης,48,16,0,0,0,16,7,0,0,2,2,0,6,2,0,0,1,1,0,2,3,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
33 - Φθιώτιδας,321 E.T. Δήμου Μακρακώμης,419,228,3,0,3,225,101,6,18,13,52,3,60,48,6,4,14,4,4,31,18,1,4,1,9,0,8,18,0,4,5,2,10,2,17,7,2,4,1,0,4,2,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,1,0,3,0,0,1,1,0,1
33 - Φθιώτιδας,322 E.T. Δήμου Μακρακώμης,143,64,3,1,4,60,22,2,3,4,9,0,18,10,8,1,0,1,1,4,8,1,0,0,3,2,5,2,0,1,1,1,0,0,6,2,1,0,0,1,2,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0
33 - Φθιώτιδας,323 E.T. Δήμου Μακρακώμης,99,48,0,0,0,48,13,1,0,2,11,0,9,15,5,1,7,0,2,10,6,0,2,3,5,0,2,5,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,324 E.T. Δήμου Μακρακώμης,110,78,0,0,0,78,47,1,11,2,20,3,35,8,1,1,6,0,0,7,0,0,0,0,0,0,0,15,0,5,9,3,4,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,325 E.T. Δήμου Μακρακώμης,70,34,1,0,1,33,12,1,0,6,4,0,10,0,0,0,0,0,0,0,4,0,0,2,1,0,2,2,0,2,0,0,1,0,8,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
33 - Φθιώτιδας,326 E.T. Δήμου Μακρακώμης,234,137,2,1,3,134,60,1,4,6,39,0,42,20,8,2,1,11,0,12,19,4,2,1,9,2,10,8,0,1,4,2,0,0,10,4,0,2,2,1,1,2,0,0,1,0,1,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,327 E.T. Δήμου Μακρακώμης,485,269,3,1,4,265,136,10,18,26,78,3,84,61,28,8,10,8,7,36,30,10,2,0,13,3,20,9,0,1,1,3,2,1,6,0,0,3,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,2,1,0,0,0,0,0,6,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,1,1,0,0
33 - Φθιώτιδας,328 E.T. Δήμου Μακρακώμης,454,257,4,0,4,253,93,4,18,7,66,1,55,75,5,16,12,8,3,56,37,1,2,0,25,1,20,5,0,1,0,1,2,2,11,4,3,0,1,0,6,2,0,0,1,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,0,7,0,0,11,8,6,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,4,1,0,1,0
33 - Φθιώτιδας,329 E.T. Δήμου Στυλίδας,558,385,6,2,8,377,193,6,34,24,98,2,143,44,1,8,8,8,5,30,43,1,25,3,8,8,21,35,0,10,9,7,0,6,9,3,3,3,1,2,2,10,4,3,2,3,1,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,10,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,4,1,1,1,2,2,0,0,10,2,4,4,2,1,1
33 - Φθιώτιδας,330 E.T. Δήμου Στυλίδας,549,357,11,1,12,345,177,7,15,25,83,2,146,39,1,6,10,6,4,25,39,4,23,4,9,0,21,30,0,8,13,9,0,5,11,2,1,2,6,0,2,4,1,0,1,0,0,0,2,2,1,0,1,0,0,2,0,0,0,0,0,0,1,1,4,2,1,1,0,0,0,7,4,5,2,0,1,1,0,0,0,0,0,0,0,1,0,0,5,1,2,0,0,0,4,0,2,2,0,0,0,2,1,0,0,2,1,0,0,0,0,1,1,2,2,9,2,1,0,0,2,0
33 - Φθιώτιδας,331 E.T. Δήμου Στυλίδας,360,237,5,1,6,231,105,2,15,17,58,3,65,44,8,5,8,14,3,28,24,2,8,1,7,1,10,19,0,4,7,1,0,2,7,3,2,2,1,0,2,10,3,2,0,3,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,1
33 - Φθιώτιδας,332 E.T. Δήμου Στυλίδας,364,257,2,0,2,255,147,5,12,8,87,1,102,44,4,3,16,6,4,27,13,1,2,2,3,2,4,10,0,5,4,1,0,1,9,1,2,1,1,2,1,4,3,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,2,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,4,2,0,0,0,0,1,1,0,0,1,1,2,0,5,0,4,1,1,0,1
33 - Φθιώτιδας,333 E.T. Δήμου Στυλίδας,331,248,6,0,6,242,129,10,39,15,57,3,56,35,3,2,11,3,1,19,34,1,14,5,10,3,21,8,0,1,2,2,0,3,4,2,1,0,0,0,2,5,0,2,1,0,2,0,5,2,0,0,0,0,0,3,1,0,0,1,0,1,2,2,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0
33 - Φθιώτιδας,334 E.T. Δήμου Στυλίδας,564,385,4,2,6,379,197,8,24,12,130,0,101,57,7,9,15,5,9,35,37,8,9,3,5,5,26,16,0,2,2,2,0,2,17,0,2,5,2,0,2,5,2,1,0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,2,3,2,0,0,1,14,6,4,2,4,1,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,3,2,2,0,1,0,0,2,2,1,0,0,0,2,0,1,0,2,1,0,0,3,2,1,2,1,0,0
33 - Φθιώτιδας,335 E.T. Δήμου Στυλίδας,367,259,3,4,7,252,137,4,20,13,68,5,99,35,2,3,3,6,2,24,22,1,8,2,5,1,7,15,0,5,7,1,3,2,14,1,2,5,2,0,2,4,0,2,2,1,1,0,4,4,2,1,1,0,0,1,0,0,0,0,0,1,2,1,1,0,3,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1,0,0,0,2,0,2,0,0,0,1,0,0
33 - Φθιώτιδας,336 E.T. Δήμου Στυλίδας,257,186,6,0,6,180,82,5,9,8,50,2,46,38,5,4,6,8,4,24,26,4,9,2,10,4,8,8,0,3,3,0,1,0,7,3,1,2,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,2,0,0,0
33 - Φθιώτιδας,337 E.T. Δήμου Στυλίδας,305,225,3,0,3,222,127,6,21,8,75,5,91,36,2,5,11,7,4,24,34,3,11,3,5,2,15,4,0,0,0,0,0,0,8,0,3,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
33 - Φθιώτιδας,338 E.T. Δήμου Στυλίδας,477,340,4,1,5,335,153,8,69,11,71,4,81,78,7,9,25,8,9,48,27,4,12,2,7,2,15,45,0,8,10,21,15,2,6,5,1,1,1,0,1,8,2,1,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,0,0,0,0,1,0,1,1,2,1,1,0,0,0,0,0,2,1,1,0,1,0,0
33 - Φθιώτιδας,339 E.T. Δήμου Στυλίδας,468,311,5,2,7,304,134,4,68,9,56,2,68,61,7,5,16,10,3,40,41,3,15,2,4,7,33,33,0,4,7,15,11,1,3,1,0,2,1,0,0,5,0,0,1,1,1,1,3,3,4,2,1,2,1,1,0,1,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,5,2,2,0,1,1,0
33 - Φθιώτιδας,340 E.T. Δήμου Στυλίδας,470,296,2,1,3,293,127,4,64,3,49,1,81,68,6,5,20,9,11,47,34,3,14,4,8,4,17,39,0,1,18,11,9,6,2,0,0,0,0,0,0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,1,1,0,0,0,2,1,0,0,2,2,1,1,0,0,0,0,5,1,2,2,0,0,0
33 - Φθιώτιδας,341 E.T. Δήμου Στυλίδας,225,158,2,1,3,155,79,2,20,8,52,3,52,25,2,4,8,5,1,16,15,0,8,3,6,1,6,26,0,2,3,8,12,6,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,342 E.T. Δήμου Στυλίδας,258,171,0,1,1,170,84,7,10,5,28,4,61,15,1,1,2,0,2,9,28,2,7,1,8,0,14,16,0,4,8,0,1,2,6,0,2,1,1,0,2,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,1,1,1,1,0,0
33 - Φθιώτιδας,343 E.T. Δήμου Στυλίδας,346,191,2,0,2,189,86,2,6,12,39,0,63,33,0,14,6,6,4,17,23,4,9,1,5,1,10,13,0,4,4,1,0,1,9,4,2,2,0,1,3,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,6,3,3,1,0,1,0
33 - Φθιώτιδας,344 E.T. Δήμου Στυλίδας,411,285,2,0,2,283,118,2,43,10,57,1,74,49,3,2,18,6,5,29,52,1,13,0,14,9,32,23,0,3,9,7,6,0,8,6,0,1,1,0,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,12,1,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,2,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0
33 - Φθιώτιδας,345 E.T. Δήμου Στυλίδας,502,331,6,3,9,322,101,1,19,14,46,1,60,69,8,11,16,9,4,43,49,5,21,6,17,6,26,25,0,6,11,2,2,8,17,4,7,3,3,2,6,8,0,0,3,2,0,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,4,2,1,2,0,12,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,3,0,1,1,3,0,0,1,0,2,2,0,0,8,3,3,1,2,2,0,0,10,1,2,2,0,3,0
33 - Φθιώτιδας,346 E.T. Δήμου Στυλίδας,509,322,2,2,4,318,120,5,16,20,58,4,73,54,7,14,21,5,2,35,45,5,25,3,6,4,23,24,0,7,6,0,3,7,13,2,6,3,3,1,5,12,2,2,2,3,1,1,7,7,0,0,0,0,0,1,0,0,0,0,0,0,2,2,5,4,6,4,1,2,2,7,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16,6,4,1,1,6,1
33 - Φθιώτιδας,347 E.T. Δήμου Στυλίδας,496,307,3,2,5,302,105,6,12,14,52,2,65,66,7,9,17,5,11,46,37,4,16,3,8,4,21,25,0,1,13,2,0,12,16,8,4,1,2,3,1,6,0,0,1,3,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,6,2,1,2,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,2,0,3,2,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,13,4,2,1,1,5,0
